Ticker,Train Start,Train End,Test Start,Test End,Return_Predicted_Train,Return_Predicted_Test,Market_Return_Train,Market_Return_Test,Ratio_Train,Model_train_>_Market_train,Model_test_>_Market_test,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features
F,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.07597994336682035,0.07900919646360387,-0.1871297632540117,-0.0800823073154761,-0.4060281060885245,1,1,100,5,50,1,sqrt
BAC,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.013413540332180701,0.05868717200937409,0.0475617240896966,0.1884867048979816,0.28202384562183075,0,0,100,5,50,1,sqrt
TU,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.04318749864833858,0.027757496400765625,0.0731997656452685,0.19711472018562234,0.5899950398424553,0,0,100,5,50,1,sqrt
MRVL,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.21615422632294082,0.11867610200826274,0.48502448541133664,-0.5953099632037533,-0.4456563180302661,0,1,100,5,50,1,sqrt
QCOM,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.11144594676204209,0.0064142304894360385,0.2043178590801119,-0.2899116969419763,0.5454537712160773,0,1,100,5,50,1,sqrt
EXC,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.06963907958115832,-0.029020471128566806,0.08983722448252508,0.07082495968818331,0.7751695355938378,0,0,100,5,50,1,sqrt
PBR,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.1584439797870545,-0.0710852007126035,0.4129363945715226,0.149884903860888,0.383700690638958,0,0,100,5,50,1,sqrt
TSM,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.1333336154653495,-0.0799276694378365,0.2097964830986075,-0.10774220347406031,-0.6355378960412825,0,1,100,5,50,1,sqrt
CTRA,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.26536064230590095,0.2310827452658299,0.12899956645286614,0.2594846860476911,-2.0570661561320707,0,0,100,5,50,1,sqrt
VTRS,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.22491676321744536,0.026431949332643135,0.22066722687901025,-0.05922040816699552,-1.0192576686558221,0,1,100,5,50,1,sqrt
MU,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.5387302033700833,0.03586735845595456,0.4032050044768422,-0.012951998609873122,1.336119833306843,1,1,100,5,50,1,sqrt
C,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.0013479725664564063,-0.021186586203765193,0.07113678995997491,0.06934272345058139,0.01894902155712737,0,0,100,5,50,1,sqrt
DVN,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.21974009513580506,-0.15310064299605816,0.062324795399874955,0.10505587535899354,-3.5257250942575245,0,0,100,5,50,1,sqrt
WMT,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.12264495161626061,0.036346125141943506,-0.05979792895803838,-0.025770667896108074,-2.05098995489164,1,1,100,5,50,1,sqrt
APH,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.07222855358038781,0.05992069442416727,0.14785217047292062,0.1519498638849102,-0.4885187234611249,0,0,100,5,50,1,sqrt
MS,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.051073064190764086,0.0574787105256898,0.15926587435658163,0.0765862959756473,-0.3206780133980001,0,0,100,5,50,1,sqrt
PPL,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.0467679244104501,-0.12402066127228051,0.009000166832362433,0.16197744243828205,5.1963397214242635,1,0,100,5,50,1,sqrt
SONY,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.2422152615332891,-0.006449876295845202,0.36443651691249623,-0.07700236935545018,-0.6646295041598334,0,1,100,5,50,1,sqrt
WFC,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.1128802658299186,-0.018845515698452196,0.03822031767163277,0.1513764813473036,-2.9534099323747554,0,0,100,5,50,1,sqrt
PFE,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.06520998005767219,-0.04387534063726279,0.036530725916297205,0.01869006899907429,1.7850721118186295,1,0,100,5,50,1,sqrt
PCG,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.16580639653820528,-0.033188473612183696,0.02602240841440761,0.13732714207021918,-6.371677590241979,0,0,100,5,50,1,sqrt
RIG,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.2335272749006237,0.31439647854062674,0.3347384003931603,-0.10763311472214736,-0.6976411270004843,0,1,100,5,50,1,sqrt
CCL,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.04647412336610139,0.15368837135318264,0.024323734524265162,-0.3010331072347142,1.91064917764742,1,1,100,5,50,1,sqrt
B,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.15896054634021467,-0.11661277465984196,0.1093724474963781,0.1615377196824324,-1.4533874844985863,0,0,100,5,50,1,sqrt
CSCO,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.09165324025392921,-0.23778652746443493,0.0719478936713931,0.03530662748641428,1.2738835784760585,1,0,100,5,50,1,sqrt
HAL,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.33354056529641446,0.21472426821942317,0.2747214492151851,-0.027502249337186493,1.2141045639110517,1,1,100,5,50,1,sqrt
LOW,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.046771525177117586,0.0021695729533138183,-0.029954412622682572,-0.11464460354263822,1.5614235460487875,0,1,100,5,50,1,sqrt
CSX,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.08969192842643241,0.011437689399980008,0.1464505183604009,0.15099220970073177,-0.612438449727498,0,0,100,5,50,1,sqrt
WDC,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.2177905488314459,-0.11260522119776364,0.4979573419804227,-0.30077437579534505,-0.4373678836931546,0,1,100,5,50,1,sqrt
NOK,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.2535519600764828,-0.0295928922775271,0.11862010028286571,0.1309663506329341,-2.1375126093457495,0,0,100,5,50,1,sqrt
HD,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.1218670282465379,0.033201589599886824,-0.045186369609995364,-0.13839116108269578,2.6969864872609848,0,1,100,5,50,1,sqrt
MNST,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.15582499364954072,0.28584084200774706,0.7490366077432818,0.46945792047285867,0.20803388250811206,0,0,100,5,50,1,sqrt
SBUX,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.28124628212454234,-0.3619460526729315,0.3198423111949342,-0.15318956815737061,-0.8793279446793743,0,0,100,5,50,1,sqrt
RF,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.11549445128336039,-0.1338352138707697,0.0359449103412396,0.103837389056277,-3.2130961014208896,0,0,100,5,50,1,sqrt
IPG,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.07531051654943367,-0.0919352587860633,-0.1676001311010806,-0.13828040225214297,-0.44934640596440506,1,1,100,5,50,1,sqrt
VLY,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.0795487897540092,-0.024604994789580302,0.005089683099829885,0.150922054620435,-15.629419001876167,0,0,100,5,50,1,sqrt
UNH,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.11972658095003119,0.07674345169155047,0.12211345029793552,-0.1501751168829264,-0.9804536736773812,0,1,100,5,50,1,sqrt
NGD,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.12055742554064505,0.22483284844199614,0.5531662607347045,0.18701610815612102,0.21794067009893744,0,1,100,5,50,1,sqrt
HL,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.502673375844445,0.04345290163378038,0.4016532866316748,0.1967242003258519,-1.2515106749404192,0,0,100,5,50,1,sqrt
SLB,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.10533885978092229,0.11099751812045275,0.34484164449287635,0.143506833386529,-0.30547023963951186,0,0,100,5,50,1,sqrt
CMCSA,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.1006675560519091,0.025183026993710986,-0.15751803812632964,0.2665940502226516,-0.6390858929513431,1,0,100,5,50,1,sqrt
EXAS,2005-08-10,2006-02-08,2006-02-09,2006-08-09,1.0552599247660415,-1.1836838740917868,0.20700036165363042,-0.14230475510393678,5.097865126109233,1,0,100,5,50,1,sqrt
BAX,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.0659793939707209,0.008858044580376328,-0.07103919522100381,0.12343664164539253,0.928774513357847,1,0,100,5,50,1,sqrt
NEE,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.10960722165971236,0.030719886290662097,0.03380904061192713,0.05713790293003798,3.241950072402977,1,0,100,5,50,1,sqrt
BKR,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.20265901506691059,-0.06230413111903226,0.23896759152963193,0.13877753532997744,0.8480606670121664,0,0,100,5,50,1,sqrt
AMD,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.1810436702891394,-0.3272549550322663,0.7363110075983758,-0.6358081049132841,0.2458793477496,0,1,100,5,50,1,sqrt
LEN,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.1512173696362107,-0.06829816959707266,-0.030113521561925663,-0.22862615822110008,-5.021577078763313,1,1,100,5,50,1,sqrt
KO,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.0003718968352365002,-0.0130869025952971,-0.046841144569579,0.0820646963749314,-0.007939533473271034,1,0,100,5,50,1,sqrt
CPRT,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.2292398464150046,-0.1251397085538314,0.06598065336470023,0.07231654521780767,-3.474349445251907,0,0,100,5,50,1,sqrt
BP,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.12139690614334926,0.03999982236013429,-0.029584866489409306,0.0774254718321701,4.1033447349443515,0,0,100,5,50,1,sqrt
XOM,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.1704628969714339,0.0669542118182172,0.03128737676182133,0.1583832354712649,-5.448296233624886,0,0,100,5,50,1,sqrt
JHX,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.16961267983889503,-0.20152777482591352,-0.030627733752974486,-0.1852009542979509,5.537878878238018,0,0,100,5,50,1,sqrt
ABT,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.0878121333161798,-0.0361737827772032,-0.07622716036326702,0.1355488394248488,1.151979594906902,0,0,100,5,50,1,sqrt
ITUB,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.16461666205883815,0.27680615256741004,0.4092205376434016,0.033688762536611794,-0.40226881819476656,0,1,100,5,50,1,sqrt
^VIX,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.396228916243342,0.39917441415383054,0.21185118003307365,0.464918368337333,-1.8703172490305873,0,0,100,5,50,1,sqrt
APA,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.07546615348902022,0.24979019439654057,0.02102520849538761,0.05150120428646226,-3.5893177233212956,0,1,100,5,50,1,sqrt
SHEL,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.09872138624198849,-0.0652621382241111,-0.03445202027495053,0.1561958078051717,2.8654745194657605,0,0,100,5,50,1,sqrt
CNQ,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.05250699586607651,0.10774072196168864,0.24009944836490235,0.043510745303864264,0.2186885318714958,0,1,100,5,50,1,sqrt
TEVA,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.1356301322218632,-0.005327485415563764,0.2260377992552785,-0.10076769162944155,0.6000329708956673,0,1,100,5,50,1,sqrt
BCS,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.07961904811723051,0.19028389584369879,0.048791122575980894,0.1389721455748594,-1.6318347255331593,0,1,100,5,50,1,sqrt
LYG,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.04194768087376491,-0.0077647554808335205,0.1087648399153563,0.08480130156641301,-0.3856731725657824,0,0,100,5,50,1,sqrt
TSCO,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.011151217359589424,0.38081523869904915,0.1697555544200512,-0.2632771005064294,-0.06568985266895198,0,1,100,5,50,1,sqrt
VZ,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.13438879608187818,-0.03449973660029619,0.013946385844420695,0.0662946907302158,9.636101967997746,1,0,100,5,50,1,sqrt
BMY,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.1135083611266494,-0.1551838953388599,-0.06755428336997561,-0.026895250857161226,-1.6802540929195617,1,0,100,5,50,1,sqrt
NEM,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.33841201905024754,-0.06098789615354912,0.36732313320190324,-0.020270277052376478,-0.9212924220164365,0,0,100,5,50,1,sqrt
USB,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.05362632526808081,-0.0408658769345004,0.008782158707341194,0.10514939401170288,-6.1062805917243805,0,0,100,5,50,1,sqrt
CLF,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.11615717887488756,0.18521136086284345,0.3200092708013789,-0.25402791028433824,-0.3629806679787823,0,1,100,5,50,1,sqrt
BBD,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.13323240946177095,0.003680161820964877,0.5943512038373561,-0.08594636880127285,-0.2241644478913682,0,1,100,5,50,1,sqrt
DIS,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.001714012927832696,-0.04762793991299078,0.07506143150171478,0.08455277344098099,-0.022834802022041634,0,0,100,5,50,1,sqrt
LUV,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.3147959205191493,0.09338719941137166,0.18889447946647772,0.041043376981399725,-1.6665173138371931,0,1,100,5,50,1,sqrt
WIT,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.050764057398448706,-0.35885438954545934,0.3803960772050152,-0.08336696614048314,0.13345052812174327,0,0,100,5,50,1,sqrt
BSX,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.11839684441782662,0.678681994686331,-0.22726976491437775,-0.31184229405277253,0.5209529057348732,1,1,100,5,50,1,sqrt
BB,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.11731096331268998,0.23988136312853528,0.04002940570922686,0.02400758954079757,2.9306196590785145,1,1,100,5,50,1,sqrt
LNW,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.0417993906604694,0.12903565515741566,0.07564887174958818,-0.09754261194827622,-0.5525447993306913,0,1,100,5,50,1,sqrt
CVX,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.22731365431261177,-0.06276555091450602,-0.04739348431177618,0.19772479821699385,4.796306024204462,0,0,100,5,50,1,sqrt
BBWI,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.13862433752728237,-0.021909965750726238,-0.016579738244629397,0.10834142772870824,8.361069124368496,0,0,100,5,50,1,sqrt
FAST,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.041457203568581874,-0.21346571914545395,0.2679112872007483,-0.11077297059208939,0.15474228055765946,0,0,100,5,50,1,sqrt
CCJ,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.16382015817531928,0.38883343580201346,0.42222679743038866,0.12955259345876194,-0.3879909071908868,0,1,100,5,50,1,sqrt
GOOG,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.15082205858250294,-0.2226421222462505,0.2904605809195742,0.07795253575512257,-0.5192513838022796,0,0,100,5,50,1,sqrt
ES,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.010990072360874684,0.0035789351770567977,-0.00774910700959339,0.16429698820508662,-1.41823726879355,1,0,100,5,50,1,sqrt
KR,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.10543323510932931,-0.022103954885899293,-0.020119964174348453,0.16108877432210153,5.24022976361704,0,0,100,5,50,1,sqrt
HPQ,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.2331736961822172,-0.3116203156260252,0.30793984150425807,0.07280789267186373,-0.7572053523285098,0,0,100,5,50,1,sqrt
IRM,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.15284960828666602,0.19541700594312963,0.23642827856022341,-0.09007976965580178,0.6464946123089582,0,1,100,5,50,1,sqrt
ON,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.12931677896676363,-0.05896969015260448,0.3186170397663102,-0.0933164217778967,-0.40586899891358946,0,1,100,5,50,1,sqrt
AZN,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.06203072212661064,-0.02024098852739503,0.027217927897012703,0.2851197497309113,-2.279039108389247,0,0,100,5,50,1,sqrt
TGT,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.264806447450259,0.007065343656855785,-0.008682028720536684,-0.16217625674383937,30.500526544433022,0,1,100,5,50,1,sqrt
HST,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.12696909931800499,0.23958906312117503,0.13104651097157505,0.0942293402667328,-0.968885767172737,0,1,100,5,50,1,sqrt
T,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.02141572089060119,0.20981159610058608,0.13608291791889207,0.14882983577360126,0.1573725873762154,0,1,100,5,50,1,sqrt
GOOGL,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.15082293292316082,-0.22264474202608597,0.29046075178975006,0.07795238463961005,-0.5192540885259912,0,0,100,5,50,1,sqrt
LUMN,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.07131760451098708,0.024815705630275804,-0.03664306314459184,0.12513677496694872,1.9462784601159322,0,0,100,5,50,1,sqrt
VALE,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.009347783535275518,0.20383400411228828,0.32927613678072326,0.025196176919931406,-0.028388888507582744,0,1,100,5,50,1,sqrt
TJX,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.021136180939976316,-0.2048795456513591,0.0963663509298711,0.05146987118232661,-0.21933154815997752,0,0,100,5,50,1,sqrt
CRM,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.40671136699403104,0.22825122286684182,0.5036135229554893,-0.40380703621655273,0.8075862709309679,0,1,100,5,50,1,sqrt
NFLX,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.6185870536635052,-0.4398624879330816,0.25871284689097795,-0.14402822917545768,-2.39101792236927,0,0,100,5,50,1,sqrt
LRCX,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.21325616717605886,-0.28001962002372877,0.5475369950114255,-0.1162405265378054,-0.3894826634894485,0,0,100,5,50,1,sqrt
CDE,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.2178059554011191,-0.6357103291988442,0.1375546843875526,-0.1745333181542517,1.5834135810850545,1,0,100,5,50,1,sqrt
ORCL,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.0667838849234145,-0.5060111549305791,0.17450861127848635,0.11759918697860006,-0.3826967874773736,0,0,100,5,50,1,sqrt
AMZN,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.08869586612421619,0.4678287754898392,-0.322361752526033,0.40927035882333973,-0.27514388859470346,1,1,100,5,50,1,sqrt
ASX,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.2668935538555436,0.07930455855996685,-0.008641360559580341,0.23913271018078633,30.88559400054764,0,0,100,5,50,1,sqrt
