Ticker,Train Start,Train End,Test Start,Test End,Return_Predicted_Train,Return_Predicted_Test,Market_Return_Train,Market_Return_Test,Ratio_Train,Ratio_Test,Model_train_>_Market_train,Model_test_>_Market_test,n_estimators
MU,2005-09-16,2005-12-14,2005-12-15,2006-03-17,0.24675364403529487,0.06168256841413064,0.07048955998776191,0.09912708836116771,3.500570071342979,0.6222574417740522,1,0,100
PCG,2005-09-16,2005-12-14,2005-12-15,2006-03-17,-0.023063193968342603,-0.0003770375126888907,-0.010477259461771095,0.08274291162068349,2.2012620812240495,-0.004556734894915657,0,0,100
B,2005-09-16,2005-12-14,2005-12-15,2006-03-17,-0.22010297726222747,-0.1582645099166163,-0.06085340860141452,0.0008807896394836877,3.6169375277543816,-179.6847996638446,0,0,100
CSCO,2005-09-16,2005-12-14,2005-12-15,2006-03-17,-0.0707906539942703,0.16183597382322723,-0.0372105488539035,0.2047117744476539,1.9024350936668366,0.7905552783169769,0,0,100
HAL,2005-09-16,2005-12-14,2005-12-15,2006-03-17,0.09975349341967236,0.1969613416831127,0.04687528945825142,0.08530058177366728,2.128061385274557,2.309026944338094,1,1,100
HL,2005-09-16,2005-12-14,2005-12-15,2006-03-17,-0.37343554627957987,-0.3162882287470311,-0.21268849943372212,0.4625578402322843,1.755786266177263,-0.6837809269175927,0,0,100
EXAS,2005-09-16,2005-12-14,2005-12-15,2006-03-17,-0.27713600726551235,1.1111130485081675,-0.2940608612034139,0.7780216282756582,0.9424443842385609,1.4281261704391754,1,1,100
BAX,2005-09-16,2005-12-14,2005-12-15,2006-03-17,-0.05376011328589669,0.0317609547479366,-0.033598651190698714,0.0034151899828407037,1.6000676033322248,9.299908616362922,0,1,100
BKR,2005-09-16,2005-12-14,2005-12-15,2006-03-17,0.17442953652747734,0.10351484544560868,0.0790600543151302,0.08954985851730306,2.206291635371362,1.1559464990735555,1,1,100
BP,2005-09-16,2005-12-14,2005-12-15,2006-03-17,-0.032992090044216514,0.07259381126280881,-0.0344195837883553,0.0607900890661786,0.9585266994244791,1.1941718194191193,1,1,100
XOM,2005-09-16,2005-12-14,2005-12-15,2006-03-17,-0.0605378525734925,-0.010436326031621802,-0.050446579969771074,0.035881946021004286,1.2000387857763277,-0.29085172876389337,0,0,100
ABT,2005-09-16,2005-12-14,2005-12-15,2006-03-17,-0.0767852087415261,0.0422206627078886,-0.08805877517658411,0.1525461427649321,0.8719767971738064,0.27677305989276346,1,0,100
SHEL,2005-09-16,2005-12-14,2005-12-15,2006-03-17,-0.1408776747278395,0.025139441027703706,-0.01977756288295698,0.010226169710423704,7.123105893357504,2.4583438119630125,0,1,100
LYG,2005-09-16,2005-12-14,2005-12-15,2006-03-17,0.0344854595618113,0.0086776499446888,0.005585473299528504,0.1831621607171841,6.174133813283537,0.04737687036837118,1,0,100
TSCO,2005-09-16,2005-12-14,2005-12-15,2006-03-17,0.10887192240547978,-0.07016685661587088,0.08929690038011166,0.18667890752560085,1.2192127827734534,-0.37586922671619083,1,0,100
DIS,2005-09-16,2005-12-14,2005-12-15,2006-03-17,0.019841900671642695,0.032317065243498595,0.05010835849490146,0.15228351639961962,0.3959798578047935,0.21221643686433364,0,0,100
CVX,2005-09-16,2005-12-14,2005-12-15,2006-03-17,-0.1520119278132181,-0.09604745491327411,-0.050752080824554686,-0.018093737490458506,2.9951861153971095,5.30832587595147,0,0,100
ES,2005-09-16,2005-12-14,2005-12-15,2006-03-17,0.07227453739673,-0.027541920817048503,0.009115773986027786,0.008078760602972808,7.9285135313259065,-3.409176502508773,1,0,100
KR,2005-09-16,2005-12-14,2005-12-15,2006-03-17,-0.0346463151001202,-0.013845825610563401,-0.06358857505440409,0.09047791661219481,0.5448512578002899,-0.1530298898228303,1,0,100
PTEN,2005-12-15,2006-03-17,2006-03-20,2006-06-16,0.020822496232930986,0.16392869346361938,-0.2036305209796184,0.09138148961111121,-0.1022562636129342,1.7938938636396122,1,1,100
FHN,2005-12-15,2006-03-17,2006-03-20,2006-06-16,0.037213973170318396,-0.07244515798598489,0.0647424274821046,-0.018577889728049995,0.5748003993301716,3.8995364407079514,0,0,100
ERIC,2005-12-15,2006-03-17,2006-03-20,2006-06-16,0.019486683442135597,-0.017889726709548283,0.09105706451780718,-0.1946955586115575,0.21400517955775708,0.09188564360238219,0,1,100
CAG,2005-12-15,2006-03-17,2006-03-20,2006-06-16,-0.05397191777457789,0.09482471590618427,-0.0190502101072419,0.1236343163783884,2.8331402893063404,0.7669773140975598,0,0,100
MCHP,2005-12-15,2006-03-17,2006-03-20,2006-06-16,0.1058716791162392,0.09971183861224558,0.059844078380375795,-0.05123880040975579,1.7691254002326966,-1.9460221124392405,1,1,100
PBR-A,2005-12-15,2006-03-17,2006-03-20,2006-06-16,0.1893164626530639,0.2301975509503476,0.27285327965772954,-0.06571984810849699,0.693839791445955,-3.5027097227965918,0,1,100
GGB,2005-12-15,2006-03-17,2006-03-20,2006-06-16,0.3257603084744428,0.3202481199351421,0.42567602825304945,-0.1639256932589285,0.7652775511257819,-1.9536176030031778,0,1,100
PLUG,2005-12-15,2006-03-17,2006-03-20,2006-06-16,0.10024062030273806,0.03489816322317377,-0.1897832726620607,0.10966868155986725,-0.5281846966630849,0.31821448682341585,1,0,100
NKE,2005-12-15,2006-03-17,2006-03-20,2006-06-16,-0.0396606370484803,-0.005983835519681196,-0.04492637543097561,-0.023901018879293103,0.882791827028523,0.2503590139776574,1,1,100
HBAN,2005-12-15,2006-03-17,2006-03-20,2006-06-16,0.09170360573954271,-0.03337445393921831,0.0003187249271404055,0.011679967351605605,287.720218692356,-2.8574098655019307,1,0,100
BAC,2005-12-15,2006-03-17,2006-03-20,2006-06-16,0.022260391059814002,0.0008937400928174036,0.017176242898566996,0.02458660692674789,1.2959988509286378,0.03635068862816932,1,0,100
TU,2005-12-15,2006-03-17,2006-03-20,2006-06-16,0.0842085733377955,-0.016867283996247994,0.056695430066888985,-0.021886105108804697,1.4852797348648143,0.7706845924568986,1,1,100
MRVL,2005-12-15,2006-03-17,2006-03-20,2006-06-16,-0.1810481443204595,0.19497681263730968,-0.0582175873402868,-0.03002430878269221,3.109853097522189,-6.49396507504965,0,1,100
PBR,2005-12-15,2006-03-17,2006-03-20,2006-06-16,0.16978032582329394,0.353921709745808,0.26072589768100896,-0.06632103032077283,0.6511832055556505,-5.336492934956017,0,1,100
TSM,2005-12-15,2006-03-17,2006-03-20,2006-06-16,-0.2402088067313655,0.18366621184359735,-0.0017126986404008933,-0.03150599904693603,140.25164793447817,-5.829563175253728,0,1,100
CTRA,2005-12-15,2006-03-17,2006-03-20,2006-06-16,0.0315066644502205,0.1250316756044261,0.02980257290623631,-0.05431363270124613,1.0571793431844136,-2.302031173134134,1,1,100
DVN,2005-12-15,2006-03-17,2006-03-20,2006-06-16,-0.15548094715268496,-0.0937647664782351,-0.07497613522308112,-0.05723101836824729,2.0737391529994564,1.6383557230261927,0,0,100
CSCO,2005-12-15,2006-03-17,2006-03-20,2006-06-16,0.23624546626306223,-0.0288605226688391,0.2047117744476539,-0.07369985246725891,1.154039463047455,0.391595392699875,1,1,100
HAL,2005-12-15,2006-03-17,2006-03-20,2006-06-16,0.2593037998193785,0.07728859758891372,0.08530058177366728,0.1003585096076561,3.03988313359226,0.7701250037596968,1,0,100
WDC,2005-12-15,2006-03-17,2006-03-20,2006-06-16,0.3605723587450995,-0.21249256754070908,0.2956652694932294,-0.08001834631707781,1.2195289604461184,2.6555481001656007,1,0,100
HD,2005-12-15,2006-03-17,2006-03-20,2006-06-16,0.08368522039222479,-0.05958950171646839,0.015871423774434706,-0.13999558546030422,5.272697747950177,0.42565271983783376,1,1,100
IPG,2005-12-15,2006-03-17,2006-03-20,2006-06-16,0.05837130752067299,0.0001073645985792274,0.04520887505685012,-0.169996044716701,1.2911470910804819,-0.0006315711566004426,1,1,100
VLY,2005-12-15,2006-03-17,2006-03-20,2006-06-16,0.0318221697317102,0.018140800804048517,0.0596226063135415,0.08752834398384171,0.5337265795521378,0.20725630096917433,0,0,100
UNH,2005-12-15,2006-03-17,2006-03-20,2006-06-16,-0.16172071542706884,0.10642322506684099,-0.10573518490682249,-0.23028295747929411,1.5294881790728672,-0.46214112512607464,0,1,100
EXAS,2005-12-15,2006-03-17,2006-03-20,2006-06-16,1.2507604782501625,-0.6653793156783864,0.7780216282756582,0.04800586446169102,1.6076165916135814,-13.860375667422117,1,0,100
BAX,2005-12-15,2006-03-17,2006-03-20,2006-06-16,0.0510142976813862,0.007514518235242785,0.0034151899828407037,-0.009036208368639498,14.937469932186106,-0.8316008140452144,1,1,100
ITUB,2005-12-15,2006-03-17,2006-03-20,2006-06-16,0.10729417044914358,0.26689357959970345,0.30204528504903244,-0.20805125074300618,0.35522544386589583,-1.2828261240754657,0,1,100
SHEL,2005-12-15,2006-03-17,2006-03-20,2006-06-16,-0.0025864433979820994,-0.07225104164502257,0.010226169710423704,0.05004870412129771,-0.2529239657880599,-1.443614633256346,0,0,100
CNQ,2005-12-15,2006-03-17,2006-03-20,2006-06-16,0.06686506229811036,0.12035868585116911,0.09155768122211651,-0.10274175277413407,0.730305326714178,-1.1714680993983415,0,1,100
BBD,2005-12-15,2006-03-17,2006-03-20,2006-06-16,0.2516829059815471,0.35217227817389885,0.3252468349919719,-0.34677460003828864,0.7738212302289104,-1.0155653791685268,0,1,100
BB,2005-12-15,2006-03-17,2006-03-20,2006-06-16,0.3751779846707448,0.11758366392349609,0.32747227120758604,-0.29021620142516463,1.1456786349795032,-0.4051588551778916,1,1,100
CVX,2005-12-15,2006-03-17,2006-03-20,2006-06-16,-0.008152062695539088,-0.04873480490563041,-0.018093737490458506,0.04842341152531862,0.4505460908691734,-1.0064306369688343,1,0,100
IRM,2005-12-15,2006-03-17,2006-03-20,2006-06-16,-0.05812025535547231,0.1387080257503889,-0.04861782610110188,-0.1388027056029619,1.1954515455835049,-0.9993178817937178,0,1,100
TGT,2005-12-15,2006-03-17,2006-03-20,2006-06-16,-0.1100471670245444,0.0934463111240773,-0.008762237510916097,-0.0773435165396402,12.559254058959981,-1.2081983766045092,0,1,100
T,2005-12-15,2006-03-17,2006-03-20,2006-06-16,0.08988467336510342,0.0735519494243302,0.10402072546004042,0.05540125251053219,0.8641035040621077,1.327622501140158,0,1,100
PTEN,2006-03-20,2006-06-16,2006-06-19,2006-09-15,0.3451287706798935,0.15017333331235558,0.09138148961111121,-0.1286898356245092,3.776790815608775,-1.1669401284381997,1,1,100
FHN,2006-03-20,2006-06-16,2006-06-19,2006-09-15,-0.04491331485967719,-0.02720588718161709,-0.018577889728049995,0.013696767343706107,2.4175681693203517,-1.9862998690795934,0,0,100
OXY,2006-03-20,2006-06-16,2006-06-19,2006-09-15,0.13441024064840731,-0.07432548704009759,0.06241802237100349,-0.03971673945779838,2.1533883250817003,1.87138944572913,1,0,100
MRK,2006-03-20,2006-06-16,2006-06-19,2006-09-15,-0.16437823741192611,-0.005680130120897499,-0.0196663381567977,0.1920737405786394,8.358355078680905,-0.029572653210093145,0,0,100
CAG,2006-03-20,2006-06-16,2006-06-19,2006-09-15,0.1308399018437033,-0.023899836746861098,0.1236343163783884,0.06985483552222589,1.0582814357403967,-0.3421357529251762,1,0,100
NVO,2006-03-20,2006-06-16,2006-06-19,2006-09-15,-0.07710013542774939,-0.05813693834291599,-0.06966198381141259,0.236238713020949,1.1067749037476913,-0.24609403598368132,0,0,100
INFY,2006-03-20,2006-06-16,2006-06-19,2006-09-15,0.17614219749930127,-0.10602030430851381,-0.003843505020626921,0.29750894340034967,-45.82853321486501,-0.3563600579423429,1,0,100
MDLZ,2006-03-20,2006-06-16,2006-06-19,2006-09-15,0.09273700704553386,0.03884009756930022,0.016568113662568794,0.1081195110232575,5.597318375177993,0.3592330117081769,1,0,100
