Ticker,Train Start,Train End,Test Start,Test End,Return_Predicted_Train,Return_Predicted_Test,Train < Test,Trigger_Up,Trigger_Down
CTRA,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.2235773797002095,-0.059956121005811824,0,0.22777777777777777,-0.33666666666666667
VTRS,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.030052980394946714,0.15270557642988647,1,0.6633333333333333,-0.01
MU,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.09838519940959367,-0.04448960313218818,1,0.5544444444444444,-0.44555555555555554
C,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.0490825872613264,0.12171561894303534,1,0.11888888888888888,-0.99
DVN,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.11153282761607151,0.09555206983460031,1,0.99,-0.44555555555555554
WMT,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.1216742161608681,-0.008222922005611692,0,0.22777777777777777,-0.33666666666666667
APH,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.12345082751042401,-0.12489347674116441,0,0.33666666666666667,-0.6633333333333333
MS,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.0643686696572763,0.2223325467576587,1,0.44555555555555554,-0.7722222222222221
PPL,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.0146046896524222,0.0616862798571708,1,0.01,-0.99
SONY,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.01206835406387808,-0.11655202169393898,0,0.99,-0.01
