Ticker,Train Start,Train End,Test Start,Test End,Return_Predicted_Train,Return_Predicted_Test,Market_Return_Train,Market_Return_Test,Ratio_Train,Ratio_Test,Model_train_>_Market_train,Model_test_>_Market_test,Trigger_Up,Trigger_Down,Alpha
LEN,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.11986202325045682,0.057396089864647074,0.021011265721245304,-0.20676396455406296,5.704655056989722,-0.2775923260536998,1,1,0.0,-0.5555555555555556,0.12
KO,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.03796877395986611,0.0149128756112626,0.0024388261381882046,0.055581236030032316,15.568462780242701,0.2683077361432678,1,0,0.5555555555555556,-0.5555555555555556,0.12
BP,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0555449911925067,-0.007959163737085,0.0115009038685819,-0.032094813530831906,4.829619639221937,0.24798909423290538,1,1,1.1111111111111112,-1.1111111111111112,0.12
JHX,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.05628181985245889,-0.0011059573305844022,0.052651876607174436,-0.23791304741564376,1.0689423336677393,0.0046485778842227585,1,1,2.7777777777777777,-1.1111111111111112,0.12
ITUB,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.6053565848913239,0.4739920412777902,0.4448749883491988,0.03001931036902501,1.360734140477588,15.78957129431168,1,1,0.0,0.0,0.12
VZ,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.1559570983971468,-0.05178510893428141,0.0793253790562075,0.07571133344044027,1.966042901435623,-0.6839809389306177,1,0,0.0,-0.5555555555555556,0.12
NEM,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.127527800356648,-0.036296012750151395,0.10968288121182028,-0.07376924825225192,1.1626955724327255,0.49202091128864667,1,1,1.1111111111111112,-1.1111111111111112,0.12
BB,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.3723002425623617,0.24702286984534694,0.15561699172798957,0.015929944866614934,2.392413825947254,15.506825159391688,1,1,0.0,0.0,0.12
ES,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.046779215792658396,0.053658964259038586,0.03133553618972809,0.16954488742328513,1.4928487423806331,0.3164882472986273,1,0,0.0,-1.1111111111111112,0.12
KR,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.02155707211907961,0.00800218577137379,0.015436918822510512,0.11395188955915712,1.3964621027639619,0.07022424816588517,1,0,0.5555555555555556,-2.2222222222222223,0.01
IRM,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.14698238746751496,0.34803938006163376,0.1375509343314102,0.02058175144608907,1.0685669870724468,16.910095381011317,1,1,0.0,0.0,0.12
GOOGL,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.1646210416111042,0.048676813951905,0.16637970258973878,0.18339232088090757,0.9894298345816189,0.26542449388333467,0,0,1.1111111111111112,-0.5555555555555556,0.12
NFLX,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.1915042663809594,-0.0133104366673686,0.1465789834469236,-0.12059067332594474,1.306491980484387,0.11037699931728383,1,1,1.1111111111111112,-1.6666666666666667,0.12
ASX,2006-03-20,2006-09-15,2006-09-18,2007-03-20,0.22229875715428468,-0.0019686122160941753,0.17270506014382936,0.16344950335655864,1.2871583320671296,-0.012044161503505615,1,0,0.0,0.0,0.12
MDLZ,2006-03-20,2006-09-15,2006-09-18,2007-03-20,0.164526136762073,-0.18507756641449438,0.1321406920077886,-0.05614309891427198,1.2450830570220983,3.2965327884215943,1,0,0.0,-0.5555555555555556,0.12
