Ticker,Train Start,Train End,Test Start,Test End,Return_Predicted_Train,Return_Predicted_Test,Market_Return_Train,Market_Return_Test,Ratio_Train,Model_train_>_Market_train,Model_test_>_Market_test,Trigger_Up,Trigger_Down,Alpha
MSFT,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.1103727857691348,-0.06075295487756001,0.06507073647134928,-0.013692842671027654,1.6961969658624052,1,0,0.0,-0.5555555555555556,0.075
GSK,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.056780819828344806,0.0465884752967842,0.11740165725906503,0.0400501442537504,0.4836458117712009,0,1,1.6666666666666667,-1.1111111111111112,0.075
TXN,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.17081509698735292,-0.0006757895051963062,-0.055471579082156504,0.07968832782867512,-3.0793263832343087,1,0,0.0,0.0,0.075
GGB,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.5423288618848219,0.2187832356036567,0.5996219247275577,-0.07974477367484904,0.9044513542950129,0,1,0.0,-0.5555555555555556,0.15
KGC,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.05592632189144141,-0.2052988150999501,0.25130030988023144,0.2753368307345817,0.22254776334376838,0,0,0.5555555555555556,-1.6666666666666667,0.075
PLUG,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.11665132429904451,-0.12234974733979218,-0.26236630575943376,0.020261308515876056,-0.4446124435124808,1,0,2.2222222222222223,0.0,0.075
INTC,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.3276711580284348,-0.10970136226796777,-0.2134704035475592,0.02335235543718399,-1.5349723080250455,1,0,0.5555555555555556,0.0,0.22499999999999998
ABEV,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.16708037002971932,0.1285083666092951,0.25075191865477425,0.12363565918292152,0.6663174141440937,0,1,0.0,-0.5555555555555556,0.075
FCX,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.10114989254769091,0.12467120180826548,0.26419652692128864,0.09212850290526223,0.3828585247747266,0,1,0.5555555555555556,-1.6666666666666667,0.075
EQNR,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.034904224376845296,0.10991941673982332,0.10140440804129967,-0.023009690239194094,0.34420815673643707,0,1,1.6666666666666667,-0.5555555555555556,0.075
NKE,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.07996454470321064,0.03960192210353689,0.09790689401510212,-0.02095584216454312,0.8167406954088047,0,1,0.0,-1.1111111111111112,0.075
AAPL,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.1284734432309577,0.0156911087443755,0.27437159311101683,0.18768990697996685,0.4682461539630835,0,0,1.1111111111111112,-1.6666666666666667,0.075
AMAT,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.3910737406679517,-0.158688219078317,-0.0043592187070918935,0.01015074585045013,-89.71188805730819,1,0,0.5555555555555556,-0.5555555555555556,0.075
IAG,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.054768341646897804,0.027182826266142383,0.10551941453864654,0.14984731030441,0.5190356853888616,0,0,0.5555555555555556,-2.2222222222222223,0.075
HBAN,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.024830217728824096,-0.00034541435669909436,0.03255673176259549,0.04294248132333738,0.7626753787783943,0,0,0.0,-1.6666666666666667,0.075
F,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.22125963997731352,0.0430511793360842,-0.19267835667102945,0.07665113897474372,-1.1483367608074553,1,0,0.5555555555555556,0.0,0.075
BAC,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.043168054112248694,0.0989853240238268,0.0964030102643218,0.11882234146143134,0.44778740823433544,0,0,0.0,-1.1111111111111112,0.075
TU,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.22119775431991714,-0.1281753339409049,0.04262264327608359,0.3314325915511197,5.189677066415906,1,0,0.0,-0.5555555555555556,0.075
MRVL,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.09607501169273697,-0.08894247265215861,0.18349852361362426,-0.25570491564815445,0.5235737585280695,0,1,0.0,-1.6666666666666667,0.15
QCOM,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.11682612852806969,-0.09026837911102588,0.18361363730758312,-0.2792848511635897,0.6362606298810293,0,1,0.0,-1.1111111111111112,0.15
EXC,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0852036837681027,-0.0601587370438734,0.009171587055205222,0.08821485500626512,9.289960751094478,1,0,0.5555555555555556,-1.1111111111111112,0.075
PBR,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.24558523470898339,0.1967487968302421,0.30358026195138077,-0.05054339145573181,0.8089631161472367,0,1,0.0,-1.1111111111111112,0.075
TSM,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.057897621144078606,0.0618238397202935,0.17227613559283142,0.1011168609017666,0.3360745290973881,0,0,1.1111111111111112,-2.2222222222222223,0.075
CTRA,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.087238902777944,0.25103482262929216,0.08127250707956933,0.030112209211430367,1.0734122265052473,1,1,1.1111111111111112,-0.5555555555555556,0.075
VTRS,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.14615096069955177,-0.029561881243195278,0.3362087869963733,-0.09980028892518827,0.4347029772934766,0,1,0.0,-1.1111111111111112,0.075
MU,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.31905376855745826,0.1900775250082094,0.17109483683652035,0.22991565467746153,1.8647773039598583,1,0,0.0,-0.5555555555555556,0.075
C,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.08497430756502788,-0.027952205417955903,0.06686225621781769,0.06268179909974729,1.270886033043911,1,0,0.0,0.0,0.15
DVN,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0405773260135791,-0.016618722206188298,0.009679961896247844,0.14840528170413175,4.191889022756145,1,0,1.1111111111111112,-1.1111111111111112,0.075
WMT,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.061512354946299794,0.08994860606041269,0.07530804799501845,0.024245800183193108,0.8168098441532939,0,1,0.5555555555555556,-1.1111111111111112,0.075
APH,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.016156763094966796,0.21705932118931298,0.2426828663331461,0.21268984048516748,0.06657562331898366,0,1,0.0,-1.6666666666666667,0.075
MS,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.06648179257348868,0.08431376230900879,0.16394081842837338,0.18304241388819414,0.4055231223731809,0,0,0.5555555555555556,-1.6666666666666667,0.075
PPL,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.11804499132986142,-0.09909596516957679,-0.0060751987571903,0.08382993539694428,-19.430638576252225,1,0,0.5555555555555556,-0.5555555555555556,0.075
SONY,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0558280831746405,0.0257813683556055,0.2711735151148642,-0.09023638303173907,0.2058758693709182,0,1,1.1111111111111112,-1.6666666666666667,0.075
WFC,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0071774433476592,0.08267064013640592,0.1025612945966851,0.1178351460841749,0.0699819885843288,0,0,0.5555555555555556,-1.6666666666666667,0.075
PFE,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0748877461718886,0.046418956605791394,0.05606472343358952,0.0833564595447638,1.3357373689820402,1,0,0.5555555555555556,-1.1111111111111112,0.075
PCG,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.07178418368373009,0.004917946767063516,0.0730666749550787,0.06178387631040189,0.9824476579488929,0,0,0.0,-1.1111111111111112,0.075
RIG,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.21111392228829298,-0.0067368901408132766,0.3360198057170624,-0.07589944516752026,0.6282782106780233,0,1,0.0,-1.6666666666666667,0.075
CCL,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.04641722230834739,0.0959427754803979,0.05986988059730861,-0.10587111649616959,0.7753017351171071,0,1,0.0,-2.2222222222222223,0.075
B,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.008316585864125,0.045088925382484504,-0.057736763680109514,0.12565430384879014,-0.14404315957511987,1,0,1.6666666666666667,-2.2222222222222223,0.075
CSCO,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.1615778668810224,0.015316190777391119,0.17145810418621363,0.07082141814075105,0.9423752096636931,0,0,0.0,-1.6666666666666667,0.15
HAL,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.37872143067511976,0.11851956743604126,0.12255770421265845,-0.12977569266431352,3.0901478867291257,1,1,0.0,0.0,0.075
LOW,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.08168852603212019,0.14040212613638242,0.06257058785567442,-0.12927676283240536,1.3055419300285829,1,1,0.0,-0.5555555555555556,0.075
CSX,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.15446059523735078,0.020062689570683957,0.29600431334139937,0.08679413359974397,0.52181873126694,0,0,0.0,-1.6666666666666667,0.15
WDC,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.39656474205912345,0.09845511047988949,0.45149822939220846,-0.15619509299959572,0.8783306694091921,0,1,0.5555555555555556,-1.1111111111111112,0.22499999999999998
NOK,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.06705706142338139,-0.011379827306763304,0.22379273242347414,-0.037912148971024594,0.29963913795239766,0,1,0.5555555555555556,-3.3333333333333335,0.075
HD,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0444128452332417,0.0593473042001309,0.08717945895864111,-0.12127723325737619,0.5094416249395588,0,1,1.1111111111111112,-1.6666666666666667,0.075
MNST,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.6561755784809451,0.3786998746171596,1.0184920845936007,0.2754649138314095,0.6442618341435344,0,1,0.0,-1.6666666666666667,0.075
SBUX,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0802697924291631,0.01794490416945041,0.4637725040349861,-0.06455102956794426,0.1730801022716683,0,1,0.5555555555555556,-1.6666666666666667,0.075
RF,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0287997499709257,-0.047762216492177795,0.1276224583512355,0.04461990302290137,0.2256636515468509,0,0,0.5555555555555556,-1.1111111111111112,0.075
IPG,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.1704102086046924,-0.040771329443092766,-0.09665128082284478,-0.02461797205088763,-1.7631448559594642,1,0,0.5555555555555556,0.0,0.075
VLY,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.04858709888515441,0.11297248067299645,0.10412599835818911,0.11436749397407911,0.46661832444589685,0,0,0.0,-1.1111111111111112,0.075
UNH,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0206242673221516,-0.0226417676611712,0.06043578104162575,-0.05863704154626727,0.3412592170844359,0,1,1.6666666666666667,-1.6666666666666667,0.075
NGD,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.2400675469501318,-0.033779642638063725,0.4899506186660836,0.09086813802084476,0.48998314892167777,0,0,0.0,-1.6666666666666667,0.075
HL,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.16951670499021432,0.0648063276349349,0.2735379605013533,0.13411269831825237,0.619719123004047,0,0,1.1111111111111112,-1.6666666666666667,0.15
SLB,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.31119714685931604,0.10577655414049485,0.42581429270840787,-0.03211614583778269,0.7308283263108311,0,1,0.0,-1.1111111111111112,0.075
CMCSA,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0865857635814631,-0.092054427845689,-0.10729980062931778,0.2584204155025792,-0.8069517657407935,1,0,1.6666666666666667,0.0,0.075
EXAS,2005-09-16,2006-03-17,2006-03-20,2006-09-15,1.091602790399694,-0.4623846980699902,0.45926943266774445,0.30559527220997723,2.376824392729414,1,0,0.0,0.0,0.15
BAX,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0059904602933913914,0.04393230794181399,-0.03070056904605231,0.1773800309749635,-0.1951253829987782,1,0,0.5555555555555556,0.0,0.075
NEE,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.24616880723282067,-0.05752886178632349,-0.09895200086731659,0.11281555480471449,-2.48775977317432,1,0,0.0,0.0,0.075
BKR,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.1564403644281578,0.2634553082229566,0.1662172874953273,0.004250738027516924,0.9411798663394484,0,1,0.0,-0.5555555555555556,0.075
AMD,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.1745958386978492,-0.0677185779493836,0.4611704668899014,-0.18024789030785013,0.3785928441500391,0,1,0.0,-2.7777777777777777,0.075
LEN,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.07480310883288012,0.03367192108362438,0.021011265721245304,-0.20676396455406296,3.5601429169135583,1,1,0.5555555555555556,-0.5555555555555556,0.075
KO,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.03078307419704681,0.013642122065140101,0.0024388261381882046,0.055581236030032316,12.622086386164225,1,0,0.5555555555555556,-0.5555555555555556,0.075
CPRT,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.022499343974709103,0.040957755434003804,0.1498849403010684,0.07387961777488548,0.15011077116563876,0,0,1.6666666666666667,-1.1111111111111112,0.15
BP,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0649617605419653,-0.0046299912375719985,0.0115009038685819,-0.032094813530831906,5.648404793594305,1,1,1.1111111111111112,-1.1111111111111112,0.075
XOM,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.033066249802007786,-0.0007156282817802019,-0.020745535361511802,0.08205820917070779,-1.593897155498528,1,0,0.5555555555555556,-1.1111111111111112,0.075
JHX,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.013936401727911194,-0.018678026795281803,0.052651876607174436,-0.23791304741564376,0.2646895538384703,0,1,2.7777777777777777,-1.1111111111111112,0.075
ABT,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.021646679852526992,0.0021496265018965833,0.058913328603787576,0.13107595336245248,0.3674326398718424,0,0,0.0,-2.7777777777777777,0.075
ITUB,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.6229453820120749,0.3897756332062311,0.4448749883491988,0.03001931036902501,1.4002706340575437,1,1,0.0,0.0,0.075
^VIX,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0,0.14688402809180817,0.2512174875773692,0.3119624164870734,0.0,0,0,2.2222222222222223,-1.6666666666666667,0.075
APA,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.1637088504237726,0.16812520497231329,-0.0735970024230682,-0.0021200608408389263,-2.224395627999922,1,1,1.1111111111111112,-0.5555555555555556,0.075
SHEL,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.024532931430051995,-0.025925275860024903,-0.028271313699995915,0.08706041385319759,-0.8677676492286788,1,0,1.6666666666666667,-0.5555555555555556,0.075
CNQ,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.20490312893095355,0.08565757272401858,0.25699595071850906,-0.18465315616539996,0.7973010016620322,0,1,0.0,-2.2222222222222223,0.15
TEVA,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.05837312261182651,-0.16007749150727402,0.25896690388959703,-0.16100860123035865,0.22540765532228854,0,1,0.0,-0.5555555555555556,0.075
BCS,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.10492105660904041,0.04605469147020971,0.17871873320589518,0.10239468598911458,0.5870736364730427,0,0,0.0,-1.1111111111111112,0.075
LYG,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.13340147983687548,0.021222883496313225,0.1794479929368594,0.035105156093341215,0.7433991188957692,0,0,0.0,-1.6666666666666667,0.15
TSCO,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.1731842851524979,0.10816497482629311,0.2739701511258855,-0.29716375690422103,0.6321282973374793,0,1,0.0,-1.1111111111111112,0.15
VZ,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.15875737256232017,-0.057495777421622304,0.0793253790562075,0.07571133344044027,2.0013440143769072,1,0,0.0,-0.5555555555555556,0.075
BMY,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.11453591446438129,-0.16114481441786702,-0.056832205104076904,0.12313338198052833,-2.0153346901573057,1,0,1.1111111111111112,0.0,0.15
NEM,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.127527800356648,-0.021004850514231795,0.10968288121182028,-0.07376924825225192,1.1626955724327255,1,1,1.1111111111111112,-1.1111111111111112,0.15
USB,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.026804056365928704,-0.003593630514049302,0.06625935055229538,0.09162542139483142,0.40453243417732454,0,0,0.5555555555555556,-1.6666666666666667,0.075
CLF,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.09093697348227699,0.15469131647072049,0.1451295953816752,-0.17962341174958088,0.6265915180368453,0,1,0.5555555555555556,-1.6666666666666667,0.075
BBD,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.5057403118335567,0.17623159176884393,0.6629933052653382,-0.12065342355999883,0.7628136028178342,0,1,0.0,-1.1111111111111112,0.075
DIS,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.08503076052461361,0.005612478896760888,0.1919918393517709,0.06552836124171899,0.4428873686074684,0,0,0.5555555555555556,-0.5555555555555556,0.075
LUV,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0,0.0302865405151367,0.20145017101920812,-0.04983758887634222,0.0,0,1,2.2222222222222223,-1.6666666666666667,0.075
WIT,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.12610189592498783,-0.2906521400638177,0.30319920107068105,-0.07562833304323328,0.4159044465806203,0,0,0.0,-1.6666666666666667,0.075
BSX,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.12321510938885812,0.1999029268639052,-0.04389825144585752,-0.34644057694493513,-2.8068341068397014,1,1,0.0,0.0,0.075
BB,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.3723002425623617,0.2734559347393289,0.15561699172798957,0.015929944866614934,2.392413825947254,1,1,0.0,0.0,0.15
LNW,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.1262373211998893,0.23581115034711514,0.14773983208359995,-0.10967382925199709,0.854456915373078,0,1,0.5555555555555556,-0.5555555555555556,0.15
CVX,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0,0.0,-0.07323181333662332,0.11266920675318963,-0.0,1,0,2.2222222222222223,-2.2222222222222223,0.075
BBWI,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.049437735282283415,0.030142059877721224,0.2015328732144951,0.1326699355690687,0.24530854194524354,0,0,0.0,-1.6666666666666667,0.075
FAST,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.1885108598782504,-0.13569825431796534,0.4257260865761085,-0.1150776056018755,0.44279847024255503,0,0,0.0,-1.6666666666666667,0.075
CCJ,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.24604549742448492,0.3394177129112567,0.3420170357117863,0.15842510070354,0.719395444476703,0,1,0.0,-1.6666666666666667,0.15
GOOG,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.10647669756517851,0.06740733396028181,0.16637987726148168,0.18339200546828952,0.6399613902698121,0,0,0.5555555555555556,-2.2222222222222223,0.075
ES,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0657287949190989,0.034877238440817186,0.03133553618972809,0.16954488742328513,2.0975800293037605,1,0,0.0,-0.5555555555555556,0.075
KR,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0153064232105597,-0.023208713233808805,0.015436918822510512,0.11395188955915712,0.9915465247015149,0,0,1.1111111111111112,-2.2222222222222223,0.075
HPQ,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.009356656974449899,0.0,0.2100683312244143,0.08533520615146763,0.044541016344125946,0,0,1.6666666666666667,-1.1111111111111112,0.15
IRM,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.1333846686750696,0.1855661014368243,0.1375509343314102,0.02058175144608907,0.9697111060961422,0,1,0.0,-2.2222222222222223,0.075
ON,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.1911658297505636,-0.15638949623533097,0.30784545548241876,0.01025291809338935,0.620979866183151,0,0,0.5555555555555556,-1.1111111111111112,0.075
AZN,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.066599488002833,0.014740697614840299,0.09187899720639622,0.22091622903313296,0.7248608498983119,0,0,1.1111111111111112,-1.1111111111111112,0.15
TGT,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0103742849291766,0.027896976436265403,0.026898871733367965,0.018335962581403433,0.38567732624663703,0,1,1.1111111111111112,-2.2222222222222223,0.075
HST,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.11063774817263539,0.121766923436983,0.253034723856976,0.09689741230956672,0.43724334149162736,0,1,0.0,-1.1111111111111112,0.075
T,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.17544904741175088,0.2465126067439237,0.1495776480669093,0.21133655325828163,1.1729630040263017,1,1,0.0,-0.5555555555555556,0.075
GOOGL,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.1064750303839496,0.06740720880731332,0.16637970258973878,0.18339232088090757,0.639952041785392,0,0,0.5555555555555556,-2.2222222222222223,0.075
LUMN,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.017886920475523305,0.041995399213026904,0.09990427006416537,0.04938219589436601,0.17904060020692908,0,0,0.5555555555555556,-1.6666666666666667,0.075
VALE,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.2229366033131513,0.12781781675074483,0.16927892746587517,-0.020416115174613073,1.3169778817159208,1,1,0.5555555555555556,-1.6666666666666667,0.075
TJX,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0,0.0086041329232411,0.20611518310608193,0.10776831055221803,0.0,0,0,2.2222222222222223,-1.6666666666666667,0.075
