Train Start,Train End,Test Start,Test End,Return_Predicted_Train,Market_Return_Train,Return_Predicted_Test,Market_Return_Test
2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.1381664434712805,0.14758263200149724,0.033311928418704416,0.03308415889925072
2006-03-20,2006-09-15,2006-09-18,2007-03-20,0.17277432303214574,0.03308415889925072,-0.037486008484532596,0.09781630786684944
2006-09-18,2007-03-20,2007-03-21,2007-09-18,0.10852556737847394,0.09781630786684944,-0.024318852137080314,0.1079316508718339
2007-03-21,2007-09-18,2007-09-19,2008-03-19,0.11420389601436798,0.1079316508718339,-0.07511355367678858,-0.08829022931861943
2007-09-19,2008-03-19,2008-03-20,2008-09-17,0.11089450788951374,-0.08829022931861943,-0.0204964198064742,-0.08968573627689932
2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.19002892648034636,-0.08968573627689932,-0.1681078324628745,-0.14971126480855462
2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.2478770183311421,-0.14971126480855462,-0.04987195701902016,0.48576385769163216
2009-03-20,2009-09-17,2009-09-18,2010-03-19,0.2953572043777094,0.48576385769163216,0.03682582715167097,0.11931944105816508
2009-09-18,2010-03-19,2010-03-22,2010-09-17,0.13604587113402647,0.11931944105816508,-0.014537842957521615,-0.00412874134629755
2010-03-22,2010-09-17,2010-09-20,2011-03-18,0.12620067810053986,-0.00412874134629755,-0.014354685419284821,0.159190838776728
2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.11933232471985715,0.159190838776728,-0.06386846263661108,-0.06352711448629304
2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.14036973573444864,-0.06352711448629304,-0.05019068954612843,0.1624175639758113
2011-09-19,2012-03-19,2012-03-20,2012-09-17,0.15941547919870797,0.1624175639758113,0.01818002946481902,0.008939486459362196
2012-03-20,2012-09-17,2012-09-18,2013-03-21,0.15210507922017744,0.008939486459362196,0.015054426591124962,0.070377382222721
2012-09-18,2013-03-21,2013-03-22,2013-09-19,0.13342356749991466,0.070377382222721,0.02875025272094108,0.12892206886752972
2013-03-22,2013-09-19,2013-09-20,2014-03-21,0.15204436418151582,0.12892206886752972,0.006620453236946915,0.12178283579535741
2013-09-20,2014-03-21,2014-03-24,2014-09-19,0.11733371090081297,0.12178283579535741,0.005212224983700453,0.07789044449553052
2014-03-24,2014-09-19,2014-09-22,2015-03-23,0.09342318059554579,0.07789044449553052,-0.021150898355483602,0.033286441855551754
2014-09-22,2015-03-23,2015-03-24,2015-09-21,0.13385380996328802,0.033286441855551754,0.03006344843031312,-0.0909512691297451
2015-03-24,2015-09-21,2015-09-22,2016-03-22,0.17064635805876535,-0.0909512691297451,-0.007169857143913342,0.12595775920726318
2015-09-22,2016-03-22,2016-03-23,2016-09-20,0.19025277582142597,0.12595775920726318,-0.026883907766146384,0.14596932625227144
2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.11979204211679104,0.14596932625227144,0.017339747785483497,0.10772717987481067
2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.12249042780348783,0.10772717987481067,-0.0044471681310459055,0.09575652741127053
2017-03-23,2017-09-20,2017-09-21,2018-03-22,0.10843247864403864,0.09575652741127053,0.07297074902479823,0.09340799183596425
2017-09-21,2018-03-22,2018-03-23,2018-09-20,0.18286173907756584,0.09340799183596425,-0.04445750641680149,0.08430821418550498
2018-03-23,2018-09-20,2018-09-21,2019-03-25,0.10686291823376906,0.08430821418550498,-0.033132969665746116,-0.016293583899546
2018-09-21,2019-03-25,2019-03-26,2019-09-23,0.1371876181790221,-0.016293583899546,-0.004295789697189362,0.0433508600068281
2019-03-26,2019-09-23,2019-09-24,2020-03-24,0.14422827512014236,0.0433508600068281,-0.24664707211928505,-0.2131834191372334
2019-09-24,2020-03-24,2020-03-25,2020-09-22,0.11774670879555753,-0.2131834191372334,-0.08507093713552992,0.3661191883188951
2020-03-25,2020-09-22,2020-09-23,2021-03-24,0.2009120855465752,0.3661191883188951,-0.008021766686320219,0.3722053234483033
2020-09-23,2021-03-24,2021-03-25,2021-09-22,0.1858974895990547,0.3722053234483033,0.007470244489028828,0.10012401548202415
2021-03-25,2021-09-22,2021-09-23,2022-03-23,0.13228805191107249,0.10012401548202415,0.04871424646780919,0.10503458178004889
2021-09-23,2022-03-23,2022-03-24,2022-09-22,0.20222057847525698,0.10503458178004889,-0.015844315453831276,-0.16565708858858533
2022-03-24,2022-09-22,2022-09-23,2023-03-24,0.17945184832572006,-0.16565708858858533,-0.056220811855921794,0.1256398660096686
2022-09-23,2023-03-24,2023-03-27,2023-09-25,0.16874394836539425,0.1256398660096686,0.026237434808613347,0.07066487641922935
2023-03-27,2023-09-25,2023-09-26,2024-03-26,0.16545334221044475,0.07066487641922935,0.012129373029234508,0.19194619452186804
2023-09-26,2024-03-26,2024-03-27,2024-09-25,0.19071742879939765,0.19194619452186804,0.012769678349981686,0.07714262024270375
2024-03-27,2024-09-25,2024-09-26,2025-03-28,0.17480378697658722,0.07714262024270375,0.005868453064765755,-0.012403521193592337
2024-09-26,2025-03-28,2025-03-31,2025-09-29,0.14910835177626572,-0.012403521193592337,-0.09061830954658731,0.1917334897945112
