Ticker,Train Start,Train End,Test Start,Test End,Return_Predicted_Train,Return_Predicted_Test,Market_Return_Train,Market_Return_Test,Ratio_Train,Model_train_>_Market_train,Model_test_>_Market_test,Trigger_Up,Trigger_Down,C
KGC,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0,0.0,0.25130030988023144,0.2753368307345817,0.0,0,0,1.1111111111111112,-1.1111111111111112,2.0
PLUG,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0785596002701084,-0.17512233288844375,-0.26236630575943376,0.020261308515876056,-0.2994271693642722,1,0,1.1111111111111112,0.0,1.5025
INTC,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.36627181379947094,-0.07373079763679102,-0.2134704035475592,0.02335235543718399,-1.7157966992734384,1,0,0.0,0.0,1.005
ABEV,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.17011384794426732,0.1946636766932713,0.25075191865477425,0.12363565918292152,0.6784149403796731,0,1,0.0,-1.1111111111111112,1.5025
FCX,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0,0.0,0.26419652692128864,0.09212850290526223,0.0,0,0,1.1111111111111112,-1.1111111111111112,2.0
EQNR,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.006996180376188504,0.23431579677100814,0.10140440804129967,-0.023009690239194094,0.06899286245366297,0,1,0.0,-1.1111111111111112,1.005
NKE,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0,0.0,0.09790689401510212,-0.02095584216454312,0.0,0,1,1.1111111111111112,-1.1111111111111112,1.005
AAPL,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.14340360709405248,0.06275746628856858,0.27437159311101683,0.18768990697996685,0.5226620054504993,0,0,0.0,-1.1111111111111112,0.5075
AMAT,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.3398317905622196,-0.4201154549945611,-0.0043592187070918935,0.01015074585045013,-77.95704079021239,1,0,0.0,0.0,2.0
IAG,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0,0.0,0.10551941453864654,0.14984731030441,0.0,0,0,1.1111111111111112,-1.1111111111111112,2.0
HBAN,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0390824254607227,-0.0326800009754241,0.03255673176259549,0.04294248132333738,1.2004406875270137,1,0,1.1111111111111112,0.0,1.5025
F,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.24773069722140836,0.20614477479496385,-0.19267835667102945,0.07665113897474372,-1.285721455702328,1,1,0.0,0.0,1.005
BAC,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0493840370075917,-0.02827502511390992,0.0964030102643218,0.11882234146143134,0.512266545123316,0,0,0.0,0.0,2.0
TU,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.13016015080578147,0.1978394456321903,0.04262264327608359,0.3314325915511197,3.053779418669159,1,0,0.0,0.0,1.005
MRVL,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.056404852773280174,-0.09917329365978916,0.18349852361362426,-0.25570491564815445,0.30738586699502074,0,1,0.0,-1.1111111111111112,1.5025
QCOM,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.1453459840723152,-0.28872423761861077,0.18361363730758312,-0.2792848511635897,0.7915859965719033,0,0,0.0,0.0,0.5075
EXC,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.022965503162857212,0.0016348752673559005,0.009171587055205222,0.08821485500626512,2.5039835553677072,1,0,0.0,-1.1111111111111112,2.0
PBR,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.27012019292819656,-0.057328476517486564,0.30358026195138077,-0.05054339145573181,0.8897818033092582,0,0,0.0,-1.1111111111111112,2.0
TSM,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.010178697633906504,0.1421361270447153,0.17227613559283142,0.1011168609017666,0.059083619439685466,0,1,0.0,-1.1111111111111112,2.0
CTRA,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0,0.0,0.08127250707956933,0.030112209211430367,0.0,0,0,1.1111111111111112,-1.1111111111111112,1.005
VTRS,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0883794713117392,0.03479815042698431,0.3362087869963733,-0.09980028892518827,0.2628707955592266,0,1,0.0,-1.1111111111111112,2.0
MU,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.3627998777195346,0.11650811876739411,0.17109483683652035,0.22991565467746153,2.1204607013722265,1,0,0.0,0.0,1.005
C,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.041620437325024906,-0.022085647941547,0.06686225621781769,0.06268179909974729,0.6224803002375164,0,0,1.1111111111111112,0.0,1.5025
DVN,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0,0.0,0.009679961896247844,0.14840528170413175,0.0,0,0,1.1111111111111112,-1.1111111111111112,1.005
WMT,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.050162230350222395,0.08908009364584181,0.07530804799501845,0.024245800183193108,0.6660938861878425,0,1,0.0,0.0,2.0
APH,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0,0.0,0.2426828663331461,0.21268984048516748,0.0,0,0,1.1111111111111112,-1.1111111111111112,2.0
MS,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0726956507941726,0.1799784588625648,0.16394081842837338,0.18304241388819414,0.443426179587689,0,0,0.0,-1.1111111111111112,2.0
PPL,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.009900564315920714,-0.03965236682979559,-0.0060751987571903,0.08382993539694428,-1.629669202872236,1,0,1.1111111111111112,0.0,2.0
SONY,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0,0.0,0.2711735151148642,-0.09023638303173907,0.0,0,1,1.1111111111111112,-1.1111111111111112,2.0
WFC,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0,0.0,0.1025612945966851,0.1178351460841749,0.0,0,0,1.1111111111111112,-1.1111111111111112,1.005
PFE,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0215547680307481,0.0925842833142344,0.05606472343358952,0.0833564595447638,0.38446221992480567,0,1,0.0,-1.1111111111111112,2.0
PCG,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0,0.0,0.0730666749550787,0.06178387631040189,0.0,0,0,1.1111111111111112,-1.1111111111111112,1.5025
RIG,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0005693387841770655,0.009014791509277389,0.3360198057170624,-0.07589944516752026,0.001694360792103022,0,1,0.0,-1.1111111111111112,1.5025
CCL,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.022859632570682388,-0.008680784199234987,0.05986988059730861,-0.10587111649616959,0.3818219168406028,0,1,0.0,-1.1111111111111112,2.0
B,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0,0.0,-0.057736763680109514,0.12565430384879014,-0.0,1,0,1.1111111111111112,-1.1111111111111112,1.005
CSCO,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.22296094510084455,0.07082141814075105,0.17145810418621363,0.07082141814075105,1.300381490621731,1,0,0.0,0.0,1.005
HAL,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.41694458444789695,-0.014236189212560913,0.12255770421265845,-0.12977569266431352,3.4020267197925578,1,1,0.0,0.0,1.5025
LOW,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.225534693583098,0.23171550024635362,0.06257058785567442,-0.12927676283240536,3.6044841723929024,1,1,0.0,0.0,0.5075
CSX,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0779840095526691,0.05480708396759118,0.29600431334139937,0.08679413359974397,0.26345565263005305,0,0,0.0,-1.1111111111111112,2.0
WDC,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.3684057599759926,-0.13289080603662037,0.45149822939220846,-0.15619509299959572,0.8159628011651959,0,1,0.0,-1.1111111111111112,1.005
NOK,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.05497376593934069,0.035767783997810484,0.22379273242347414,-0.037912148971024594,0.24564589450257932,0,1,0.0,-1.1111111111111112,2.0
HD,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.05887788513786189,-0.09589707897588282,0.08717945895864111,-0.12127723325737619,0.6753641952033014,0,1,0.0,0.0,2.0
MNST,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.4994283274148962,0.37904700574536654,1.0184920845936007,0.2754649138314095,0.49036053884913433,0,1,0.0,-1.1111111111111112,1.005
SBUX,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.05847397258982239,0.012364983030611015,0.4637725040349861,-0.06455102956794426,0.1260833104185306,0,1,0.0,-1.1111111111111112,2.0
RF,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.009321612916425,-0.010329147338876493,0.1276224583512355,0.04461990302290137,0.07304053719738395,0,0,0.0,-1.1111111111111112,2.0
IPG,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0018902882352869951,0.031748485763394105,-0.09665128082284478,-0.02461797205088763,-0.019557818781023344,1,1,0.0,-1.1111111111111112,2.0
VLY,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.04186793933099588,-0.08385032014954308,0.10412599835818911,0.11436749397407911,0.40208919953854283,0,0,0.0,-1.1111111111111112,1.5025
UNH,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0,0.0,0.06043578104162575,-0.05863704154626727,0.0,0,1,1.1111111111111112,-1.1111111111111112,1.005
NGD,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.2570869803958736,0.06204714864382371,0.4899506186660836,0.09086813802084476,0.5247201873033785,0,0,0.0,-1.1111111111111112,1.5025
HL,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.176579782838073,-0.045534903088408164,0.2735379605013533,0.13411269831825237,0.6455403210378158,0,0,0.0,-1.1111111111111112,0.5075
SLB,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.22285463113189516,-0.030557643467351504,0.42581429270840787,-0.03211614583778269,0.5233610870936715,0,1,0.0,-1.1111111111111112,1.5025
CMCSA,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.07863105667071209,0.18265998428358107,-0.10729980062931778,0.2584204155025792,-0.7328164284512896,1,0,0.0,0.0,1.5025
EXAS,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.7850639128304853,-0.5469849965903057,0.45926943266774445,0.30559527220997723,1.7093754928785665,1,0,0.0,0.0,1.5025
BAX,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.03207007989945279,-0.07312769662593652,-0.03070056904605231,0.1773800309749635,-1.0446086471995406,1,0,0.0,0.0,1.5025
NEE,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.15814380003441553,-0.0322361172931279,-0.09895200086731659,0.11281555480471449,-1.598186986097112,1,0,0.0,0.0,2.0
BKR,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.15131334725756854,0.029337461863963493,0.1662172874953273,0.004250738027516924,0.9103345959837196,0,1,0.0,-1.1111111111111112,1.005
AMD,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.18597316082172485,-0.17265643655088395,0.4611704668899014,-0.18024789030785013,0.40326337910559135,0,1,0.0,-1.1111111111111112,1.005
LEN,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.25135266510971216,-0.08780025722962646,0.021011265721245304,-0.20676396455406296,11.962756953549912,1,1,0.0,0.0,1.5025
KO,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.017611348228623702,0.013866032223405798,0.0024388261381882046,0.055581236030032316,7.221239740241225,1,0,0.0,0.0,2.0
CPRT,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0,0.0,0.1498849403010684,0.07387961777488548,0.0,0,0,1.1111111111111112,-1.1111111111111112,2.0
BP,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0,0.0,0.0115009038685819,-0.032094813530831906,0.0,0,1,1.1111111111111112,-1.1111111111111112,2.0
XOM,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0,0.0,-0.020745535361511802,0.08205820917070779,-0.0,1,0,1.1111111111111112,-1.1111111111111112,1.5025
JHX,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0,0.0,0.052651876607174436,-0.23791304741564376,0.0,0,1,1.1111111111111112,-1.1111111111111112,2.0
ABT,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0,0.0,0.058913328603787576,0.13107595336245248,0.0,0,0,1.1111111111111112,-1.1111111111111112,2.0
ITUB,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.29492309971471986,0.013443670254996608,0.4448749883491988,0.03001931036902501,0.6629347736744954,0,0,0.0,-1.1111111111111112,2.0
^VIX,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.031747736120573494,0.07716759086961483,0.2512174875773692,0.3119624164870734,0.12637550206689302,0,0,0.0,-1.1111111111111112,1.5025
APA,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0,0.0,-0.0735970024230682,-0.0021200608408389263,-0.0,1,1,1.1111111111111112,-1.1111111111111112,1.005
SHEL,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0,0.0,-0.028271313699995915,0.08706041385319759,-0.0,1,0,1.1111111111111112,-1.1111111111111112,1.005
CNQ,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.25154207713051285,-0.08844354304026075,0.25699595071850906,-0.18465315616539996,0.9787783676250608,0,1,0.0,-1.1111111111111112,2.0
TEVA,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.18082025097188142,-0.0905220872847145,0.25896690388959703,-0.16100860123035865,0.698236910802196,0,1,0.0,0.0,1.005
BCS,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.02191936772201429,0.07691523704200318,0.17871873320589518,0.10239468598911458,0.12264728676630561,0,0,0.0,-1.1111111111111112,1.5025
LYG,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.09465992346090851,-0.025875690071452385,0.1794479929368594,0.035105156093341215,0.5275061699587555,0,0,0.0,-1.1111111111111112,2.0
TSCO,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.1189478410953235,-0.0052036624117103025,0.2739701511258855,-0.29716375690422103,0.43416350506252266,0,1,0.0,-1.1111111111111112,1.5025
VZ,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.16378577952701928,-0.13546609899691342,0.0793253790562075,0.07571133344044027,2.064733651142918,1,0,0.0,0.0,2.0
BMY,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.08911176543079159,-0.1275219321147483,-0.056832205104076904,0.12313338198052833,-1.5679800786825195,1,0,0.0,0.0,1.005
NEM,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0,0.0,0.10968288121182028,-0.07376924825225192,0.0,0,1,1.1111111111111112,-1.1111111111111112,0.5075
USB,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.005897834136049406,-0.024578953476181997,0.06625935055229538,0.09162542139483142,0.08901134838915337,0,0,0.0,0.0,1.005
CLF,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0,0.0,0.1451295953816752,-0.17962341174958088,0.0,0,1,1.1111111111111112,-1.1111111111111112,1.5025
BBD,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.5798408879785458,-0.015207833105665099,0.6629933052653382,-0.12065342355999883,0.8745803062769786,0,1,0.0,-1.1111111111111112,1.5025
DIS,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0643137689210567,-0.03216598128011521,0.1919918393517709,0.06552836124171899,0.33498178432063386,0,0,0.0,-1.1111111111111112,1.5025
LUV,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0,0.0,0.20145017101920812,-0.04983758887634222,0.0,0,1,1.1111111111111112,-1.1111111111111112,2.0
WIT,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.2030127817126256,-0.0011616267664700738,0.30319920107068105,-0.07562833304323328,0.6695689863156986,0,1,0.0,-1.1111111111111112,2.0
BSX,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.11402903243620817,0.18206222609626882,-0.04389825144585752,-0.34644057694493513,-2.5975757275172424,1,1,0.0,0.0,0.5075
BB,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.5697416946712142,0.10250107877372792,0.15561699172798957,0.015929944866614934,3.661179208933001,1,1,0.0,0.0,2.0
LNW,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.09350333267050918,0.2721473764895333,0.14773983208359995,-0.10967382925199709,0.6328918298593941,0,1,0.0,0.0,1.005
CVX,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0,0.0,-0.07323181333662332,0.11266920675318963,-0.0,1,0,1.1111111111111112,-1.1111111111111112,1.5025
BBWI,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.08377177751244472,0.09997458695953826,0.2015328732144951,0.1326699355690687,0.4156730173904924,0,0,0.0,-1.1111111111111112,2.0
FAST,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.12183170955012688,0.048242553700266755,0.4257260865761085,-0.1150776056018755,0.2861739352877231,0,1,0.0,-1.1111111111111112,1.5025
CCJ,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.05316668590705095,0.30786706393798935,0.3420170357117863,0.15842510070354,0.1554504026280547,0,1,0.0,-1.1111111111111112,1.005
GOOG,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0,0.0,0.16637987726148168,0.18339200546828952,0.0,0,0,1.1111111111111112,-1.1111111111111112,2.0
ES,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0,0.0,0.03133553618972809,0.16954488742328513,0.0,0,0,1.1111111111111112,-1.1111111111111112,1.5025
KR,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.00029497475444351324,-0.009146387251436,0.015436918822510512,0.11395188955915712,0.019108395777360277,0,0,0.0,-1.1111111111111112,2.0
HPQ,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0,0.0,0.2100683312244143,0.08533520615146763,0.0,0,0,1.1111111111111112,-1.1111111111111112,1.005
IRM,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.1985610292001017,0.30326633537598013,0.1375509343314102,0.02058175144608907,1.4435454776460916,1,1,0.0,-1.1111111111111112,2.0
ON,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.11485384758858762,-0.09309354107423191,0.30784545548241876,0.01025291809338935,0.3730893068036438,0,0,0.0,-1.1111111111111112,1.005
AZN,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.020781641389706007,0.06636657404172418,0.09187899720639622,0.22091622903313296,0.22618489558633623,0,0,0.0,-1.1111111111111112,2.0
TGT,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0,0.0,0.026898871733367965,0.018335962581403433,0.0,0,0,1.1111111111111112,-1.1111111111111112,1.5025
HST,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0,0.0,0.253034723856976,0.09689741230956672,0.0,0,0,1.1111111111111112,-1.1111111111111112,1.005
T,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.13782577589939518,0.1706139626477747,0.1495776480669093,0.21133655325828163,0.9214329659585418,0,0,0.0,0.0,1.5025
GOOGL,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0,0.0,0.16637970258973878,0.18339232088090757,0.0,0,0,1.1111111111111112,-1.1111111111111112,2.0
LUMN,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.027878258602692396,0.09803702256792568,0.09990427006416537,0.04938219589436601,0.27904972014496543,0,1,0.0,-1.1111111111111112,1.5025
VALE,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0817763767090568,0.1045995363166993,0.16927892746587517,-0.020416115174613073,0.48308657157307455,0,1,0.0,-1.1111111111111112,2.0
TJX,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.039119036770383205,0.0016758110108503008,0.20611518310608193,0.10776831055221803,0.1897921161404674,0,0,0.0,-1.1111111111111112,2.0
CRM,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.3153723843092268,0.15982452681405504,0.5599453375079163,-0.03394181153785851,0.5632199487771754,0,1,0.0,-1.1111111111111112,2.0
NFLX,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0,0.0,0.1465789834469236,-0.12059067332594474,0.0,0,1,1.1111111111111112,-1.1111111111111112,2.0
LRCX,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.1441332884531621,-0.1510147318550327,0.37875086880422393,0.01799613249257755,0.38054906357895246,0,0,0.0,-1.1111111111111112,1.5025
CDE,2006-03-20,2006-09-15,2006-09-18,2007-03-20,0.3731165671270027,-0.10809516554797985,-0.13996333641108816,-0.12033889697668945,-2.665816468043582,1,1,0.0,0.0,2.0
ORCL,2006-03-20,2006-09-15,2006-09-18,2007-03-20,0.0,0.0,0.18574941456405133,0.0975546144672261,0.0,0,0,1.1111111111111112,-1.1111111111111112,1.005
AMZN,2006-03-20,2006-09-15,2006-09-18,2007-03-20,0.37708928703117733,-0.12957347349136222,-0.05366853373060246,0.21072485685393794,-7.0262640101933025,1,0,0.0,0.0,1.005
ASX,2006-03-20,2006-09-15,2006-09-18,2007-03-20,0.12660172569806652,0.10028725866921447,0.17270506014382936,0.16344950335655864,0.7330516291336928,0,0,0.0,-1.1111111111111112,0.5075
