Ticker,Train Start,Train End,Test Start,Test End,Return_Predicted_Train,Return_Predicted_Test,Market_Return_Train,Market_Return_Test,Ratio_Train,Ratio_Test,Model_train_>_Market_train,Model_test_>_Market_test,Trigger_Up,Trigger_Down,C
UNH,2010-03-22,2010-09-17,2010-09-20,2011-03-18,0.08818327420073921,0.16840242238219463,0.04786347435984366,0.2184859275222664,1.8423918317706356,0.7707701099652395,1,0,0.0,0.0,2.0
HL,2010-03-22,2010-09-17,2010-09-20,2011-03-18,0.12807260166731851,0.36488250538645217,0.17052990206284466,0.36488250538645217,0.7510272399037704,1.0,0,0,0.0,-1.1111111111111112,0.5075
EXAS,2010-03-22,2010-09-17,2010-09-20,2011-03-18,0.8487281552772381,-0.16471405626572244,0.3615026163835016,-0.027544806186659776,2.34777873468241,5.979858966860152,1,0,0.0,0.0,2.0
CPRT,2010-03-22,2010-09-17,2010-09-20,2011-03-18,0.0238464395020785,0.18086774945511408,0.0030511177464922147,0.13606181980479343,7.815640523704498,1.3293056767475497,1,1,0.0,-1.1111111111111112,1.5025
^VIX,2010-03-22,2010-09-17,2010-09-20,2011-03-18,0.6146577786939802,-0.2837441924377748,0.7470737764507326,0.3835847952947773,0.8227537869340742,-0.7397169958723808,0,0,0.0,-1.1111111111111112,1.5025
SHEL,2010-03-22,2010-09-17,2010-09-20,2011-03-18,0.01572729606427979,0.12822534143360778,0.04700889887396241,0.19678770942884688,0.3345599756856021,0.6515922249705874,0,0,0.0,-1.1111111111111112,2.0
LYG,2010-03-22,2010-09-17,2010-09-20,2011-03-18,0.28608778721978223,-0.3691769712783396,0.29231600180467,-0.20357789910106153,0.978693555787447,1.813443271143447,0,0,0.0,-1.1111111111111112,2.0
BMY,2010-03-22,2010-09-17,2010-09-20,2011-03-18,0.0642954724476172,-0.0922929703719523,0.0658226826354348,-0.04875247932232341,0.976798116900276,1.8930928571194123,0,0,0.0,-1.1111111111111112,1.005
DIS,2010-03-22,2010-09-17,2010-09-20,2011-03-18,0.158329459858814,-0.06311615429785851,0.03608132580387921,0.187727124389725,4.388127551615399,-0.3362122256069304,1,0,0.0,0.0,2.0
CVX,2010-03-22,2010-09-17,2010-09-20,2011-03-18,0.2148820487313689,0.20700919882400692,0.08451925887665392,0.2752527577477856,2.542403371579067,0.7520694815842305,1,0,0.0,0.0,1.5025
BBWI,2010-03-22,2010-09-17,2010-09-20,2011-03-18,0.06399182399724393,0.16072406253142357,0.1438583526777129,0.22493152974708366,0.4448252242996648,0.714546612082993,0,0,0.0,-1.1111111111111112,1.5025
KR,2010-03-22,2010-09-17,2010-09-20,2011-03-18,0.013625636280673706,0.05788673132561549,0.04268014589813923,0.10762345099610086,0.31924999303406215,0.5378635491600496,0,0,0.0,-1.1111111111111112,1.5025
LUMN,2010-03-22,2010-09-17,2010-09-20,2011-03-18,0.06927617248430959,0.10379181506953455,0.14459816602036318,0.10379181506953455,0.47909440618046084,1.0,0,0,0.0,0.0,1.5025
CRM,2010-03-22,2010-09-17,2010-09-20,2011-03-18,0.2691874775792117,0.07246299873236538,0.4609023278300501,0.021104315248243955,0.5840445172984026,3.433563130573254,0,1,0.0,-1.1111111111111112,1.005
FHN,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.12359000482876799,0.05997373601843215,0.050780235670582506,-0.4693739005190386,2.4338210171081367,-0.1277739046677128,1,1,0.0,0.0,1.005
OXY,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.2185572583486036,-0.10740922292591022,0.26420847739801795,-0.14834770104522152,0.8272151616821783,0.7240369899171418,0,1,0.0,-1.1111111111111112,1.5025
AES,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.12958166887829006,-0.15020112146085252,0.0918942152374943,-0.10065301746978314,1.4101178027734946,1.492266453968398,1,0,0.0,-1.1111111111111112,1.5025
MSTR,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.2364351733776358,0.22703152976599228,0.2862001082720316,0.08497287895587546,0.8261183924951752,2.671811671626246,0,1,0.0,0.0,0.5075
NVDA,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.6136790871293761,0.0686933789440611,0.5683111822941384,-0.06897671796324581,1.0798293368997214,-0.9958922513631965,1,1,0.0,0.0,2.0
MCHP,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.12856887344083592,0.10901455472339962,0.19380091328954077,-0.003030353290890498,0.6634069533447067,-35.974206390755405,0,1,0.0,0.0,2.0
FE,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.06434207548309641,0.0038407479659639046,0.044898429766972586,0.2533290698403918,1.4330584792617096,0.015161102389014183,1,0,0.0,0.0,2.0
UMC,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.16461751287202317,-0.37333095880493167,0.07041093390491765,-0.2233588436613833,2.3379538339076897,1.671440237982738,1,0,0.0,0.0,1.5025
GAP,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.1144802635526952,-0.33876271825151505,0.15827505474012185,-0.19357059373974284,0.7232994721793963,1.7500732508316017,0,0,0.0,0.0,1.005
PLUG,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.38325177959247625,-0.22024336334962955,0.5923152165919376,-0.974348678245268,0.6470402394819936,0.2260416299288998,0,1,0.0,-1.1111111111111112,1.5025
AAPL,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.1486556110456719,0.30875399798139813,0.16608597619960752,0.18259588225380938,0.8950521558003955,1.6909143523413535,0,1,0.0,-1.1111111111111112,1.005
QCOM,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.10827882357968588,-0.009386554757805338,0.20531195303131608,0.038057572448879966,0.5273868470929707,-0.24664092199820759,0,0,0.0,0.0,1.5025
PBR,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.287029892908815,-0.008310445906690823,0.11184530260293568,-0.3515463372080036,2.56631155917031,0.023639688505056683,1,1,0.0,0.0,2.0
MU,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.224633468553945,0.21169307318770794,0.4173391061082951,-0.2968411366421322,0.5382516645723945,-0.7131527509373553,0,1,0.0,-1.1111111111111112,2.0
CCL,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.07772326643095757,-0.09565813398675092,0.09422394197629057,-0.1553221798433442,0.8248781021124648,0.6158691185201649,0,1,0.0,-1.1111111111111112,0.5075
LOW,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.1297405319368241,0.03874946601508449,0.2245797279913603,-0.22569997636546169,0.5777036649622057,-0.17168573359679903,0,1,0.0,-1.1111111111111112,1.5025
WDC,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.22327416901657218,0.00011845688476362046,0.2510535778779922,-0.09236418669866549,0.8893486836705417,-0.001282498000551679,0,1,0.0,-1.1111111111111112,1.5025
RF,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.13441240340552135,-0.03540262820434157,0.051397525175482316,-0.5167588063698235,2.615153218887645,0.06850899833336431,1,1,0.0,0.0,2.0
NGD,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.37599643281111633,0.21191116005177785,0.5759844784808767,0.28541241036336623,0.6527891755048392,0.7424735307830099,0,0,0.0,-1.1111111111111112,1.005
AMD,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.2606973487348029,0.2455298113235485,0.3797206784567898,-0.10943645683505267,0.6865503079639863,-2.243583339815374,0,1,0.0,-1.1111111111111112,1.005
BP,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.11816258974501839,0.08897958023644058,0.17516438863767414,-0.09863411865009401,0.6745811215625374,-0.9021176592259819,0,1,0.0,0.0,2.0
SHEL,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.19088454270906058,0.12029979194141842,0.19678770942884688,-0.020411698228464545,0.9700023607321842,-5.893668943902855,0,1,0.0,0.0,2.0
DIS,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.1185780325447293,-0.032578654391689006,0.187727124389725,-0.21831509094393373,0.6316510356732419,0.14922767936393205,0,1,0.0,-1.1111111111111112,2.0
CCJ,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.37589196727290847,0.803338077209665,0.1522616597963872,-0.3387435028675912,2.4687236943007993,-2.371523203866955,1,1,0.0,0.0,2.0
GOOG,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.09913735767853517,-0.11341503361228579,0.11285233015854407,-0.02482971757945064,0.8784697448360969,4.567713396230869,0,0,0.0,0.0,1.5025
HPQ,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.376576807228876,-0.055205056336603955,0.06644408007090023,-0.5173542698577861,5.667575001821737,0.10670648635369165,1,1,0.0,0.0,2.0
IRM,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.3354848312547645,0.2510644607167972,0.3554944369540182,0.1948913149941008,0.9437133085099674,1.2882280604674288,0,1,0.0,-1.1111111111111112,2.0
ON,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.3322916425206819,0.20770742739250558,0.38942590072952926,-0.13155097960589557,0.8532859316706588,-1.578912053827055,0,1,0.0,-1.1111111111111112,2.0
T,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.07311515861304929,0.004305734920757403,0.021442844976086815,0.06997593066171982,3.4097694916223915,0.06153165638585562,1,0,1.1111111111111112,0.0,2.0
GOOGL,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.09913838364398225,-0.1134153727999299,0.11285231006399839,-0.024829751561504795,0.8784789924792945,4.567720805381124,0,0,0.0,0.0,1.5025
LUMN,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.1710041639470951,0.15740656576727163,0.10379181506953455,-0.09319518912422191,1.6475688746028012,-1.6889988340220112,1,1,0.0,0.0,2.0
VALE,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.0901197110613161,-0.08274196188900369,0.1706872583708617,-0.11532943584564419,0.5279814786497301,0.7174400991585942,0,1,0.0,-1.1111111111111112,1.5025
CRM,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.0900126954084304,-0.5118383039164756,0.021104315248243955,0.1444433172424176,4.265132241896366,-3.543523602808589,1,0,0.0,0.0,0.5075
NFLX,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.24015669734090994,-0.40248912991023267,0.446564887703387,-0.24603030102333917,0.5377867896779751,1.6359331685411032,0,0,0.0,-1.1111111111111112,1.5025
LRCX,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.17448466028888993,-0.3199005950981962,0.27559942513819446,-0.23879256231147145,0.633109667051728,1.339658957555515,0,0,0.0,-1.1111111111111112,1.5025
AMZN,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.14458460510179713,0.03627514869782063,0.40826092529612246,-0.22229859716714065,0.3541475466870264,-0.1631820855376171,0,1,0.0,-1.1111111111111112,1.005
ASX,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.20189984091638166,-0.7997512730793099,0.031042214766786147,0.06042708312219952,6.504041107672702,-13.234980604011643,1,0,0.0,0.0,1.005
KMB,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,0.0943633311001294,0.06881136626880784,0.0,0.0,0,0,1.1111111111111112,-1.1111111111111112,2.0
ERIC,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,-0.04358578463369452,0.044802178613041546,-0.0,0.0,1,0,1.1111111111111112,-1.1111111111111112,2.0
AES,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,-0.10065301746978314,0.20783646905430359,-0.0,0.0,1,0,1.1111111111111112,-1.1111111111111112,2.0
MSTR,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.5172476057760481,-0.01415716774699944,0.08497287895587546,0.1837022813366174,6.087208202568297,-0.07706582435444959,1,0,0.0,0.0,1.5025
MRK,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.08291666819254388,-0.014725026043656525,0.043527247762865706,0.1942674822388734,1.9049370785920072,-0.07579768818721021,1,0,0.0,0.0,1.5025
CAG,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0170403735578378,-0.025333871237015502,0.06494528928795248,0.1447648078800193,0.2623804396695302,-0.17500020625186855,0,0,1.1111111111111112,0.0,1.5025
FE,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,0.2533290698403918,0.01596440128075423,0.0,0.0,0,0,1.1111111111111112,-1.1111111111111112,2.0
EQT,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.312760680885252,0.43901142471361704,0.3086947363086043,-0.15962234899506378,1.0131714088334274,-2.7503130199342776,1,1,0.0,0.0,2.0
JNJ,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,0.11861514732931429,0.04033347022772099,0.0,0.0,0,0,1.1111111111111112,-1.1111111111111112,2.0
KEY,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,-0.2338739314876993,0.3701316753759586,-0.0,0.0,1,0,1.1111111111111112,-1.1111111111111112,0.5075
CNC,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.10441537720219964,0.3290098190139772,0.080481524584868,0.4253225658580453,1.2973831912452567,0.7735536400478379,1,0,0.0,-1.1111111111111112,2.0
MDLZ,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.04360256249048139,-0.0065355985795014105,0.15130244744408192,0.11679616845587819,0.2881814750987154,-0.0559573029313059,0,0,0.0,-1.1111111111111112,2.0
MDT,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,-0.05127364867599965,0.18132270006575404,-0.0,0.0,1,0,1.1111111111111112,-1.1111111111111112,2.0
GAP,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,-0.19357059373974284,0.4696416446801238,-0.0,0.0,1,0,1.1111111111111112,-1.1111111111111112,2.0
MSFT,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.008773960459241663,0.1169012351630974,0.09646316678984795,0.1956198821694398,0.09095658738175552,0.597593832828512,0,0,0.0,-1.1111111111111112,2.0
GSK,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0391182535928499,-0.17525658853750622,0.12979971156152897,0.13247422520817262,0.3013739639498865,-1.3229485831081824,0,0,0.0,-1.1111111111111112,2.0
TXN,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,-0.1646169733478035,0.23576443301465422,-0.0,0.0,1,0,1.1111111111111112,-1.1111111111111112,1.005
KGC,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,0.16253182852695972,-0.4640784412803237,0.0,-0.0,0,1,1.1111111111111112,-1.1111111111111112,1.5025
INTC,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.24861079504340033,0.26891258302809523,0.1204815855956415,0.26942049494167025,2.0634754582147035,0.998114798528282,1,0,0.0,0.0,2.0
ABEV,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.009054724956630004,-0.0024474145361121913,0.17018690250629365,0.3360995380874603,0.05320459343982216,-0.007281814637529557,0,0,0.0,-1.1111111111111112,1.5025
NKE,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,0.18975581253136525,0.23836171055920197,0.0,0.0,0,0,1.1111111111111112,-1.1111111111111112,1.005
AAPL,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.2020028259105153,0.2593399591556324,0.18259588225380938,0.3966838378233758,1.1062835777957476,0.6537699155545228,1,0,0.0,-1.1111111111111112,2.0
IAG,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,0.058204553944548085,-0.4502228968197511,0.0,-0.0,0,1,1.1111111111111112,-1.1111111111111112,1.5025
HBAN,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,-0.20830858967467863,0.33533764852493697,-0.0,0.0,1,0,1.1111111111111112,-1.1111111111111112,1.005
TU,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,0.09873597541613008,0.1730882597156937,0.0,0.0,0,0,1.1111111111111112,-1.1111111111111112,1.5025
MRVL,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.22617921974456046,-0.35888181868024416,0.01766049974621241,0.051046984559768555,12.807067919641876,-7.030421518043755,1,0,0.0,0.0,1.005
QCOM,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,0.038057572448879966,0.24497090346262992,0.0,0.0,0,0,1.1111111111111112,-1.1111111111111112,0.5075
EXC,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,0.1068124937685759,-0.06874678953220853,0.0,-0.0,0,1,1.1111111111111112,-1.1111111111111112,2.0
TSM,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,0.1058279938030039,0.23623752520442476,0.0,0.0,0,0,1.1111111111111112,-1.1111111111111112,1.5025
CTRA,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.1899601159884765,0.16416259213942053,0.41502612035451947,0.008642354586062106,0.45770641092712594,18.995123435941004,0,1,0.0,-1.1111111111111112,2.0
WMT,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,0.03488318151400492,0.1658986011231134,0.0,0.0,0,0,1.1111111111111112,-1.1111111111111112,1.5025
MS,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,-0.45489896533603796,0.4035211869803364,-0.0,0.0,1,0,1.1111111111111112,-1.1111111111111112,1.5025
PPL,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.03653374629496761,-0.024895841409166897,0.18794659994859056,0.010711745112271305,0.19438365102087915,-2.3241629770154244,0,0,0.0,-1.1111111111111112,2.0
PFE,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,-0.059645822678708146,0.22300526480923627,-0.0,0.0,1,0,1.1111111111111112,-1.1111111111111112,2.0
PCG,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.024453950096614496,-0.1088896956665228,0.0026826840763353697,0.05276376078441592,9.115478901272398,-2.063721274748179,1,0,1.1111111111111112,0.0,2.0
RIG,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,-0.23594848707471913,0.08384164013119938,-0.0,0.0,1,0,1.1111111111111112,-1.1111111111111112,1.5025
CCL,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,-0.1553221798433442,0.07242756845421591,-0.0,0.0,1,0,1.1111111111111112,-1.1111111111111112,2.0
B,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0012192304277552843,-0.17688251398755372,0.08863484088333921,-0.16194613778332806,0.013755656529693893,1.0922305181751815,0,0,0.0,-1.1111111111111112,2.0
CSCO,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,-0.007292457255551232,0.2256313267158382,-0.0,0.0,1,0,1.1111111111111112,-1.1111111111111112,1.5025
CSX,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,-0.15791363798481328,0.12062353701552309,-0.0,0.0,1,0,1.1111111111111112,-1.1111111111111112,1.005
MNST,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.1484207038956911,0.167503663188489,0.5538372845759363,0.2884598160368299,0.2679861179973361,0.5806828330192879,0,0,0.0,-1.1111111111111112,1.5025
SBUX,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.10275986039887429,0.256840376797296,0.1409240277147948,0.28850750176146517,0.7291862293834094,0.8902381228535569,0,0,0.0,-1.1111111111111112,2.0
RF,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,-0.5167588063698235,0.6063298231820791,-0.0,0.0,1,0,1.1111111111111112,-1.1111111111111112,1.5025
VLY,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,-0.1042163279663841,0.2698416681249047,-0.0,0.0,1,0,1.1111111111111112,-1.1111111111111112,1.5025
UNH,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,0.19559164017363312,0.140949642908591,0.0,0.0,0,0,1.1111111111111112,-1.1111111111111112,2.0
NGD,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.20185921416626118,0.11429989584472941,0.28541241036336623,-0.27297765494262016,0.7072545090427875,-0.41871520901135745,0,1,0.0,-1.1111111111111112,1.5025
HL,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,-0.13037684802722718,-0.2829734487791944,-0.0,-0.0,1,1,1.1111111111111112,-1.1111111111111112,1.005
SLB,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,-0.169758531471452,0.13393099043934234,-0.0,0.0,1,0,1.1111111111111112,-1.1111111111111112,1.5025
EXAS,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.26877482234919703,0.14808276801767437,0.3809582390416949,0.2780722728707069,0.7055230594967663,0.532533382379074,0,0,0.0,-1.1111111111111112,1.5025
BAX,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.06175240995734154,0.10150819679230896,0.09950530748819268,0.09382713895532861,0.6205941322744929,1.0818639246864101,0,1,0.0,0.0,0.5075
NEE,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,0.056354319383379106,0.11911307305249623,0.0,0.0,0,0,1.1111111111111112,-1.1111111111111112,2.0
AMD,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,-0.10943645683505267,0.24825870226346464,-0.0,0.0,1,0,1.1111111111111112,-1.1111111111111112,2.0
KO,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,0.1360775902610062,0.019297340512491393,0.0,0.0,0,0,1.1111111111111112,-1.1111111111111112,1.5025
CPRT,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.06412951134151092,-0.02555288427835191,0.02010689241856139,0.28319963075274696,3.189429276615151,-0.09022922879677538,1,0,1.1111111111111112,0.0,2.0
JHX,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,0.025208257588908253,0.3776037554767135,0.0,0.0,0,0,1.1111111111111112,-1.1111111111111112,2.0
ABT,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,0.10996232193352792,0.1704821031777895,0.0,0.0,0,0,1.1111111111111112,-1.1111111111111112,1.5025
^VIX,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.059143314329159716,-0.46806507492437743,0.9144096673860013,-0.47478854570749957,0.06467923124460302,0.9858390206673936,0,1,0.0,-1.1111111111111112,0.5075
TEVA,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,-0.1769128493721114,0.16688677426758325,-0.0,0.0,1,0,1.1111111111111112,-1.1111111111111112,1.5025
TSCO,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.14564403243779842,0.18081913361415963,0.2629150274505032,0.24596737487244769,0.5539585692385636,0.7351346238822436,0,0,0.0,-1.1111111111111112,2.0
VZ,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,0.04194718425618339,0.12120675083498139,0.0,0.0,0,0,1.1111111111111112,-1.1111111111111112,2.0
BMY,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.013635699079679297,0.033002715329703614,0.1957856430049323,0.10404296258938188,0.06964606224643234,0.3172027642076362,0,0,0.0,-1.1111111111111112,2.0
NEM,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.1284156001507213,-0.16153358920361838,0.26511625478154544,-0.17469709692975885,0.4843746765227019,0.9246495336357353,0,1,0.0,-1.1111111111111112,2.0
USB,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,-0.05451938917502441,0.3223718753915221,-0.0,0.0,1,0,1.1111111111111112,-1.1111111111111112,2.0
BBD,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,-0.05813340493720128,0.1513216652846881,-0.0,0.0,1,0,1.1111111111111112,-1.1111111111111112,1.5025
DIS,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,-0.21831509094393373,0.33050626750465445,-0.0,0.0,1,0,1.1111111111111112,-1.1111111111111112,1.5025
BSX,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,-0.06518134275851349,-0.012349469572970399,-0.0,-0.0,1,1,1.1111111111111112,-1.1111111111111112,2.0
BBWI,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.2772791826549896,0.2517953031386967,0.32180078321776245,0.21827876354850603,0.8616485636933794,1.1535492461351724,0,1,0.0,-1.1111111111111112,1.5025
FAST,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.12855520893707523,0.26934010876272935,0.19250010712098564,0.3813283156603067,0.6678188955826333,0.7063207679616998,0,0,0.0,-1.1111111111111112,2.0
GOOG,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,-0.02482971757945064,0.16643216906401473,-0.0,0.0,1,0,1.1111111111111112,-1.1111111111111112,2.0
ES,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.022633002443170607,-0.013026268659161792,0.0332732898446377,0.07866688671877985,0.6802153483725364,-0.16558769772761428,0,0,0.0,-1.1111111111111112,1.5025
KR,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,-0.031402231174261795,0.0941320610568415,-0.0,0.0,1,0,1.1111111111111112,-1.1111111111111112,1.5025
IRM,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.22166777201655866,0.13797458698836007,0.1948913149941008,-0.11283510671215069,1.137391740741594,-1.2227983914646507,1,1,0.0,0.0,1.005
ON,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,-0.13155097960589557,0.21295611920642674,-0.0,0.0,1,0,1.1111111111111112,-1.1111111111111112,1.5025
TGT,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,0.06495157935235434,0.12274211054909433,0.0,0.0,0,0,1.1111111111111112,-1.1111111111111112,2.0
T,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,0.06997593066171982,0.14746681217104513,0.0,0.0,0,0,1.1111111111111112,-1.1111111111111112,2.0
GOOGL,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,-0.024829751561504795,0.1664321179352349,-0.0,0.0,1,0,1.1111111111111112,-1.1111111111111112,2.0
LUMN,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,-0.09319518912422191,0.17729881325559205,-0.0,0.0,1,0,1.1111111111111112,-1.1111111111111112,2.0
TJX,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,0.17333585340445617,0.3008240355370877,0.0,0.0,0,0,1.1111111111111112,-1.1111111111111112,2.0
CRM,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,0.1444433172424176,0.15102528257554915,0.0,0.0,0,0,1.1111111111111112,-1.1111111111111112,2.0
LRCX,2011-03-21,2011-09-16,2011-09-19,2012-03-19,0.0,0.0,-0.23879256231147145,0.16235810863386832,-0.0,0.0,1,0,1.1111111111111112,-1.1111111111111112,1.005
ORCL,2011-09-19,2012-03-19,2012-03-20,2012-09-17,0.07311210070000002,0.1775314820161085,0.058609426081500424,0.11212739776938634,1.2474461121378775,1.5833015440279767,1,1,0.0,0.0,1.005
NVDA,2011-09-19,2012-03-19,2012-03-20,2012-09-17,0.11038363381389033,-0.052690916272284415,0.015008286297213572,-0.03842140946445437,7.354845958287994,1.371394673093175,1,0,0.0,0.0,1.5025
INFY,2011-09-19,2012-03-19,2012-03-20,2012-09-17,0.17244769501596968,-0.1755231049032498,0.19586972352776974,-0.13263977462478369,0.8804203728378707,1.3233067185146843,0,0,0.0,-1.1111111111111112,0.5075
PBR-A,2011-09-19,2012-03-19,2012-03-20,2012-09-17,0.17788063839938734,0.1855395720640528,0.1982538556578253,-0.10224431127655094,0.8972367160737547,-1.8146689018443718,0,1,0.0,-1.1111111111111112,1.005
