Ticker,Train Start,Train End,Test Start,Test End,Return_Predicted_Train,Return_Predicted_Test,Train < Test,Best_C,Best_Kernel,Best_Gamma
TEVA,2007-02-12,2007-08-10,2007-08-13,2008-02-11,0.10252153989621329,-0.2292935658035236,0,0.2,linear,scale
BCS,2007-02-12,2007-08-10,2007-08-13,2008-02-11,0.0797211585460357,-0.29000846210304065,0,0.1,linear,scale
LYG,2007-02-12,2007-08-10,2007-08-13,2008-02-11,-0.0809620354755651,-0.09518407848164392,0,0.2,linear,scale
TSCO,2007-02-12,2007-08-10,2007-08-13,2008-02-11,-0.018737210828605418,0.17017446235506006,1,0.3,linear,scale
VZ,2007-02-12,2007-08-10,2007-08-13,2008-02-11,0.07213117988259649,-0.09906738628129852,0,0.1,linear,scale
BMY,2007-02-12,2007-08-10,2007-08-13,2008-02-11,-0.29128258206353036,0.07526843599860512,1,0.1,linear,scale
NEM,2007-02-12,2007-08-10,2007-08-13,2008-02-11,-0.12072123639382074,0.035390039462500376,1,0.2,linear,scale
USB,2007-02-12,2007-08-10,2007-08-13,2008-02-11,-0.1425192674420412,-0.06864678990138173,1,1.0,linear,scale
CLF,2007-02-12,2007-08-10,2007-08-13,2008-02-11,-0.2529111173901307,0.1341762089803025,1,0.5,linear,scale
BBD,2007-02-12,2007-08-10,2007-08-13,2008-02-11,0.09921995681627935,0.18545695851316996,1,1.0,rbf,scale
DIS,2007-02-12,2007-08-10,2007-08-13,2008-02-11,-0.20229258913055792,-0.36990307176093523,0,0.3,linear,scale
LUV,2007-02-12,2007-08-10,2007-08-13,2008-02-11,-0.08008191485449304,-0.5795428685942996,0,0.2,linear,scale
WIT,2007-02-12,2007-08-10,2007-08-13,2008-02-11,-0.3109212309866371,-0.004620034809003578,1,0.1,linear,scale
BSX,2007-02-12,2007-08-10,2007-08-13,2008-02-11,-0.014378133693217277,-0.3335696964045967,0,0.5,linear,scale
BB,2007-02-12,2007-08-10,2007-08-13,2008-02-11,0.17541227554435124,0.5248466879665764,1,0.1,linear,scale
LNW,2007-02-12,2007-08-10,2007-08-13,2008-02-11,0.08904949584183719,0.189003028781773,1,0.4,linear,scale
CVX,2007-02-12,2007-08-10,2007-08-13,2008-02-11,-0.06332838180332571,-0.12688787648658592,0,0.3,linear,scale
BBWI,2007-02-12,2007-08-10,2007-08-13,2008-02-11,0.1614794451682769,0.15853354614568968,0,1.0,linear,scale
FAST,2007-02-12,2007-08-10,2007-08-13,2008-02-11,0.05913281918038353,-0.16282250417060087,0,0.8,linear,scale
CCJ,2007-02-12,2007-08-10,2007-08-13,2008-02-11,-0.049377564214882375,-0.3198306697360254,0,0.4,linear,scale
GOOG,2007-02-12,2007-08-10,2007-08-13,2008-02-11,-0.043322063630914745,0.3884253431704801,1,0.3,linear,scale
ES,2007-02-12,2007-08-10,2007-08-13,2008-02-11,0.07502579423212158,-0.06561705952018858,0,0.8,linear,scale
KR,2007-02-12,2007-08-10,2007-08-13,2008-02-11,-0.2205005334563454,-0.27830402200106535,0,0.1,linear,scale
HPQ,2007-02-12,2007-08-10,2007-08-13,2008-02-11,-0.09611338359144761,0.10176803440827031,1,0.2,linear,scale
IRM,2007-02-12,2007-08-10,2007-08-13,2008-02-11,0.176092284639267,-0.05468187128451092,0,0.8,linear,scale
ON,2007-02-12,2007-08-10,2007-08-13,2008-02-11,-0.11865329254909013,-0.023698872246715887,1,0.4,linear,scale
AZN,2007-02-12,2007-08-10,2007-08-13,2008-02-11,-0.04606270212225791,-0.0127910284694455,1,0.2,linear,scale
TGT,2007-02-12,2007-08-10,2007-08-13,2008-02-11,0.13812506924968784,-0.06299939870380518,0,0.9,linear,scale
HST,2007-02-12,2007-08-10,2007-08-13,2008-02-11,0.028224603662190033,0.07284632829586671,1,0.4,linear,scale
T,2007-02-12,2007-08-10,2007-08-13,2008-02-11,-0.2400463235568555,-0.17646250396983795,1,0.8,rbf,scale
GOOGL,2007-02-12,2007-08-10,2007-08-13,2008-02-11,-0.04332206794718301,0.38842437996441215,1,0.3,linear,scale
LUMN,2007-02-12,2007-08-10,2007-08-13,2008-02-11,-0.007448677936017587,-0.13445955586629874,0,0.9,linear,scale
VALE,2007-02-12,2007-08-10,2007-08-13,2008-02-11,0.05744677740715549,0.24435335694303537,1,0.1,linear,scale
TJX,2007-02-12,2007-08-10,2007-08-13,2008-02-11,-0.0055367767638079875,-0.466367525682102,0,1.0,linear,scale
CRM,2007-02-12,2007-08-10,2007-08-13,2008-02-11,-0.2938229527813544,-0.6105970254651859,0,0.1,linear,scale
NFLX,2007-02-12,2007-08-10,2007-08-13,2008-02-11,0.4572843970877404,-0.46237203477261707,0,0.6,linear,scale
LRCX,2007-02-12,2007-08-10,2007-08-13,2008-02-11,-0.07055405858402972,-0.39082479967472195,0,0.8,linear,scale
CDE,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.9581318896291646,0.09958284616557818,1,0.3,linear,scale
ORCL,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.49892024239769633,-0.5637029941513064,0,0.4,linear,scale
AMZN,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.2142468541907383,-0.17901585611512988,0,0.2,linear,scale
ASX,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.026093365101566526,-0.15906088140202101,0,0.9,linear,scale
PTEN,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.0018693980888036532,-0.3075065066056033,0,0.1,linear,scale
FHN,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.27406374489746205,-1.3106044373601557,0,0.3,linear,scale
KMB,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.3486785862473909,-0.1891315042520238,1,0.1,linear,scale
OXY,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.20992148974048436,-0.3004862876856048,0,0.9,rbf,auto
ERIC,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.2410169910790625,0.5472942639519593,1,0.2,linear,scale
AES,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.29033407261627714,0.05955880169556739,1,0.4,linear,scale
MSTR,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.25390499829368934,-0.3162131554617677,0,0.5,linear,scale
MRK,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.2026685613135729,0.07168789388711412,0,0.1,linear,scale
NVDA,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.4296765546353535,0.4049280651430681,1,0.2,linear,scale
CAG,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.06562611059569709,-0.11719396060042908,0,0.2,linear,scale
MCHP,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.1958207656056585,0.0323316312579585,1,0.8,linear,scale
FE,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.03460713400793911,0.07966510602151602,1,0.3,linear,scale
BA,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.19463694876952117,0.1947802590505455,1,0.8,linear,scale
NVO,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.11155323304208131,-0.1421311428453504,0,0.4,linear,scale
EQT,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.20475480847778288,0.008630553574311804,0,0.9,linear,scale
INFY,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.06660815133455616,0.16442160403001332,1,0.2,linear,scale
UMC,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.4350687742193089,-0.7092863668577194,0,0.9,rbf,0.01
JNJ,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.10456048588284039,0.03545693153876009,0,0.7,linear,scale
PBR-A,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.4355561210090204,-0.07870146028356378,1,0.9,linear,scale
KEY,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.19924872782124803,-0.6729952630039453,0,1.0,linear,scale
CNC,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.31253234573070193,-0.5308725030139864,0,0.2,linear,scale
MDLZ,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.14411467817478937,0.1501882525478099,1,0.3,linear,scale
MDT,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.1571322486765148,-0.24159536179118077,0,0.6,linear,scale
GAP,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.5526261048510978,-0.5053903270791142,1,0.1,linear,scale
MSFT,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.05478955563697389,-0.06482166308684324,0,0.2,linear,scale
GSK,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.1403680283056475,-0.13923184627974258,1,0.8,linear,scale
TXN,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.08420082028557896,-0.010797456804298756,1,0.5,linear,scale
GGB,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.17174201111566306,0.1430358218396905,0,0.5,linear,scale
KGC,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.4400191997290379,0.37330410955422977,1,0.9,linear,scale
PLUG,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-1.2624396611032187,-1.5412178132648713,0,0.5,linear,scale
INTC,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.15341349511649643,-0.21129113752223402,0,0.7,linear,scale
ABEV,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.06080544332565341,-0.16447371031065358,0,0.5,linear,scale
FCX,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.06413763218215618,-0.5477006372699091,0,0.7,linear,scale
EQNR,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.2977238668283191,0.118935761180368,1,0.2,linear,scale
NKE,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.2957850282556476,0.06007038873936299,1,0.6,linear,scale
AAPL,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.45738539941651757,-0.7443222101674098,0,1.0,linear,scale
AMAT,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.01858585868195332,-0.2976724040020616,0,0.8,linear,scale
IAG,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.21142396345406816,0.32761904601863295,1,0.5,linear,scale
HBAN,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.0985282797256517,-0.28898747070219444,0,0.2,linear,scale
F,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.3823998435898234,0.006326177965257741,1,0.6,rbf,auto
BAC,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.03579399214282139,0.2590653947444469,1,0.2,linear,scale
TU,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.2934655452043713,0.12577562143891535,0,0.1,linear,scale
MRVL,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.18415694145089614,-0.02305152202590937,1,0.5,linear,scale
QCOM,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.0961177047025654,-0.6835658834081487,0,0.1,linear,scale
EXC,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.2234395244224733,0.08197392095553212,1,0.1,linear,scale
PBR,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.5233614606685941,-0.2658477633146539,1,0.8,linear,scale
TSM,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.49844720599386677,-0.187362477527946,1,0.1,linear,scale
CTRA,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.09270924596827651,-0.3581631847562069,0,0.3,linear,scale
VTRS,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.08924154970729099,0.24297992458379428,1,0.8,rbf,0.01
MU,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.11795586217197909,0.07297383495299964,0,0.7,rbf,auto
C,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.6022092536394459,0.3083783122090133,0,0.1,linear,scale
DVN,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.01732834768802292,-0.13449850116273585,0,0.6,linear,scale
WMT,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.0012750387667257793,-0.1866727755882697,0,0.3,linear,scale
APH,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.30822300872410047,0.055480800212594265,1,0.9,linear,scale
MS,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.21387678039589944,-0.24582896809734922,0,0.2,linear,scale
PPL,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.025205314901459483,0.033400244219973785,1,0.2,linear,scale
SONY,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.11926569144524905,0.006445469492966711,1,0.6,linear,scale
WFC,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.10409423501992678,-0.7242868899922099,0,1.0,linear,scale
PFE,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.007362513412902475,-0.13675159780516913,0,1.0,linear,scale
PCG,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.08874320163741502,-0.04715420412133432,1,1.0,linear,scale
RIG,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.34879653668893895,-0.38332095123712984,0,0.2,linear,scale
CCL,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.051604219403624585,-0.15460651449891633,0,0.9,linear,scale
B,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.5555088040284833,0.5700287522633821,1,0.1,linear,scale
CSCO,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.18301099410491886,-0.3072943902658877,0,0.1,linear,scale
HAL,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.1807815472267658,0.05152306611020736,0,0.9,linear,scale
LOW,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.19860961504075775,-0.06683117796229551,0,0.1,linear,scale
CSX,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.12053566873954949,-0.47923809608916207,0,0.6,linear,scale
WDC,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.030951097133455997,-0.02177936632222925,1,0.2,linear,scale
NOK,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.13093661813271584,-0.2586412926197828,0,0.9,linear,scale
HD,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.29490725833034837,-0.028409063363021084,0,0.8,rbf,scale
MNST,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.21218499837446034,-0.07141450891704859,0,0.2,linear,scale
SBUX,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.01348042870227568,-0.24550676147083744,0,0.5,linear,scale
RF,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.017159911180402082,0.09710427693109694,1,0.4,linear,scale
IPG,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.22603961627480695,-0.2975474766635496,0,0.1,linear,scale
VLY,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.21781695883080684,-0.466691530109424,0,0.1,linear,scale
UNH,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.006759474755660301,-0.024513506186667575,0,0.5,linear,scale
NGD,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.12045098679016152,0.0629404699857534,1,0.1,linear,scale
HL,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.18276406511207435,0.5988896689296944,1,0.7,linear,scale
SLB,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.3220557016239497,-0.018700738292149462,1,0.1,linear,scale
CMCSA,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.1805133437499711,-0.19965160680152347,0,0.1,linear,scale
EXAS,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.09878380677422333,-0.7723704764619905,0,0.4,linear,scale
BAX,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.28010668350974466,-0.29580957237369293,0,0.2,linear,scale
NEE,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.08076595253034403,0.017594006887328484,0,0.1,linear,scale
BKR,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.17926856917843448,-0.23036426697044066,0,0.1,linear,scale
AMD,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.456693567425371,-0.23086926207463396,0,0.4,linear,scale
LEN,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.5896082219140929,-0.9747810396916452,0,0.4,linear,scale
KO,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.0298661432341195,-0.023244551051919783,1,0.5,linear,scale
CPRT,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.021328838579206488,-0.004214901128222072,1,0.7,linear,scale
BP,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.18522999628225492,-0.1915574030835923,0,1.0,linear,scale
XOM,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.36410646628280297,-0.37546714223055666,0,0.3,linear,scale
JHX,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.1410993540060553,-0.2606186744957253,0,0.3,linear,scale
ABT,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.06643867834277811,-0.16980398291644183,0,1.0,linear,scale
ITUB,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.3505338040821946,-0.3920186593338598,0,0.4,linear,scale
^VIX,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-1.9721095392252819,-2.109805180487881,0,0.1,linear,scale
APA,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.14289461777418447,-0.49685028998921016,0,0.3,linear,scale
SHEL,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.17357922669005235,-0.0047344764038640165,1,0.4,linear,scale
CNQ,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.10765118932592882,-0.14803388263445066,0,0.4,linear,scale
TEVA,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.17124638985763999,0.02609080836774671,1,0.2,linear,scale
BCS,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.19961168084910008,-0.018030616657606642,1,0.1,linear,scale
LYG,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.20039683337172923,-0.012498558962953045,1,0.8,linear,scale
TSCO,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.17843062109860525,-0.1577662411014546,1,0.3,linear,scale
VZ,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.22286513476735434,-0.22674882139971458,0,0.3,linear,scale
BMY,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.05992853318687509,-0.12194434530491598,0,0.6,linear,scale
NEM,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.36667182559210215,-0.19756139836602826,1,0.3,linear,scale
USB,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.024429717281270885,-0.49736940340267133,0,0.3,linear,scale
CLF,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.09418470325815381,0.13507206044068495,1,0.4,linear,scale
BBD,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.02362978695129509,-0.1305949551200516,0,0.3,linear,scale
DIS,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.38678930844547077,-0.16358721364043943,1,0.1,linear,scale
LUV,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.0904947718375293,-0.22145658704970908,0,0.3,linear,scale
WIT,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.6416081218243948,-0.06665891942474249,1,0.8,linear,scale
BSX,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.22488173998881572,-0.07480646758821981,1,0.2,linear,scale
BB,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.1416562667251282,-0.6946781654680725,0,0.3,linear,scale
LNW,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.6231570136129364,0.029655019019060647,0,0.4,linear,scale
CVX,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.1362923820755498,-0.1680455804130394,0,0.6,linear,scale
BBWI,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.2525865680444169,0.06974482001948774,0,0.7,linear,scale
FAST,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.0294625644944779,0.05998657428655557,1,0.2,linear,scale
CCJ,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.07611409100631997,0.27056742262412664,1,0.2,linear,scale
GOOG,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.2683451628476001,-0.8396946332758498,0,0.1,linear,scale
ES,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.0114437265366183,-0.1665958864257016,0,0.6,linear,scale
KR,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.2739997072870002,-0.28416332751422757,0,0.4,linear,scale
HPQ,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.078634236128596,0.05751801346058723,0,0.8,linear,scale
IRM,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.10071345108840282,-0.09557938360556519,0,0.9,linear,scale
ON,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.02391010258733,-0.24833445310015728,0,0.3,linear,scale
AZN,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.24881519087849824,-0.04703238020467318,1,0.7,linear,scale
TGT,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.45389493942572784,-0.43227913323001976,1,1.0,linear,scale
HST,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.13443382672095888,-0.7604726653629781,0,0.1,linear,scale
T,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.3252175188761285,-0.21991496455115564,1,0.7,linear,scale
GOOGL,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.2683434027424087,-0.8396940134192957,0,0.1,linear,scale
LUMN,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.09652691056283966,0.09116521500890651,1,0.2,linear,scale
VALE,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.06229880168036733,-0.21170757638576954,0,0.2,linear,scale
TJX,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.457245405515157,-0.411369536255464,1,0.4,linear,scale
CRM,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.20696921478561198,-0.005119529466885691,1,0.2,linear,scale
NFLX,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.3945577159848773,-0.30106507514364383,1,0.1,linear,scale
LRCX,2007-08-13,2008-02-11,2008-02-12,2008-08-11,-0.3327498777815043,-0.35191740469344784,0,0.8,linear,scale
CDE,2008-02-12,2008-08-11,2008-08-12,2009-02-10,0.6333500771130842,-0.10724246086389445,0,0.8,linear,scale
ORCL,2008-02-12,2008-08-11,2008-08-12,2009-02-10,-0.43060129930743696,-0.3423969890804578,1,0.1,linear,scale
AMZN,2008-02-12,2008-08-11,2008-08-12,2009-02-10,-0.41484329200666586,-0.524824120786876,0,0.4,rbf,0.01
ASX,2008-02-12,2008-08-11,2008-08-12,2009-02-10,0.05274251255202768,-0.12855338071942618,0,0.8,linear,scale
PTEN,2008-02-12,2008-08-11,2008-08-12,2009-02-10,-0.5249147864106084,0.27507328867951447,1,0.1,linear,scale
FHN,2008-02-12,2008-08-11,2008-08-12,2009-02-10,-1.111864366197422,-0.7035547787486063,1,0.9,rbf,scale
KMB,2008-02-12,2008-08-11,2008-08-12,2009-02-10,-0.1370412213919627,-0.8400806271853662,0,0.2,linear,scale
OXY,2008-02-12,2008-08-11,2008-08-12,2009-02-10,-0.11322450306208622,-0.49698357139511257,0,0.3,linear,scale
ERIC,2008-02-12,2008-08-11,2008-08-12,2009-02-10,0.3964683040606611,-0.24621148404679638,0,0.9,linear,scale
AES,2008-02-12,2008-08-11,2008-08-12,2009-02-10,0.14595843810684292,-1.1995464052510498,0,1.0,linear,scale
MSTR,2008-02-12,2008-08-11,2008-08-12,2009-02-10,-0.3105899362988601,-0.0177345577239406,1,0.6,linear,scale
MRK,2008-02-12,2008-08-11,2008-08-12,2009-02-10,0.13884131126511307,-0.1572718989165958,0,0.6,linear,scale
NVDA,2008-02-12,2008-08-11,2008-08-12,2009-02-10,-0.04192450770395495,0.6987672740213944,1,0.3,linear,scale
CAG,2008-02-12,2008-08-11,2008-08-12,2009-02-10,-0.13318178330742989,0.18798106473066684,1,0.1,linear,scale
MCHP,2008-02-12,2008-08-11,2008-08-12,2009-02-10,-0.2618790484507669,-0.19477672344133587,1,1.0,linear,scale
FE,2008-02-12,2008-08-11,2008-08-12,2009-02-10,0.20249675046322238,-0.4831329297481537,0,0.7,linear,scale
BA,2008-02-12,2008-08-11,2008-08-12,2009-02-10,-0.09346608515315971,-0.5733622852573083,0,0.2,linear,scale
NVO,2008-02-12,2008-08-11,2008-08-12,2009-02-10,-0.14035125168392915,-0.28037318332934696,0,0.1,linear,scale
EQT,2008-02-12,2008-08-11,2008-08-12,2009-02-10,0.30132197671636723,0.25125607110517206,0,0.1,linear,scale
INFY,2008-02-12,2008-08-11,2008-08-12,2009-02-10,-0.1259279227480911,-0.47543038448053254,0,0.3,linear,scale
UMC,2008-02-12,2008-08-11,2008-08-12,2009-02-10,-0.5409298831400717,-1.9195865719149328,0,0.1,linear,scale
JNJ,2008-02-12,2008-08-11,2008-08-12,2009-02-10,0.0008476982154220719,-0.3413273877053308,0,0.5,linear,scale
PBR-A,2008-02-12,2008-08-11,2008-08-12,2009-02-10,0.21954768934902535,0.5635391224868068,1,0.2,linear,scale
KEY,2008-02-12,2008-08-11,2008-08-12,2009-02-10,-0.5388362350312773,0.8599450786709935,1,0.2,linear,scale
CNC,2008-02-12,2008-08-11,2008-08-12,2009-02-10,-0.4891339994048556,-0.525930531238309,0,0.5,linear,scale
MDLZ,2008-02-12,2008-08-11,2008-08-12,2009-02-10,-0.0533964290452678,0.046629724982552107,1,0.6,linear,scale
MDT,2008-02-12,2008-08-11,2008-08-12,2009-02-10,-0.16163980354451016,-0.35991072738819363,0,1.0,rbf,scale
GAP,2008-02-12,2008-08-11,2008-08-12,2009-02-10,-0.3846439105648205,-0.2509545802851479,1,0.6,linear,scale
MSFT,2008-02-12,2008-08-11,2008-08-12,2009-02-10,-0.17650571199689333,-1.2244492535888991,0,0.1,linear,scale
GSK,2008-02-12,2008-08-11,2008-08-12,2009-02-10,-0.1887502505382291,-0.33260920806428507,0,0.1,linear,scale
TXN,2008-02-12,2008-08-11,2008-08-12,2009-02-10,-0.07100634642957793,-0.43638768540381473,0,0.3,linear,scale
GGB,2008-02-12,2008-08-11,2008-08-12,2009-02-10,-0.2500274701245994,0.5835373484969557,1,0.1,linear,scale
KGC,2008-02-12,2008-08-11,2008-08-12,2009-02-10,0.24975984851302563,-0.99719037193113,0,0.4,linear,scale
PLUG,2008-02-12,2008-08-11,2008-08-12,2009-02-10,-1.997092310650183,-1.0549100788887433,1,0.7,linear,scale
INTC,2008-02-12,2008-08-11,2008-08-12,2009-02-10,-0.2575429756882093,-1.1626353915776233,0,0.1,linear,scale
ABEV,2008-02-12,2008-08-11,2008-08-12,2009-02-10,-0.09466726429176403,-0.4378892279063705,0,0.1,linear,scale
FCX,2008-02-12,2008-08-11,2008-08-12,2009-02-10,-0.608532089947092,0.9375734970574271,1,0.1,linear,scale
EQNR,2008-02-12,2008-08-11,2008-08-12,2009-02-10,0.1414233347659397,-0.5594888558949835,0,0.3,linear,scale
NKE,2008-02-12,2008-08-11,2008-08-12,2009-02-10,-0.16805628586419624,0.010237804266071904,1,0.1,linear,scale
AAPL,2008-02-12,2008-08-11,2008-08-12,2009-02-10,-0.7231762887545636,-0.6543664634090408,1,0.4,linear,scale
AMAT,2008-02-12,2008-08-11,2008-08-12,2009-02-10,-0.3445515187445307,-1.058048574514935,0,0.9,linear,scale
IAG,2008-02-12,2008-08-11,2008-08-12,2009-02-10,0.5639362012353352,-0.5632369807224206,0,0.7,linear,scale
HBAN,2008-02-12,2008-08-11,2008-08-12,2009-02-10,-1.1930926930235035,-1.3971927787924998,0,0.1,linear,scale
F,2008-02-12,2008-08-11,2008-08-12,2009-02-10,0.07734902818594676,-0.2996302991997676,0,1.0,rbf,0.01
