Ticker,Train Start,Train End,Test Start,Test End,Return_Predicted_Train,Return_Predicted_Test,Train < Test,Best_C,Best_Kernel,Best_Gamma
CDE,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.4805434464883914,0.049465793099413964,1,0.2,linear,scale
ORCL,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.15102690273751584,-0.13313929670477032,1,0.2,linear,scale
AMZN,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.3764274755046872,0.114813817819458,0,0.2,linear,scale
ASX,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.08335362723166492,-0.053219375074728126,1,0.1,linear,scale
PTEN,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.026177745009525855,0.2100801661743467,1,1.0,linear,scale
FHN,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.003398042237646498,-0.19689580508981014,0,0.7,linear,scale
KMB,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.0881233301431208,-0.0530529588417816,1,0.1,linear,scale
OXY,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.1919247836315416,-0.04697853423087229,1,0.8,rbf,0.01
ERIC,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.07849457116993777,0.24772709418209007,1,0.2,linear,scale
AES,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.10406303432224141,-0.13136340106850933,0,0.8,linear,scale
MSTR,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.04336879923686628,0.1597121506244602,1,0.1,linear,scale
MRK,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.004214573596763758,0.056013902782520095,1,0.4,linear,scale
NVDA,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.09291703025018513,0.5823959158429478,1,0.8,linear,scale
CAG,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.0677568070516124,0.08261379855696968,1,0.2,linear,scale
MCHP,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.12337199260072869,-0.08013175190339059,0,0.3,linear,scale
FE,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.035420146486837695,-0.22128489995352138,0,0.5,linear,scale
BA,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.4309457786097519,-0.006108116689364692,1,0.3,linear,scale
NVO,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.06866893046695832,0.055938371608664834,1,0.8,linear,scale
EQT,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.024938459472582497,0.08254415424103206,1,0.2,linear,scale
INFY,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.03990080548577518,-0.25785745449858066,0,0.4,linear,scale
UMC,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.05149107031024912,-0.04945682206756089,0,0.1,linear,scale
JNJ,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.028172860160661596,0.0131402546726205,1,0.8,linear,scale
PBR-A,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.06856478205717298,-0.0909200431646511,0,1.0,linear,scale
KEY,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.08905219192829439,-0.03451315598732779,1,1.0,linear,scale
CNC,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.2916261289071204,-0.28415091084940064,1,0.6,linear,scale
MDLZ,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.0999993914352015,0.14176085647841224,1,1.0,linear,scale
MDT,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.04871046759991541,-0.1141808653138836,0,1.0,linear,scale
GAP,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.03190937127152643,-0.2247449040703823,0,0.2,linear,scale
MSFT,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.0931118456576503,-0.21294139690740987,0,0.8,linear,scale
GSK,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.13044177862610967,-0.0507366874486738,1,0.1,linear,scale
TXN,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.1030674974504486,-0.03702081253110091,1,1.0,linear,scale
GGB,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.0975893739083405,0.22135495475523168,1,0.1,linear,scale
KGC,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.580746455449433,-0.14301372701673978,1,0.1,linear,scale
PLUG,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.3430065333239829,0.2273305443316424,0,0.2,linear,scale
INTC,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.25801967417458543,-0.0822832315634165,0,0.2,linear,scale
ABEV,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.10393258699181113,0.2433612216482763,1,0.4,linear,scale
FCX,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.1859634870512026,-0.12848084983334895,1,0.1,linear,scale
EQNR,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.19872932033928262,0.3028370501408557,1,1.0,linear,scale
NKE,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.1301873105697571,0.03585639822277701,1,0.8,linear,scale
AAPL,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.15694576830483925,-0.13195853031086405,0,0.2,linear,scale
AMAT,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.0216740668388059,-0.17281723443863511,0,0.4,linear,scale
IAG,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.3239065464269925,-0.24026757639699403,1,0.2,linear,scale
HBAN,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.03382976084056901,-0.06950303996604282,0,0.3,linear,scale
F,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.06348351561597716,0.12132675452270984,1,0.2,linear,scale
BAC,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.0396653937221595,0.07601606880654849,1,0.4,linear,scale
TU,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.11426356319706654,0.10779899743035262,0,0.3,linear,scale
MRVL,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.13021193151720625,-0.09523186671515914,1,0.1,linear,scale
QCOM,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.3612888684993715,-0.042785768906765005,0,0.2,linear,scale
EXC,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.019263056029353708,-0.1055567392018833,0,0.1,linear,scale
PBR,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.11560086498569258,0.033265125230136056,1,0.5,linear,scale
TSM,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.0803930621955417,0.20988440237251674,1,0.9,linear,scale
CTRA,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.06929245009156641,0.1779659419451745,1,0.5,linear,scale
VTRS,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.15009740511012704,0.32780158923242597,1,0.2,linear,scale
MU,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.3717125726536487,-0.09636274114750451,0,0.1,linear,scale
C,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.0196994094687643,-0.1133597318898865,0,0.9,linear,scale
DVN,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.0326118296230757,0.02837800011054618,0,0.7,linear,scale
WMT,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.031341390765751896,0.0482547876711929,1,0.1,linear,scale
APH,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.1460353451936258,0.19301222509387012,1,0.2,linear,scale
MS,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.024113207063275997,0.019285905239328296,1,0.1,linear,scale
PPL,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.06765100639979302,0.012090516141950215,0,1.0,linear,scale
SONY,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.39013745546795076,0.049969860653981096,1,0.1,linear,scale
WFC,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.10513091115512341,-0.044338475682409506,1,0.3,linear,scale
PFE,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.03834210450573241,0.10189282050489439,1,0.3,linear,scale
PCG,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.0935696080963926,-0.08131336633643302,1,0.4,linear,scale
RIG,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.34410125359107485,0.442412272005689,1,0.1,linear,scale
CCL,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.01448377797829111,0.234113707343102,1,0.1,linear,scale
B,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.09915717302447954,-0.030131232785471605,1,0.1,linear,scale
CSCO,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.14893029840865002,-0.10162477843351791,0,1.0,linear,scale
HAL,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.4244172395445153,0.07104719911315419,0,0.8,rbf,scale
LOW,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.1084469411880123,0.03123742230201124,1,0.2,linear,scale
CSX,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.007724421217275182,0.19662536621660043,1,0.7,linear,scale
WDC,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.2679442254796809,0.3003489397663701,1,0.9,linear,scale
NOK,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.18681323858974647,0.0725879173722177,1,0.2,linear,scale
HD,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.16341607908338612,-0.04475207965983639,1,0.7,linear,scale
MNST,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.14016222212155022,0.4153904773157171,1,0.1,linear,scale
SBUX,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.22627159002972874,-0.284414577987311,0,0.1,linear,scale
RF,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.098050319705134,0.0035509410028811126,1,0.2,linear,scale
IPG,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.018993901338634607,-0.1013321812860429,0,0.2,linear,scale
VLY,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.09368838511050709,0.026916276126153917,1,0.1,linear,scale
UNH,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.019351135731626806,0.08649284779889581,1,0.4,linear,scale
NGD,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.03951149097486428,0.16233172089870623,1,1.0,linear,scale
HL,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.28874999816930425,-0.2914338442346477,0,0.8,linear,scale
SLB,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.034494514693354794,0.24252528162464004,1,1.0,linear,scale
CMCSA,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.02818123080008349,-0.0159252148663757,0,0.9,linear,scale
EXAS,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.7814447192003453,-0.26458958257821624,0,0.2,linear,scale
BAX,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.023484102496882167,0.088845201301279,1,0.1,linear,scale
NEE,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.0915564972591733,0.05657332032441549,0,1.0,linear,scale
BKR,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.15407274294229356,-0.007664296361946693,0,0.4,linear,scale
AMD,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.11606647032534956,0.4953447177046811,1,0.5,linear,scale
LEN,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.015889517291676272,0.027643161241848707,1,0.8,linear,scale
KO,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.04921378057533,-0.015900339680806896,0,0.7,linear,scale
CPRT,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.2808291486177757,0.13755573652531708,1,0.6,linear,scale
BP,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.07284620506568312,0.05827572486390439,0,0.1,linear,scale
XOM,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.018104973191599292,-0.061542217953714694,0,0.2,linear,scale
JHX,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.007213757332704676,-0.2504785421804089,0,0.2,linear,scale
ABT,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.12898487859504293,0.07162395039034061,1,0.1,linear,scale
ITUB,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.044919128277044224,0.2733482410640003,1,0.3,linear,scale
^VIX,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-1.1826095543019055,-0.8151574961032243,1,0.3,linear,scale
APA,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.04499784429389891,0.32083659058258923,1,0.1,linear,scale
SHEL,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.00520275896890251,-0.041485707646802907,0,0.6,linear,scale
CNQ,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.04361268182384494,0.26781018498080794,1,0.1,linear,scale
TEVA,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.05541821003089488,-0.18840209601486788,0,1.0,linear,scale
BCS,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.07872101126203232,0.13519975756306532,1,0.1,linear,scale
LYG,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.007077879304640582,-0.0174055146472754,0,0.8,linear,scale
TSCO,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.05128675535574623,0.49656240799052836,1,0.1,linear,scale
VZ,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.2024043802664134,0.003243119049925889,0,0.3,linear,scale
BMY,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.09980031882499012,-0.13350507343227042,0,0.2,linear,scale
NEM,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.2994686703780299,-0.5085962725351796,0,0.7,linear,scale
USB,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.014210187174509715,-0.015311201022142697,0,0.2,linear,scale
CLF,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.38944897217996366,0.08406876741161833,1,0.5,linear,scale
BBD,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.02578928928700436,-0.012524828877855193,1,0.9,linear,scale
DIS,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.027198104534069473,-0.08459499943856162,0,0.9,linear,scale
LUV,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.2820614742957861,0.011121399271102294,1,0.4,linear,scale
WIT,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.1167751386883231,-0.2285187164539099,0,0.7,linear,scale
BSX,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.14846241963944393,0.31865292744852675,1,0.2,linear,scale
BB,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.05500975684714121,0.15979976723800418,1,1.0,linear,scale
LNW,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.2001550521892441,0.24739781141297873,1,0.7,linear,scale
CVX,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.17266313470918604,0.026138504829995485,1,1.0,rbf,scale
BBWI,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.24615960914899185,-0.11650886144759881,1,0.6,linear,scale
FAST,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.08114110778989381,-0.07154041093029186,0,0.7,linear,scale
CCJ,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.243631575185593,0.4993544695337736,1,0.2,linear,scale
GOOG,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.06742628115846992,-0.006097327600235465,1,0.3,linear,scale
ES,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.011004476545315004,0.13991057819194427,1,0.1,linear,scale
KR,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.15156610096030818,-0.022245700039355103,1,0.1,linear,scale
HPQ,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.1814292322052919,-0.2181038646646411,0,0.8,linear,scale
IRM,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.1188673261990813,0.2242195161677303,1,0.1,linear,scale
ON,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.3572943807203651,0.1512598540775829,1,0.2,linear,scale
AZN,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.03730756882722941,0.10798668993106826,1,0.7,linear,scale
TGT,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.03410908177048607,-0.007174322850934299,1,0.9,rbf,0.01
HST,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.1274383572109975,0.2447268959271016,1,0.1,linear,scale
T,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.027675843786763896,0.20163917376250168,1,0.1,linear,scale
GOOGL,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.06742798401789203,-0.006098399466165194,1,0.3,linear,scale
LUMN,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.012019216926184283,-0.07169698892268031,0,0.1,linear,scale
VALE,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.2435140287153379,0.16062552488083648,1,0.3,linear,scale
TJX,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.11775548022005972,-0.28954702677044364,0,0.4,linear,scale
CRM,2005-08-10,2006-02-08,2006-02-09,2006-08-09,0.20666078598060106,-0.12164288189313474,0,0.1,linear,scale
NFLX,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.43521750056407127,-0.32941035489882897,1,0.6,linear,scale
LRCX,2005-08-10,2006-02-08,2006-02-09,2006-08-09,-0.2385473433042835,-0.2151095554562235,1,0.5,linear,scale
CDE,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.36547316693979903,-0.24566822130229146,0,1.0,rbf,0.01
ORCL,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.07854445984693968,-0.40913498511712276,0,0.1,linear,scale
AMZN,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.2871762274771576,-0.0048973435573659825,0,0.1,linear,scale
ASX,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.17859863553230937,-0.5639046270974823,0,0.1,linear,scale
PTEN,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.7703517208191207,-0.19844493867462523,0,0.4,linear,scale
FHN,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.0796449832461574,0.03750400595443199,1,0.6,linear,scale
KMB,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.0807762411266556,-0.06309420922609152,1,0.2,linear,scale
OXY,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.24835727266011784,-0.05305352899343032,0,0.1,linear,scale
ERIC,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.1821869157580363,0.033856003219130695,0,0.2,linear,scale
AES,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.12850712499604763,-0.18038961250635152,0,0.2,linear,scale
MSTR,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.2108081135708175,-0.08367795262114641,0,0.5,linear,scale
MRK,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.07486801638457101,0.05208459479843521,1,0.3,linear,scale
NVDA,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.4148171007065264,0.0011208579580436057,0,0.7,linear,scale
CAG,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.0439089993565851,-0.0788295897099497,0,0.3,linear,scale
MCHP,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.06917294096773706,0.07169399190427052,1,0.2,linear,scale
FE,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.15913544619439848,-0.0340293856653947,1,0.6,linear,scale
BA,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.015574398677909296,0.05477146780977589,1,0.2,linear,scale
NVO,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.15394492600065354,-0.08390556392062071,1,0.7,linear,scale
EQT,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.07205087908397519,0.1911565835692378,1,0.1,linear,scale
INFY,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.14987886917966162,-0.0826974392912472,1,0.7,linear,scale
UMC,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.24967670156381647,-0.322813567316505,0,0.4,linear,scale
JNJ,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.0115292113717348,0.038720057018932004,1,0.1,linear,scale
PBR-A,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.2941350438700847,-0.149963650758588,0,1.0,linear,scale
KEY,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.0396657582357851,-0.1125859989872957,0,0.5,linear,scale
CNC,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.7939456507683591,0.2550845782789504,0,1.0,rbf,scale
MDLZ,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.12044339753907793,-0.08605311826783399,0,0.6,linear,scale
MDT,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.1116992739012817,0.0454539644259832,1,0.4,linear,scale
GAP,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.2314772576929954,-0.081619571299168,1,0.1,linear,scale
MSFT,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.13419887719231277,0.0352644524289308,1,0.1,linear,scale
GSK,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.0138321726221753,0.0906847049163002,1,0.2,linear,scale
TXN,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.01784834369661667,0.016708922257473904,1,0.2,linear,scale
GGB,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.6626156937840724,0.14946252977592636,0,0.1,linear,scale
KGC,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.10544483809955349,-0.07414552741818992,1,0.3,linear,scale
PLUG,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.08908690114018201,-0.06953220801624699,1,0.9,linear,scale
INTC,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.1900458243260425,0.0055111425850696925,1,0.1,linear,scale
ABEV,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.3056007928916826,0.0986671026659688,0,0.1,linear,scale
FCX,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.2969963330346223,-0.22163526483510354,0,0.1,linear,scale
EQNR,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.22528790447421676,0.14941112221798583,0,1.0,linear,scale
NKE,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.014370163979751011,-0.120410890960126,0,0.9,linear,scale
AAPL,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.005579485548656202,-0.31985210804185527,0,0.4,linear,scale
AMAT,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.15528744693893132,0.007898621178313019,1,0.4,linear,scale
IAG,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.23242924873262183,-0.017248545365878474,1,0.2,linear,scale
HBAN,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.029469967412835703,0.009960491739083104,1,0.4,linear,scale
F,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.13373721876069533,0.030861803375366682,0,0.1,linear,scale
BAC,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.0473316475414863,-0.028542112547205494,0,0.1,linear,scale
TU,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.05279207857197762,-0.35350785926676337,0,0.4,linear,scale
MRVL,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.23711676570787094,-0.05166136064952667,1,0.3,linear,scale
QCOM,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.06160221710050332,0.22883324831156124,1,0.8,linear,scale
EXC,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.05209165093756331,0.0909035240197331,1,0.1,linear,scale
PBR,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.35349504091756906,-0.0770626734505952,0,1.0,linear,scale
TSM,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.07601060285603048,-0.11809113775757192,0,0.2,linear,scale
CTRA,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.22228067098863577,0.1332037171048748,0,0.4,linear,scale
VTRS,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.06061892708298479,0.002638247931627501,0,0.7,linear,scale
MU,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.013012251342432397,0.3857446992541785,1,0.3,linear,scale
C,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.025437756953673594,0.034848878035959305,1,0.5,linear,scale
DVN,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.08336496448282661,-0.2055943773285797,0,0.1,linear,scale
WMT,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.1408765441738032,0.071542136683092,0,0.7,linear,scale
APH,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.13891731159336462,-0.0407737922047798,0,0.1,linear,scale
MS,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.1873137824314658,0.07181973648813918,0,0.2,linear,scale
PPL,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.021299819913843002,0.0644846885894181,1,0.1,linear,scale
SONY,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.08104335240783891,0.16694850745384407,1,0.1,linear,scale
WFC,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.016534112841594794,-0.05773851450171601,0,0.1,linear,scale
PFE,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.1633131796413083,0.012638233506834613,0,0.1,linear,scale
PCG,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.03274124435136808,-0.03224906318167467,1,0.5,linear,scale
RIG,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.507412277338764,-0.30051422691881086,0,0.3,linear,scale
CCL,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.12256116959323593,-0.12637195326057274,0,0.1,linear,scale
B,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.16517566411095225,-0.35047418743678077,0,0.1,linear,scale
CSCO,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.1093806863248275,-0.11179396364250965,0,0.9,linear,scale
HAL,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.258865967498756,-0.01018666613447339,0,0.6,linear,scale
LOW,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.06344236660137206,0.22183982346336992,1,0.9,linear,scale
CSX,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.13644593659751678,-0.0040848878763142795,0,0.8,linear,scale
WDC,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.05280885581158236,-0.08628844382141572,0,1.0,linear,scale
NOK,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.057271367539275364,0.10273556317562821,1,1.0,linear,scale
HD,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.051588238984636,-0.06372336252356042,0,0.7,linear,scale
MNST,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.4096334225557405,-0.026911593395040095,0,0.2,linear,scale
SBUX,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.3793417883489801,0.2791671515185308,1,0.7,linear,scale
RF,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.10804755223969661,-0.026915441070897494,1,0.8,linear,scale
IPG,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.0924993784538293,0.033120287329281795,1,1.0,linear,scale
VLY,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.021007564675203698,0.004806723864546102,0,0.5,linear,scale
UNH,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.13884240569439035,0.2797940007269536,1,0.1,linear,scale
NGD,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.12301587889447814,0.0964469191475345,0,0.1,linear,scale
HL,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.2929276758606409,0.024198495239777358,0,0.4,linear,scale
