Ticker,Train Start,Train End,Test Start,Test End,Return_Predicted_Train,Return_Predicted_Test,Train < Test,Trigger_Up,Trigger_Down
RIG,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.5812174192597224,-0.19487395627004622,0,0.44555555555555554,-0.8811111111111111
SLB,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.38585785182954446,-0.08321433402983495,0,0.99,-0.7722222222222221
APA,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.3542381483698793,0.2340234075835073,0,0.01,-0.99
BSX,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.45999247651216724,0.1277075498183976,0,0.11888888888888888,-0.11888888888888888
GOOG,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.2170954925725413,-0.36515080935770433,0,0.99,-0.33666666666666667
GOOGL,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.21709477608008282,-0.3651514094575256,0,0.99,-0.33666666666666667
PTEN,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.25222124436694077,-0.013157320816559168,0,0.7722222222222221,-0.5544444444444444
PLUG,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.17421360248381212,-0.30390453410500845,0,0.99,-0.99
EQNR,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.2981951479360727,0.3309552978977799,1,0.01,-0.5544444444444444
F,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.503420371881,-0.351023517203938,0,0.11888888888888888,-0.5544444444444444
QCOM,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.3080940160053638,-0.10929291341506811,0,0.5544444444444444,-0.99
NOK,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.22419913673071218,-0.30970554903192105,0,0.6633333333333333,-0.99
NGD,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.15544669695783753,-0.1418984221342265,0,0.33666666666666667,-0.99
EXAS,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.5187424597329937,-0.14061203572618408,0,0.44555555555555554,-0.99
AMD,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.3265591515755264,0.11603045481254735,0,0.8811111111111111,-0.99
XOM,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.14041414580344333,0.062479767895899964,0,0.7722222222222221,-0.99
^VIX,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.6600607002933725,1.3219697598782574,1,0.01,-0.01
CNQ,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.31276900039481365,0.12393606163559077,0,0.99,-0.99
CCJ,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.12968409850404722,0.32806007770054446,1,0.99,-0.99
NFLX,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.45354432924398913,0.12667326208435176,0,0.11888888888888888,-0.11888888888888888
FHN,2007-02-12,2007-08-10,2007-08-13,2008-02-11,0.4080126396293138,0.04627380829012102,0,0.99,-0.01
NVO,2007-02-12,2007-08-10,2007-08-13,2008-02-11,0.14393490893695743,-0.1989982652709993,0,0.7722222222222221,-0.99
EQT,2007-02-12,2007-08-10,2007-08-13,2008-02-11,0.20150821202047714,0.18006992301082497,0,0.11888888888888888,-0.99
GSK,2007-02-12,2007-08-10,2007-08-13,2008-02-11,0.15401945784668822,-0.08877834927752881,0,0.99,-0.11888888888888888
AAPL,2007-02-12,2007-08-10,2007-08-13,2008-02-11,0.3172146590097635,-0.09907906221924109,0,0.5544444444444444,-0.99
IAG,2007-02-12,2007-08-10,2007-08-13,2008-02-11,0.3256112974269793,0.28694758252197905,0,0.8811111111111111,-0.6633333333333333
EXC,2007-02-12,2007-08-10,2007-08-13,2008-02-11,0.2897838571287107,-0.26921416755211086,0,0.33666666666666667,-0.99
MU,2007-02-12,2007-08-10,2007-08-13,2008-02-11,0.09944767277542703,-0.41515541763843333,0,0.99,-0.99
HD,2007-02-12,2007-08-10,2007-08-13,2008-02-11,0.21543849040300223,-0.11688195363985764,0,0.11888888888888888,-0.01
SBUX,2007-02-12,2007-08-10,2007-08-13,2008-02-11,0.38525673440054536,0.3089031694546969,0,0.11888888888888888,-0.01
LEN,2007-02-12,2007-08-10,2007-08-13,2008-02-11,0.7294487076453058,-0.11078523733220798,0,0.8811111111111111,-0.11888888888888888
BBWI,2007-02-12,2007-08-10,2007-08-13,2008-02-11,0.3055411476743647,0.18848901116017014,0,0.11888888888888888,-0.8811111111111111
IRM,2007-02-12,2007-08-10,2007-08-13,2008-02-11,0.24003056357842129,-0.18478367507898003,0,0.22777777777777777,-0.6633333333333333
NFLX,2007-02-12,2007-08-10,2007-08-13,2008-02-11,0.5690186819114456,-0.130624529365549,0,0.5544444444444444,-0.22777777777777777
NVDA,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.27798197234330313,-0.9986871357494878,0,0.44555555555555554,-0.8811111111111111
EQT,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.32005960143856144,-0.2311092166470437,0,0.01,-0.99
GGB,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.5148160014563896,0.2655980011799372,0,0.11888888888888888,-0.99
AAPL,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.6803539795047536,-0.046985074947053354,0,0.01,-0.01
IAG,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.38498331834836286,0.1530753163146489,0,0.99,-0.33666666666666667
VTRS,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.2463096577538733,0.2590040236323943,1,0.99,-0.44555555555555554
C,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.5157798397879263,-0.13502902424471858,0,0.99,-0.11888888888888888
NOK,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.29179129720701397,0.24641546546566673,0,0.6633333333333333,-0.99
SLB,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.16279734805516682,-0.08554433803567689,0,0.99,-0.99
CPRT,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.21721700379217662,0.08007325452554825,0,0.8811111111111111,-0.99
BBD,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.44047473116437574,0.07630857004829114,0,0.44555555555555554,-0.8811111111111111
BB,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.41410773201537665,0.17827259714576593,0,0.99,-0.99
LNW,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.7253039694464652,-0.450728616704938,0,0.99,-0.33666666666666667
BBWI,2007-08-13,2008-02-11,2008-02-12,2008-08-11,0.4103196117255513,0.1094593393657714,0,0.01,-0.01
CDE,2008-02-12,2008-08-11,2008-08-12,2009-02-10,0.6375214033709947,1.0811636433402,1,0.11888888888888888,-0.11888888888888888
MRK,2008-02-12,2008-08-11,2008-08-12,2009-02-10,0.3092958590174829,-0.11562690365787638,0,0.6633333333333333,-0.99
KGC,2008-02-12,2008-08-11,2008-08-12,2009-02-10,0.47006814954846576,0.8319918808405161,1,0.8811111111111111,-0.7722222222222221
IAG,2008-02-12,2008-08-11,2008-08-12,2009-02-10,0.6923992204610366,0.27424312888342944,0,0.7722222222222221,-0.7722222222222221
BAC,2008-02-12,2008-08-11,2008-08-12,2009-02-10,0.6610245939498631,0.02595045547795527,0,0.99,-0.7722222222222221
TU,2008-02-12,2008-08-11,2008-08-12,2009-02-10,0.5121327953484156,0.29726206386042936,0,0.01,-0.01
VTRS,2008-02-12,2008-08-11,2008-08-12,2009-02-10,0.4606379004322367,0.6334752696276497,1,0.6633333333333333,-0.6633333333333333
B,2008-02-12,2008-08-11,2008-08-12,2009-02-10,0.6299105397147926,0.42577693518261234,0,0.5544444444444444,-0.33666666666666667
RF,2008-02-12,2008-08-11,2008-08-12,2009-02-10,0.553060374353013,-0.128315191414893,0,0.99,-0.99
HL,2008-02-12,2008-08-11,2008-08-12,2009-02-10,0.7228688382073112,-0.5921357592061528,0,0.8811111111111111,-0.7722222222222221
SLB,2008-02-12,2008-08-11,2008-08-12,2009-02-10,0.2762131661409451,-0.2959547112164942,0,0.8811111111111111,-0.44555555555555554
BCS,2008-02-12,2008-08-11,2008-08-12,2009-02-10,0.28664235273002575,-0.014205507334821524,0,0.8811111111111111,-0.22777777777777777
BBWI,2008-02-12,2008-08-11,2008-08-12,2009-02-10,0.17360001484693569,-0.5870006089890663,0,0.8811111111111111,-0.99
CCJ,2008-02-12,2008-08-11,2008-08-12,2009-02-10,0.5590894459610792,0.2815444413122333,0,0.5544444444444444,-0.44555555555555554
EQT,2008-08-12,2009-02-10,2009-02-11,2009-08-11,0.7648366007513735,-0.47909706218947123,0,0.7722222222222221,-0.11888888888888888
PLUG,2008-08-12,2009-02-10,2009-02-11,2009-08-11,0.3545213303263936,-0.12820276759235205,0,0.6633333333333333,-0.99
FCX,2008-08-12,2009-02-10,2009-02-11,2009-08-11,0.3399111323880467,0.35037652473375897,1,0.99,-0.8811111111111111
F,2008-08-12,2009-02-10,2009-02-11,2009-08-11,1.4468923369725373,0.9790929928867531,0,0.44555555555555554,-0.44555555555555554
MRVL,2008-08-12,2009-02-10,2009-02-11,2009-08-11,0.7274313908415333,-0.7609936434505699,0,0.8811111111111111,-0.22777777777777777
VTRS,2008-08-12,2009-02-10,2009-02-11,2009-08-11,0.8053252677120314,-0.20927521203352611,0,0.6633333333333333,-0.01
MU,2008-08-12,2009-02-10,2009-02-11,2009-08-11,1.316869357449144,-0.5217665583873297,0,0.11888888888888888,-0.01
MS,2008-08-12,2009-02-10,2009-02-11,2009-08-11,1.5796038588412558,0.009188480267835229,0,0.7722222222222221,-0.6633333333333333
HAL,2008-08-12,2009-02-10,2009-02-11,2009-08-11,0.8607004582548652,0.19306451043189668,0,0.6633333333333333,-0.01
LOW,2008-08-12,2009-02-10,2009-02-11,2009-08-11,0.1530671437726126,-0.10731444530144502,0,0.99,-0.8811111111111111
NGD,2008-08-12,2009-02-10,2009-02-11,2009-08-11,2.759393828240883,0.1314867818136008,0,0.33666666666666667,-0.11888888888888888
EXAS,2008-08-12,2009-02-10,2009-02-11,2009-08-11,1.6944446806954792,-0.6570679624036403,0,0.33666666666666667,-0.11888888888888888
BB,2008-08-12,2009-02-10,2009-02-11,2009-08-11,0.28729807664469365,-0.12826097581855517,0,0.7722222222222221,-0.7722222222222221
VALE,2008-08-12,2009-02-10,2009-02-11,2009-08-11,1.493636023349821,0.2329098221781072,0,0.01,-0.01
CDE,2009-02-11,2009-08-11,2009-08-12,2010-02-10,1.27251707553035,0.08361472563676381,0,0.01,-0.7722222222222221
GAP,2009-02-11,2009-08-11,2009-08-12,2010-02-10,0.6060220368452256,0.06743419903633882,0,0.11888888888888888,-0.99
GGB,2009-02-11,2009-08-11,2009-08-12,2010-02-10,0.8088601791058809,-0.2384490937879334,0,0.11888888888888888,-0.7722222222222221
AAPL,2009-02-11,2009-08-11,2009-08-12,2010-02-10,0.3828065638899223,0.09151385416773537,0,0.33666666666666667,-0.99
F,2009-02-11,2009-08-11,2009-08-12,2010-02-10,1.458353819158012,-0.6013341082604813,0,0.44555555555555554,-0.99
TSM,2009-02-11,2009-08-11,2009-08-12,2010-02-10,0.3110351567981303,0.2548221125021103,0,0.01,-0.99
MU,2009-02-11,2009-08-11,2009-08-12,2010-02-10,0.869262836222831,0.040396300960177656,0,0.33666666666666667,-0.33666666666666667
C,2009-02-11,2009-08-11,2009-08-12,2010-02-10,3.4527915271138667,0.1895138838089691,0,0.6633333333333333,-0.11888888888888888
RF,2009-02-11,2009-08-11,2009-08-12,2010-02-10,0.2434946137915068,0.20460373115809755,0,0.99,-0.99
HL,2009-02-11,2009-08-11,2009-08-12,2010-02-10,1.2102858091715334,0.7897245826885768,0,0.44555555555555554,-0.22777777777777777
EXAS,2009-02-11,2009-08-11,2009-08-12,2010-02-10,2.986293451891902,-0.4122842974665894,0,0.01,-0.01
LEN,2009-02-11,2009-08-11,2009-08-12,2010-02-10,0.6180208478204727,0.20354470622914708,0,0.33666666666666667,-0.8811111111111111
APA,2009-02-11,2009-08-11,2009-08-12,2010-02-10,0.5582326138353246,0.057122737315736374,0,0.6633333333333333,-0.99
LRCX,2009-02-11,2009-08-11,2009-08-12,2010-02-10,0.32062874837109,0.15512004842317828,0,0.8811111111111111,-0.99
AMZN,2009-08-12,2010-02-10,2010-02-11,2010-08-11,0.292904326545561,0.3489198810460599,1,0.11888888888888888,-0.8811111111111111
OXY,2009-08-12,2010-02-10,2010-02-11,2010-08-11,0.32190406185041115,-0.0603737017933543,0,0.7722222222222221,-0.44555555555555554
BA,2009-08-12,2010-02-10,2010-02-11,2010-08-11,0.2669748424351087,0.32307999784876035,1,0.01,-0.99
GGB,2009-08-12,2010-02-10,2010-02-11,2010-08-11,0.4521838689082924,0.005693127395741765,0,0.6633333333333333,-0.8811111111111111
KGC,2009-08-12,2010-02-10,2010-02-11,2010-08-11,0.2358982589943532,0.035639391902359686,0,0.99,-0.8811111111111111
PBR,2009-08-12,2010-02-10,2010-02-11,2010-08-11,0.4941303102444332,0.23541312263923053,0,0.11888888888888888,-0.11888888888888888
HL,2009-08-12,2010-02-10,2010-02-11,2010-08-11,0.6231590167402631,-0.0592304907935203,0,0.6633333333333333,-0.99
AMD,2009-08-12,2010-02-10,2010-02-11,2010-08-11,0.6240318273682264,-0.13591663398975887,0,0.01,-0.99
ITUB,2009-08-12,2010-02-10,2010-02-11,2010-08-11,0.736263871217918,-0.1830679056495148,0,0.11888888888888888,-0.44555555555555554
^VIX,2009-08-12,2010-02-10,2010-02-11,2010-08-11,0.590221388637519,1.0961967315077181,1,0.6633333333333333,-0.7722222222222221
TSCO,2009-08-12,2010-02-10,2010-02-11,2010-08-11,0.2821766749431893,-0.35865696551735426,0,0.5544444444444444,-0.11888888888888888
LNW,2009-08-12,2010-02-10,2010-02-11,2010-08-11,0.7440116184788357,0.2098591122889351,0,0.44555555555555554,-0.11888888888888888
VALE,2009-08-12,2010-02-10,2010-02-11,2010-08-11,0.48700255605224907,0.0641966689769374,0,0.11888888888888888,-0.11888888888888888
NFLX,2009-08-12,2010-02-10,2010-02-11,2010-08-11,0.49331133868504456,-0.15625320432253278,0,0.7722222222222221,-0.33666666666666667
BA,2010-02-11,2010-08-11,2010-08-12,2011-02-09,0.22312018241892356,0.050633477461632596,0,0.5544444444444444,-0.44555555555555554
GGB,2010-02-11,2010-08-11,2010-08-12,2011-02-09,0.6141872420364426,0.004064639301924317,0,0.5544444444444444,-0.44555555555555554
KGC,2010-02-11,2010-08-11,2010-08-12,2011-02-09,0.2905969366503196,-0.39511635941850765,0,0.99,-0.33666666666666667
IAG,2010-02-11,2010-08-11,2010-08-12,2011-02-09,0.46334612892331917,-0.03318033335376548,0,0.11888888888888888,-0.5544444444444444
C,2010-02-11,2010-08-11,2010-08-12,2011-02-09,0.2728900739411294,0.09519146661294374,0,0.99,-0.33666666666666667
HAL,2010-02-11,2010-08-11,2010-08-12,2011-02-09,0.4878032064192595,-0.305764929888101,0,0.01,-0.7722222222222221
MNST,2010-02-11,2010-08-11,2010-08-12,2011-02-09,0.3975690426414032,-0.2224483266135042,0,0.5544444444444444,-0.6633333333333333
EXAS,2010-02-11,2010-08-11,2010-08-12,2011-02-09,0.6594431531198498,0.03293073574868833,0,0.22777777777777777,-0.44555555555555554
BP,2010-02-11,2010-08-11,2010-08-12,2011-02-09,0.5812273110289982,-0.03292305415023307,0,0.11888888888888888,-0.6633333333333333
^VIX,2010-02-11,2010-08-11,2010-08-12,2011-02-09,1.5884249501372079,-0.13313736863431094,0,0.22777777777777777,-0.01
NEM,2010-02-11,2010-08-11,2010-08-12,2011-02-09,0.1914115230585946,-0.01780649474542203,0,0.8811111111111111,-0.8811111111111111
CCJ,2010-02-11,2010-08-11,2010-08-12,2011-02-09,0.1706517092372214,-0.16555022933663327,0,0.99,-0.11888888888888888
IRM,2010-02-11,2010-08-11,2010-08-12,2011-02-09,0.3496422394331248,0.0030101630402160923,0,0.5544444444444444,-0.22777777777777777
VALE,2010-02-11,2010-08-11,2010-08-12,2011-02-09,0.5323334554646929,-0.18594734707680247,0,0.01,-0.6633333333333333
NVDA,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.36711989907300174,-0.24904739190950884,0,0.22777777777777777,-0.99
MRVL,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.39672051057247093,0.2604701509261546,0,0.01,-0.8811111111111111
PBR,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.2916019663545678,0.3317948369126427,1,0.5544444444444444,-0.33666666666666667
DVN,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.1421259965073826,-0.14154788215182426,0,0.11888888888888888,-0.8811111111111111
CCL,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.3200839807236562,-0.43672990660929956,0,0.01,-0.7722222222222221
NOK,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.2860078131192606,0.2891276155009572,1,0.5544444444444444,-0.99
EXAS,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.39355867478030543,0.7589523339305307,1,0.8811111111111111,-0.01
AMD,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.1275306473971559,0.23772806971045238,1,0.01,-0.99
TEVA,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.15737070009574622,-0.1273943458124996,0,0.44555555555555554,-0.44555555555555554
GOOG,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.2487630432527174,0.10784002136764091,0,0.11888888888888888,-0.7722222222222221
HPQ,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.2952230903557401,0.42665614055058854,1,0.6633333333333333,-0.7722222222222221
ON,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.27350545427784734,-0.20737334499244048,0,0.8811111111111111,-0.99
GOOGL,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.2487637092510855,0.10783953655217829,0,0.11888888888888888,-0.7722222222222221
LRCX,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.3367985143889021,0.040216467397219596,0,0.01,-0.99
CDE,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.5188142564479354,-0.07635816015204203,0,0.8811111111111111,-0.6633333333333333
GGB,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.5663088404843234,-0.43772850554424403,0,0.7722222222222221,-0.01
PLUG,2011-02-10,2011-08-10,2011-08-11,2012-02-09,1.1513468886956126,-0.09309716717870523,0,0.8811111111111111,-0.01
INTC,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.11031499045173919,-0.006028119361917616,0,0.99,-0.22777777777777777
FCX,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.15823534360815467,0.2899927213610527,1,0.8811111111111111,-0.99
SONY,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.40819505852706645,-0.2788793177155403,0,0.99,-0.22777777777777777
B,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.2739865874020405,0.007064999612596219,0,0.5544444444444444,-0.6633333333333333
BKR,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.18467440152118264,0.13599504497769355,0,0.99,-0.5544444444444444
^VIX,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.2422581706094315,-0.16041737400671435,0,0.99,-0.8811111111111111
APA,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.24633565578908825,0.0023025234101861514,0,0.99,-0.6633333333333333
SHEL,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.3270165742637857,-0.11051989813091867,0,0.01,-0.22777777777777777
CCJ,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.4253758506068659,0.12146836201798446,0,0.99,-0.44555555555555554
IRM,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.2541137194061559,-0.12401134109102877,0,0.5544444444444444,-0.5544444444444444
VALE,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.4304487921956179,-0.14679062535696363,0,0.7722222222222221,-0.8811111111111111
AMZN,2011-08-11,2012-02-09,2012-02-10,2012-08-09,0.4647961431552912,-0.194457598975014,0,0.99,-0.8811111111111111
MCHP,2011-08-11,2012-02-09,2012-02-10,2012-08-09,0.4133468839790641,0.1299819826248558,0,0.01,-0.99
BA,2011-08-11,2012-02-09,2012-02-10,2012-08-09,0.3595416159737354,0.008479691831111694,0,0.8811111111111111,-0.6633333333333333
EQT,2011-08-11,2012-02-09,2012-02-10,2012-08-09,0.5296385362289251,0.11153357104858289,0,0.44555555555555554,-0.01
CNC,2011-08-11,2012-02-09,2012-02-10,2012-08-09,0.3329641552943249,-0.11118863128769799,0,0.8811111111111111,-0.99
GGB,2011-08-11,2012-02-09,2012-02-10,2012-08-09,0.5041059953889497,-0.1890069076686957,0,0.11888888888888888,-0.99
FCX,2011-08-11,2012-02-09,2012-02-10,2012-08-09,0.5831067467107447,0.1765237901582502,0,0.44555555555555554,-0.6633333333333333
IAG,2011-08-11,2012-02-09,2012-02-10,2012-08-09,0.23368218374659996,-0.013747782442653875,0,0.99,-0.99
F,2011-08-11,2012-02-09,2012-02-10,2012-08-09,0.5746944950692261,-0.20993027434961054,0,0.11888888888888888,-0.44555555555555554
C,2011-08-11,2012-02-09,2012-02-10,2012-08-09,0.5587290660706482,0.20272424307167283,0,0.22777777777777777,-0.8811111111111111
HAL,2011-08-11,2012-02-09,2012-02-10,2012-08-09,0.4777237894386639,-0.042053671282969676,0,0.22777777777777777,-0.5544444444444444
AMD,2011-08-11,2012-02-09,2012-02-10,2012-08-09,0.7740364701109593,-0.5888547240527594,0,0.6633333333333333,-0.22777777777777777
CNQ,2011-08-11,2012-02-09,2012-02-10,2012-08-09,0.3163193773963448,-0.4651039425766527,0,0.8811111111111111,-0.99
BB,2011-08-11,2012-02-09,2012-02-10,2012-08-09,0.8028875005078214,-0.5309134694130005,0,0.44555555555555554,-0.44555555555555554
FHN,2012-02-10,2012-08-09,2012-08-10,2013-02-12,0.2212277715192646,0.015627229945581883,0,0.99,-0.99
OXY,2012-02-10,2012-08-09,2012-08-10,2013-02-12,0.1241552263698913,-0.024415695902193793,0,0.99,-0.8811111111111111
GGB,2012-02-10,2012-08-09,2012-08-10,2013-02-12,0.2508011826291596,-0.2307890433348533,0,0.01,-0.99
KGC,2012-02-10,2012-08-09,2012-08-10,2013-02-12,0.2726697436270184,-0.00016142908414626509,0,0.6633333333333333,-0.22777777777777777
FCX,2012-02-10,2012-08-09,2012-08-10,2013-02-12,0.39770344856192397,0.011260694770926224,0,0.22777777777777777,-0.11888888888888888
MU,2012-02-10,2012-08-09,2012-08-10,2013-02-12,0.4909171590306302,0.23632596047350563,0,0.44555555555555554,-0.22777777777777777
DVN,2012-02-10,2012-08-09,2012-08-10,2013-02-12,0.34228356028323703,-0.07016093229696159,0,0.5544444444444444,-0.7722222222222221
EXAS,2012-02-10,2012-08-09,2012-08-10,2013-02-12,0.329458105973661,-0.018729165223504186,0,0.01,-0.99
BKR,2012-02-10,2012-08-09,2012-08-10,2013-02-12,0.2897164988725666,-0.13424158875956368,0,0.99,-0.6633333333333333
CPRT,2012-02-10,2012-08-09,2012-08-10,2013-02-12,0.41904704887852073,0.16420609195441027,0,0.01,-0.01
ITUB,2012-02-10,2012-08-09,2012-08-10,2013-02-12,0.3416217888941108,0.14842113951380048,0,0.33666666666666667,-0.01
LNW,2012-02-10,2012-08-09,2012-08-10,2013-02-12,0.1663394579442029,-0.1275335559146836,0,0.99,-0.99
HPQ,2012-02-10,2012-08-09,2012-08-10,2013-02-12,0.37203671336263466,-0.11384687576168374,0,0.01,-0.01
ON,2012-02-10,2012-08-09,2012-08-10,2013-02-12,0.3733276126651002,-0.34126875281898045,0,0.99,-0.6633333333333333
CDE,2012-08-10,2013-02-12,2013-02-13,2013-08-13,0.3102469948425199,-0.4059941975875485,0,0.01,-0.99
KGC,2012-08-10,2013-02-12,2013-02-13,2013-08-13,0.37951410480946557,0.16701342064511698,0,0.01,-0.44555555555555554
PLUG,2012-08-10,2013-02-12,2013-02-13,2013-08-13,1.3459064079224021,-0.12550280451869467,0,0.11888888888888888,-0.01
IAG,2012-08-10,2013-02-12,2013-02-13,2013-08-13,0.5796083252679267,-0.8346562797980782,0,0.7722222222222221,-0.6633333333333333
F,2012-08-10,2013-02-12,2013-02-13,2013-08-13,0.34400471415117595,0.2681300468502296,0,0.01,-0.99
MRVL,2012-08-10,2013-02-12,2013-02-13,2013-08-13,0.4745755699525232,0.3367746748477737,0,0.01,-0.7722222222222221
NOK,2012-08-10,2013-02-12,2013-02-13,2013-08-13,0.40680392455624925,0.30188922720172917,0,0.33666666666666667,-0.99
LYG,2012-08-10,2013-02-12,2013-02-13,2013-08-13,0.4461216573878869,-0.3824717844523715,0,0.11888888888888888,-0.99
NEM,2012-08-10,2013-02-12,2013-02-13,2013-08-13,0.1927307344742573,0.11268925223288079,0,0.99,-0.99
CLF,2012-08-10,2013-02-12,2013-02-13,2013-08-13,0.559459615139435,0.0890205634619775,0,0.8811111111111111,-0.22777777777777777
BSX,2012-08-10,2013-02-12,2013-02-13,2013-08-13,0.33931373099606765,0.42219272904945926,1,0.01,-0.99
BB,2012-08-10,2013-02-12,2013-02-13,2013-08-13,1.0653226996682437,0.11336622149713493,0,0.7722222222222221,-0.7722222222222221
KR,2012-08-10,2013-02-12,2013-02-13,2013-08-13,0.2316903233532645,0.30798195762273317,1,0.5544444444444444,-0.8811111111111111
NFLX,2012-08-10,2013-02-12,2013-02-13,2013-08-13,0.8372211535806685,-0.38506388547563253,0,0.01,-0.99
PTEN,2013-02-13,2013-08-13,2013-08-14,2014-02-12,0.5299647733375865,0.14267728365898794,0,0.7722222222222221,-0.33666666666666667
CNC,2013-02-13,2013-08-13,2013-08-14,2014-02-12,0.30002318391203914,-0.05995743727927022,0,0.01,-0.22777777777777777
KGC,2013-02-13,2013-08-13,2013-08-14,2014-02-12,0.18913433014302095,-0.11755638399818713,0,0.8811111111111111,-0.22777777777777777
PLUG,2013-02-13,2013-08-13,2013-08-14,2014-02-12,2.5289838025946927,2.4567014570731653,0,0.22777777777777777,-0.8811111111111111
AAPL,2013-02-13,2013-08-13,2013-08-14,2014-02-12,0.29383355085135576,-0.10156230492988524,0,0.01,-0.01
IAG,2013-02-13,2013-08-13,2013-08-14,2014-02-12,0.37003691697837415,-0.481883128686923,0,0.99,-0.6633333333333333
PBR,2013-02-13,2013-08-13,2013-08-14,2014-02-12,0.21088266818159732,0.3077595601872857,1,0.8811111111111111,-0.99
RIG,2013-02-13,2013-08-13,2013-08-14,2014-02-12,0.31606469264609266,-0.00969791575461706,0,0.7722222222222221,-0.22777777777777777
BKR,2013-02-13,2013-08-13,2013-08-14,2014-02-12,0.20863675139014787,-0.07856937087338453,0,0.01,-0.01
LYG,2013-02-13,2013-08-13,2013-08-14,2014-02-12,0.22900011223309955,0.21070744907445868,0,0.01,-0.99
NEM,2013-02-13,2013-08-13,2013-08-14,2014-02-12,0.33803271576751104,0.40975314125245654,1,0.99,-0.6633333333333333
CLF,2013-02-13,2013-08-13,2013-08-14,2014-02-12,0.785334483412806,-0.664818710856724,0,0.01,-0.44555555555555554
HPQ,2013-02-13,2013-08-13,2013-08-14,2014-02-12,0.45029177348170135,-0.315344115377601,0,0.6633333333333333,-0.8811111111111111
NFLX,2013-02-13,2013-08-13,2013-08-14,2014-02-12,0.5787737647189418,0.5439563344474079,0,0.6633333333333333,-0.8811111111111111
BA,2013-08-14,2014-02-12,2014-02-13,2014-08-13,0.25346321822972917,-0.05015815101695611,0,0.01,-0.8811111111111111
MSFT,2013-08-14,2014-02-12,2014-02-13,2014-08-13,0.2898032310231438,-0.06949088729983798,0,0.8811111111111111,-0.8811111111111111
PLUG,2013-08-14,2014-02-12,2014-02-13,2014-08-13,0.9923328131522784,0.8148904694027252,0,0.01,-0.99
MRVL,2013-08-14,2014-02-12,2014-02-13,2014-08-13,0.7243100377749926,-0.14053654317646588,0,0.01,-0.11888888888888888
