Ticker,Train Start,Train End,Test Start,Test End,Return_Predicted_Train,Return_Predicted_Test,Market_Return_Train,Market_Return_Test,Ratio_Train,Model_train_>_Market_train,Model_test_>_Market_test,Trigger_Up,Trigger_Down
NGD,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.014413396537963696,-0.5161762466132178,0.36592477104343135,-0.3795414607227057,0.03938896100655886,0,0,1.1111111111111112,-1.6666666666666667
HL,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.43114188812759713,0.09321051610663773,0.8717064420996824,-0.09252165073254458,0.4945952757778228,0,1,0.0,-1.6666666666666667
SLB,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.0127702885055609,0.0212405483878659,0.05769370224497227,0.04382288512469204,0.22134631699205556,0,0,1.6666666666666667,-1.6666666666666667
CMCSA,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.03168997822233771,0.09386322106255349,0.12410542424073509,0.11113450968372716,0.25534724542632936,0,0,0.5555555555555556,-1.1111111111111112
EXAS,2016-03-23,2016-09-20,2016-09-21,2017-03-22,1.1151672284866347,0.12885491831748905,1.4111292670556628,0.05225574598869291,0.7902658208014095,0,1,0.0,-1.6666666666666667
BAX,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.0703234749377619,0.11159695765974899,0.1676039565426214,0.09125503639828242,0.4195812341690082,0,1,0.5555555555555556,-1.6666666666666667
NEE,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.0,0.08271078585815159,0.08131205465384471,0.058535098512271025,0.0,0,1,1.6666666666666667,-1.6666666666666667
BKR,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.0,-0.10115737346200246,0.11796925736264494,0.2119177288937101,0.0,0,0,2.2222222222222223,-1.6666666666666667
AMD,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.1548526167405132,0.10794497966508237,1.0333761616776145,0.8994934924993437,0.14985116019041966,0,0,1.1111111111111112,-1.6666666666666667
LEN,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.0658831008336616,0.04382757158587809,-0.046251920406479616,0.1689082241558528,-1.4244403314425789,1,0,1.6666666666666667,-0.5555555555555556
KO,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.0160016648245948,-0.0075015934412467,-0.04987870642942351,0.017357262833908992,-0.3208115440450837,1,0,1.6666666666666667,-1.6666666666666667
CPRT,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.0686396745470242,-0.12383596848662011,0.24523976284228005,0.14157699945852803,0.2798880318244645,0,0,0.0,-1.1111111111111112
BP,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.1303778634498841,0.0611695764435849,0.14435620246037906,0.0551141471233777,0.903167728353539,0,1,1.1111111111111112,-1.1111111111111112
XOM,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.0355988167398114,0.010287863498969204,0.007767546828161711,0.005093005131869407,4.583019263011809,1,1,1.6666666666666667,-1.1111111111111112
JHX,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.11948049654932831,-0.02989931244030109,0.1998654738833655,-0.008408993073847616,0.5978045843928649,0,0,0.0,-1.6666666666666667
ABT,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.16625475659732383,0.025939773091422688,0.04323514551225069,0.08834155899424241,3.845361328787838,1,0,0.0,-1.6666666666666667
ITUB,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.1586004173993115,-0.0842298049665154,0.30569503605710374,0.25789697164939535,0.5188190801033647,0,0,1.1111111111111112,-1.6666666666666667
^VIX,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.08602644469679238,0.004095464132698595,0.4894745633412195,0.1886799503953785,0.17575263586643652,0,0,1.1111111111111112,-1.6666666666666667
APA,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.1349027310226696,0.16929763232221082,0.23308555385052485,-0.15629283646487857,0.5787691634857011,0,1,0.0,-1.6666666666666667
SHEL,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.1281892881075606,-0.024679916207652305,0.04101704826368392,0.13615680893541013,3.125268480644379,1,0,0.5555555555555556,-1.1111111111111112
CNQ,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.05393229050824844,0.11946604747690227,0.15730922023593769,0.10673815845891081,0.34284252650517855,0,1,0.0,-2.2222222222222223
TEVA,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.05289034002457567,0.2792198606208163,-0.04121529486409228,-0.3841171144896123,-1.283269723023502,1,1,0.5555555555555556,0.0
BCS,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.5602636766554799,0.02959910498788991,0.06306086808662412,0.25584701573907953,8.884490392454934,1,0,0.0,-0.5555555555555556
LYG,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.2565780189469294,-0.004603995206975698,-0.135989746248526,0.13670824452956218,-1.8867453320930838,1,0,0.5555555555555556,-2.2222222222222223
TSCO,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.021140033964478302,0.1190235352567916,-0.24386005137566488,0.031243536195919623,-0.08668920491578266,1,1,1.6666666666666667,-1.1111111111111112
VZ,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.0,0.0591109529009634,-0.005196661635803095,-0.014310124404936992,-0.0,1,1,1.6666666666666667,-1.6666666666666667
BMY,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.0470924866024283,0.007897558700129897,-0.08108795458187038,0.04738062455748766,-0.5807581020542504,1,0,1.6666666666666667,-1.6666666666666667
NEM,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.21166961794613484,-0.1299724947755445,0.47330794217394956,-0.14482123607410266,0.44721332368503186,0,1,0.0,-1.6666666666666667
USB,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.0507165758334958,0.040397862140821604,0.0644225945337545,0.2130692406797541,0.7872482659313361,0,0,0.5555555555555556,-1.6666666666666667
CLF,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.8009566749184128,0.31235409999195585,1.0774882100438399,0.4681854858158059,0.743355395866303,0,0,0.5555555555555556,-1.6666666666666667
BBD,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.052954043252580574,-0.29139089055568107,0.34664316721126465,0.1844654385898233,0.1527624031322887,0,0,0.0,-1.6666666666666667
DIS,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.053801840648082605,0.03861362006827289,-0.02873256496281048,0.20452013784895018,-1.8725039243005324,1,0,0.5555555555555556,-1.1111111111111112
LUV,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.5152135680312646,-0.42880568870197927,-0.15854062050810833,0.3779778937452809,-3.249725946448625,1,0,0.0,0.0
WIT,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.1697692854650872,-0.08548939996905691,-0.21343672707152503,0.03833631787366099,-0.7954080246376511,1,0,1.6666666666666667,0.0
BSX,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.007772179359208995,-0.17008172611431358,0.2637037171112311,0.033058770345956015,0.029473150565908268,0,0,0.0,-1.1111111111111112
BB,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.2492403749752669,-0.07669400214282222,0.004529032709151521,-0.08560071840714739,55.031701244206765,1,1,0.0,0.0
LNW,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.2014286702549295,0.4596337499853965,0.21318435564031313,0.6901762756010115,0.9448567163848648,0,0,2.2222222222222223,-1.1111111111111112
CVX,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.0151127186295892,-0.004340239060471799,0.07137707364718167,0.10974127454889589,0.21173071208118835,0,0,1.6666666666666667,-1.6666666666666667
BBWI,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.2489062066137591,-0.04204835171898694,-0.12568878157431407,-0.3675407051934188,-1.980337493100704,1,1,0.0,0.0
FAST,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.05195963883972758,-0.19300196046491525,-0.1784511494069705,0.27828544521122994,-0.29117009900132357,1,0,1.6666666666666667,0.0
CCJ,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.17859003163930398,-0.11445768745427962,-0.33070812126504595,0.27900631058071185,-0.5400231205576383,1,0,1.6666666666666667,-0.5555555555555556
GOOG,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.014489363141452903,0.036074662160210616,0.05153867547182154,0.07233864297354213,0.281135729795285,0,0,1.1111111111111112,-1.1111111111111112
ES,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.0,0.0339730474096457,-0.03931487377308618,0.09720963384962501,-0.0,1,0,1.6666666666666667,-1.6666666666666667
KR,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.0562009222556481,0.005336984186645605,-0.17117166095408098,-0.040617196907484714,-0.3283307642304454,1,1,1.6666666666666667,-1.1111111111111112
HPQ,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.13471557853736613,0.14899408432162942,0.22788447768953776,0.17206062849615172,0.5911573263050331,0,0,0.0,-1.6666666666666667
IRM,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.2747776924655948,0.2545390548558729,0.14394953633668223,-0.007232391077148606,1.9088473603896843,1,1,0.0,-0.5555555555555556
ON,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.215087876299018,0.3131922013675334,0.2422731222240825,0.2565265139011954,0.8877909126877045,0,1,0.0,-1.1111111111111112
AZN,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.1801571422288596,-0.17734295787044133,0.21141621650716194,-0.0412813319673733,0.8521443870544178,0,0,0.0,-1.1111111111111112
TGT,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.07914096997592149,-0.1069035549210227,-0.1435131219576131,-0.2223525124139267,-0.551454591025453,1,1,0.5555555555555556,-0.5555555555555556
HST,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.33552806116317235,0.12141164010743215,0.036866352218040736,0.16341584215265229,9.10120044366581,1,0,0.0,-0.5555555555555556
T,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.006759920986036301,0.15030408477724985,0.07175182614316811,0.06312607686128724,0.09421252878704539,0,1,0.0,-1.6666666666666667
GOOGL,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.0368703264573804,0.0435962378389292,0.06201804738089149,0.06004822681594796,0.5945096308972248,0,0,1.1111111111111112,-2.2222222222222223
LUMN,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.0,0.2286795123127536,-0.09496832375754599,-0.09437255926860853,-0.0,1,1,1.6666666666666667,-2.2222222222222223
VALE,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.3345696931983623,0.23737763635375592,0.39196747721305775,0.6312671545338713,0.8535649324204101,0,0,1.1111111111111112,-1.6666666666666667
TJX,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.031675394947969615,-0.10569985347003528,-0.01989741363660153,0.04523408251047981,-1.5919352900068553,1,0,0.5555555555555556,-2.2222222222222223
CRM,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.0654457179147222,-0.029088302468932882,0.026011066839208688,0.11676012148722709,2.516072036540628,1,0,1.6666666666666667,-1.1111111111111112
NFLX,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.12075972126872729,0.04993067083503951,0.02770967179278308,0.43778812519658267,4.358035063417058,1,0,1.6666666666666667,-0.5555555555555556
LRCX,2016-03-23,2016-09-20,2016-09-21,2017-03-22,0.059593508203640747,0.13472794438869362,0.16864348180828867,0.3177893580120659,0.35336976896258426,0,0,0.0,-1.1111111111111112
CDE,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.13531511347845446,-0.727784344726909,-0.4220707934835475,0.18936870191218957,-0.32059814506859285,1,0,0.5555555555555556,0.0
ORCL,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.15961444234408598,-0.10678947116845158,0.13962660125227022,0.0826838771403553,1.1431520993317221,1,0,0.5555555555555556,-0.5555555555555556
AMZN,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.17286937316314757,0.14562591817196088,0.08185655953900915,0.1462607416649527,2.111857304248975,1,0,0.0,0.0
ASX,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.07683428925226221,-0.11503305226053458,0.083747830390039,-0.00414451532696471,0.9174481164995161,0,0,0.0,-1.1111111111111112
PTEN,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.09020383123104342,-0.0220397802775918,0.2764609894717115,-0.18684104478736974,0.3262805049038335,0,1,1.1111111111111112,-1.6666666666666667
FHN,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.14093880378138418,-0.10023517437116178,0.20037518480969688,0.009034694804895592,0.7033745416890747,0,0,0.5555555555555556,-1.1111111111111112
KMB,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.1892979567988533,-0.06654864653362717,0.0829169711659153,-0.08229985345985756,2.282982049839612,1,1,0.5555555555555556,0.0
OXY,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.027441684447343212,-0.12129889980107142,-0.0878520157465618,0.025745854216882358,-0.31236260447919406,1,0,2.2222222222222223,0.0
ERIC,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.4651070019408232,-0.20586614844486242,-0.009679193536891643,-0.09858923918696962,-48.05224734561788,1,0,0.0,-0.5555555555555556
AES,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.09162225285173631,0.0004076770371349986,-0.12130824145432431,0.03742841418839248,-0.7552846513419655,1,0,1.6666666666666667,-1.1111111111111112
MSTR,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.042538932001219554,-0.025331544252036656,0.12351438581067807,-0.34857612430192864,0.3444046757956026,0,1,0.0,-1.6666666666666667
MRK,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.0323906284788633,0.0065947279570508,0.037196092688787895,0.05678868395559859,0.8708072847830838,0,0,1.1111111111111112,-1.1111111111111112
NVDA,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.2666361635669562,0.2146814755165231,0.5883597525016704,0.6044147878059825,0.45318559339457737,0,0,0.0,-1.6666666666666667
CAG,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.1502681676860966,-0.1484309169036304,0.20649665769293143,-0.1609603683136447,0.7277026629145311,0,1,0.5555555555555556,-1.1111111111111112
MCHP,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.11226532512179879,0.082152951864743,0.2088668638290223,0.2144838836254624,0.5374970594363824,0,0,0.5555555555555556,-1.6666666666666667
FE,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.11865207559816701,-0.017129532412533097,-0.06216152034832014,0.02896371125020551,-1.9087704890952442,1,0,1.1111111111111112,-1.1111111111111112
BA,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.3006629415312151,0.2546310002623254,0.32712157850059614,0.3886957920201148,0.9191168094423559,0,0,0.0,-1.1111111111111112
NVO,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.1126713435275294,-0.2758317849094977,-0.28328368697968803,0.4185275532940186,-0.39773325717695895,1,0,1.6666666666666667,-0.5555555555555556
EQT,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.014243686645636008,-0.0572156978802056,-0.2433510190011863,0.14731256540010065,-0.05853144442993507,1,0,1.1111111111111112,-0.5555555555555556
INFY,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.0043232440421227,0.0098998294426001,-0.006976034816817278,-0.031134978857415993,-0.6197279909929008,1,1,2.2222222222222223,-1.6666666666666667
UMC,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.0105263678574945,-0.18002791444295962,0.044010471872264686,0.331443883852598,0.23917870928641866,0,0,1.6666666666666667,-2.2222222222222223
JNJ,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.04408290628130314,-0.0334401798070338,0.0776745338622195,0.07270323717853804,0.5675335800469457,0,0,0.5555555555555556,-1.6666666666666667
PBR-A,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.0881755867121377,-0.05679242399283552,0.10535647948124047,0.22251913738842782,0.8369260926931223,0,0,2.2222222222222223,-1.1111111111111112
KEY,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.1977129964305016,0.11247480444422918,0.36530270979482055,0.07367222965878367,0.5412305770782566,0,1,0.0,-1.1111111111111112
CNC,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.011129382976634902,-0.10371126471742022,0.041385776861406695,0.3454289886826803,0.26891806366001403,0,0,1.6666666666666667,-1.1111111111111112
MDLZ,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.0,0.0,0.0482850011223766,-0.07191878109837518,0.0,0,1,2.2222222222222223,-1.6666666666666667
MDT,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.039404697533343205,-0.0092790234058556,-0.046279887513189275,0.0003343927167750796,-0.851443243506443,1,0,0.5555555555555556,-2.2222222222222223
GAP,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.06630792042671009,-0.06821578443953881,0.09951240897623675,0.22971160802717583,0.6663281605668315,0,0,1.1111111111111112,-1.6666666666666667
MSFT,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.07700725401057419,-0.051491239273149,0.137264105406827,0.16015228325555048,0.5610152325135407,0,0,0.0,-1.1111111111111112
GSK,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.10816958035998576,0.057789939346387514,0.008311628373162993,-0.023958901483518116,13.014246487397005,1,1,0.0,0.0
TXN,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.11676632396710919,-0.18461047462459748,0.16879347246188608,0.08187240559626982,0.6917703763306088,0,0,0.0,-1.6666666666666667
GGB,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.4465875337562275,0.0820481090906087,0.39891760154670275,0.10137730906811943,1.1194981921697529,1,0,0.0,-1.1111111111111112
KGC,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.18899936792566288,-0.0006659161611948057,-0.17799697353941382,0.27419809985562343,-1.0618122553854141,1,0,0.5555555555555556,-0.5555555555555556
PLUG,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.13473466332352224,-1.4129666449223675,-0.20364071140676,1.0744243827327475,-0.6616293097424802,1,0,1.6666666666666667,0.0
INTC,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.0374902439650133,-0.031410272256035196,-0.035103478293945015,0.06994624332125843,-1.0679922841572078,1,0,1.6666666666666667,-1.1111111111111112
ABEV,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.019201387554129503,0.012673930861882,-0.042658332526819706,0.2349695372308986,-0.45012044345749813,1,0,1.1111111111111112,-2.7777777777777777
FCX,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.5557725858048773,-0.00585381623784359,0.25351729998161887,0.14172126108469096,2.192247179364774,1,0,0.5555555555555556,-1.6666666666666667
EQNR,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.0224139920592654,0.0086719984785461,0.15786169613140372,0.17075490458423553,0.1419849945144897,0,0,1.6666666666666667,-1.6666666666666667
NKE,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.03777925857788112,-0.16543530764209521,-0.008585458168085112,-0.013335237762861208,-4.400377689605277,1,0,0.5555555555555556,-0.5555555555555556
AAPL,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.16216335981128516,0.006093129480791611,0.23523558957418542,0.11846713995831964,0.6893657550068302,0,0,0.0,-1.6666666666666667
AMAT,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.0726350957954932,-0.06617633472866163,0.2582661335907069,0.2188362300100736,0.2812412714963369,0,0,0.0,-1.6666666666666667
IAG,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.08743744723301498,-0.18902363992408214,-0.027657608400090808,0.5277340263505929,-3.1614247323252975,1,0,1.1111111111111112,-1.6666666666666667
HBAN,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.17693017887846857,0.13545181504591247,0.30472656777308077,0.04993660735656157,0.5806194719792935,0,1,0.5555555555555556,-1.6666666666666667
F,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.1520594451767578,0.0026134920340653,0.013318527157715563,0.036764209963430515,11.417136698082127,1,0,0.0,0.0
BAC,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.39752004933175517,0.19105137870236952,0.4069197211623601,0.10258952477385949,0.9769004269349372,0,1,0.0,-1.1111111111111112
TU,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.0371375075851008,-0.08011164254662531,0.012480051451677202,0.14228250285958,2.975749557515636,1,0,1.1111111111111112,0.0
MRVL,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.011499063799216197,-0.2346978862085572,0.2304397605984038,0.15169544747497876,0.049900519638431916,0,0,1.1111111111111112,-1.6666666666666667
QCOM,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.0,-0.04524718118053409,-0.06854949596339456,-0.059872580310810074,-0.0,1,1,1.6666666666666667,-1.6666666666666667
EXC,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.08208633270491751,-0.004625016903384608,0.07273496502003267,0.04869285700248158,1.1285677071860734,1,0,0.0,-1.1111111111111112
PBR,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.14510722171380006,-0.06854321688169189,0.008394537055887507,0.18175469956815082,17.285911152423722,1,0,0.0,0.0
TSM,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.03368188900135511,0.009575614493906797,0.07985556745621614,0.1877121272348372,0.42178510621469806,0,0,0.5555555555555556,-1.1111111111111112
CTRA,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.03660426007188371,-0.032630710245972694,-0.08727421169305068,0.16134307105039844,-0.41941667947254996,1,0,2.2222222222222223,-1.1111111111111112
VTRS,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.0527988518417716,0.05851273655071161,0.022667781471344777,-0.2633665009445187,2.329246552359642,1,1,1.1111111111111112,-1.6666666666666667
MU,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.2979765178268087,0.5305891765601354,0.41864145690142823,0.33721008485579,0.7117702103185857,0,1,0.0,-0.5555555555555556
C,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.1253308731529579,0.03942117660212971,0.22588601075764203,0.2226041056490283,0.5548412348891676,0,0,0.5555555555555556,-1.6666666666666667
DVN,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.0,-0.0007873325149626922,-0.027335008552420936,-0.08500066651591248,-0.0,1,1,2.7777777777777777,-1.6666666666666667
WMT,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.060604096837933705,0.0893100298024265,-0.0069610795995967934,0.16010630242211327,-8.70613472678061,1,0,0.5555555555555556,0.0
APH,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.0290837821052222,0.0704891619460013,0.09831391953452029,0.16497273790839298,0.29582568005551046,0,0,1.1111111111111112,-1.6666666666666667
MS,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.10863793907880867,0.005239664505473704,0.3062477043431345,0.1381828408728011,0.35473878673417114,0,0,0.5555555555555556,-1.6666666666666667
PPL,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.09185973165140739,-0.02154283991888799,0.08777463716581911,0.0535875601062903,1.046540716287678,1,0,0.0,-1.1111111111111112
SONY,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.0630172908751716,0.0719927244741721,-0.0317585379197135,0.18330478510818995,-1.9842629731406758,1,0,1.1111111111111112,-0.5555555555555556
WFC,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.07128205633168373,0.1262133534643342,0.21703803704666078,-0.006276835266151092,0.3284311694929257,0,1,0.0,-1.6666666666666667
PFE,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.10557109976220916,0.0322004240792608,0.03399278205067981,0.07092618592726302,3.1056916613889767,1,0,0.0,0.0
PCG,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.06836275681440064,0.0477986839574024,0.08039840926950534,0.03980745654353601,0.8502998683125718,0,1,0.0,-1.6666666666666667
RIG,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.04410879896683942,-0.02056013802429732,0.357865526620116,-0.18315726082023692,0.12325523328113722,0,1,0.5555555555555556,-2.2222222222222223
CCL,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.12308319047248967,0.08225454208790262,0.2632269973637522,0.11609099830960198,0.467593338469008,0,0,0.0,-1.6666666666666667
B,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.07622624467350378,0.0168941179716778,0.0927651999984971,-0.1355111808922078,0.8217116405153951,0,1,1.1111111111111112,-0.5555555555555556
CSCO,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.054086553952904695,0.0020784838472547897,0.1055004050075301,-0.015148179482525722,0.5126667897535016,0,1,0.0,-1.1111111111111112
HAL,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.06573004370802661,0.1894152632588127,0.1804257621657757,-0.10949096104921097,0.3643052018681992,0,1,0.0,-1.6666666666666667
LOW,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.036476421956690104,-0.08403211588619561,0.15661165702214475,-0.037053026317820294,0.23291000587224725,0,0,0.5555555555555556,-1.6666666666666667
CSX,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.07863241638998862,-0.14732088253269723,0.4919882140630809,0.1566685100821362,0.15982581318483916,0,0,0.0,-1.6666666666666667
WDC,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.2003574885424077,0.0019026059033748072,0.32826855968695207,0.16139032369861517,0.6103462626255629,0,0,0.0,-2.2222222222222223
NOK,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.09385698876817498,-0.05796431735735479,-0.012106459811573439,0.17962478921492567,-7.7526370408011696,1,0,1.6666666666666667,-0.5555555555555556
HD,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.1177932228831161,-0.013168429880342369,0.15718437840562863,0.0866816473143207,0.7493952266626646,0,0,0.0,-0.5555555555555556
MNST,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.039934465504801994,-0.0308397085108873,-0.01810358390488344,0.18982822331295895,-2.2058872825744564,1,0,1.6666666666666667,-1.1111111111111112
SBUX,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.2176225687155367,-0.07445779316560472,0.05003464575525126,0.005341769225069292,4.349437583310894,1,0,0.0,0.0
RF,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.20995172591468886,0.06903757012504771,0.4127004065166136,0.03021367030451274,0.5087267242762871,0,1,0.0,-2.2222222222222223
IPG,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.05112051869698158,0.06426286546257119,0.10284138389647778,-0.11795471324971868,0.49708120175084897,0,1,0.0,-1.6666666666666667
VLY,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.08706835738611028,0.08567876858709081,0.2508373459314599,0.0009754881305257153,0.3471108222054833,0,1,0.5555555555555556,-1.6666666666666667
UNH,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.17541774974089472,0.04719247418850011,0.19389568835175688,0.1804271143443589,0.9047016528942081,0,0,0.0,-2.2222222222222223
NGD,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.09213424559020719,-0.1374341332593414,-0.3795414607227057,0.26068428669920823,-0.24275146492498953,1,0,1.6666666666666667,-1.1111111111111112
HL,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.0486057165273399,-0.163904261711028,-0.09252165073254458,0.03425520954545923,-0.5253442425908079,1,0,2.2222222222222223,-1.6666666666666667
SLB,2016-09-21,2017-03-22,2017-03-23,2017-09-20,0.0066626348919016,0.007327454295032003,0.04382288512469204,-0.1170040032835377,0.15203551461625545,0,1,1.6666666666666667,-1.6666666666666667
