Ticker,Train Start,Train End,Test Start,Test End,Return_Predicted_Train,Return_Predicted_Test,Market_Return_Train,Market_Return_Test,Ratio_Train,Model_train_>_Market_train,Model_test_>_Market_test,C
TXN,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.12215343023558019,-0.103722800600234,-0.055471579082156504,0.07968832782867512,-2.2020903723448026,1,0,0.1
GGB,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.49560379500599705,0.3523012516156675,0.5996219247275577,-0.07974477367484904,0.8265271407998932,0,1,0.1
KGC,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.5894267910051435,-0.15040808200667657,0.25130030988023144,0.2753368307345817,-2.3455076171058504,0,0,0.1
PLUG,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.07467562636487735,-0.32295672691424815,-0.26236630575943376,0.020261308515876056,-0.2846235386389446,1,0,0.1
INTC,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.3010124947746192,-0.28705012992071816,-0.2134704035475592,0.02335235543718399,-1.4100900629419406,1,0,0.1
ABEV,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0017696300788210923,0.04089154877954608,0.25075191865477425,0.12363565918292152,0.007057294270427705,0,0,0.1
FCX,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.45728258664173926,0.19081446719368356,0.26419652692128864,0.09212850290526223,-1.7308425359352897,0,1,0.1
EQNR,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.0630087332579946,0.232437614117597,0.10140440804129967,-0.023009690239194094,-0.621360890271482,0,1,0.1
NKE,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.09304490213308261,0.0789786756607655,0.09790689401510212,-0.02095584216454312,-0.9503406585314662,0,1,0.1
AAPL,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.036383622025138423,-0.20652626675482444,0.27437159311101683,0.18768990697996685,0.13260710269818932,0,0,0.1
AMAT,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.3556708818562258,-0.21515919697625246,-0.0043592187070918935,0.01015074585045013,-81.59051099629266,1,0,0.1
IAG,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.2633431776367926,-0.06528892235173611,0.10551941453864654,0.14984731030441,-2.495684597836193,0,0,0.1
HBAN,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0358134643183711,-0.023264105583458115,0.03255673176259549,0.04294248132333738,1.100032539492102,1,0,0.1
F,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.07551838768567296,0.3146502344249408,-0.19267835667102945,0.07665113897474372,-0.39194016904872053,1,1,0.1
BAC,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0697130391298556,0.03281706742929688,0.0964030102643218,0.11882234146143134,0.7231417249182726,0,0,0.1
TU,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0998161701771825,-0.21686896051970983,0.04262264327608359,0.3314325915511197,2.341857813243397,1,0,0.1
MRVL,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.010261689532371537,0.039108313166158676,0.18349852361362426,-0.25570491564815445,0.05592246373588607,0,1,0.1
QCOM,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.16270675392462677,0.08813637277263157,0.18361363730758312,-0.2792848511635897,0.8861365436166712,0,1,0.1
EXC,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.06231054710329012,-0.0763463274206997,0.009171587055205222,0.08821485500626512,-6.793867487516954,0,0,0.1
PBR,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.05526313909645677,0.08030064961240418,0.30358026195138077,-0.05054339145573181,0.18203798475313035,0,1,0.1
TSM,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.1965295134028805,0.12124938211436918,0.17227613559283142,0.1011168609017666,-1.1407819935511618,0,1,0.1
CTRA,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.3461945252743091,0.10487371378355602,0.08127250707956933,0.030112209211430367,-4.259675722017159,0,1,0.1
VTRS,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.08858929127923959,0.08805310413031672,0.3362087869963733,-0.09980028892518827,-0.26349487195346627,0,1,0.1
MU,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.3962117536164997,0.209321846305051,0.17109483683652035,0.22991565467746153,2.3157434843874136,1,0,0.1
C,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.010479626552858196,-0.038517747729921184,0.06686225621781769,0.06268179909974729,0.15673456364856483,0,0,0.1
DVN,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.27976645892409313,-0.025652006916720045,0.009679961896247844,0.14840528170413175,-28.901607457002125,0,0,0.1
WMT,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.03863565113166491,0.0763318023295464,0.07530804799501845,0.024245800183193108,0.5130348237710347,0,1,0.1
APH,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.23186898195256678,0.22305466155778939,0.2426828663331461,0.21268984048516748,-0.955440264308835,0,1,0.1
MS,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.08533866065778899,0.11222622653810004,0.16394081842837338,0.18304241388819414,-0.5205455326860766,0,0,0.1
PPL,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.027333182485419417,-0.1382829605379559,-0.0060751987571903,0.08382993539694428,-4.499142098531219,1,0,0.1
SONY,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.5396153056592985,0.2230161078065701,0.2711735151148642,-0.09023638303173907,-1.9899262855029451,0,1,0.1
WFC,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.021700928856116113,0.0615545039958895,0.1025612945966851,0.1178351460841749,-0.21158984918680535,0,0,0.1
PFE,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.22840233769289872,0.11390981894160808,0.05606472343358952,0.0833564595447638,-4.073904653493006,0,1,0.1
PCG,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.04758849734378597,-0.20250137015262978,0.0730666749550787,0.06178387631040189,-0.651302353269029,0,0,0.1
RIG,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.28839828325281613,0.1414256081139712,0.3360198057170624,-0.07589944516752026,-0.8582776322883037,0,1,0.1
CCL,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.03370330353350338,0.3298051759039486,0.05986988059730861,-0.10587111649616959,0.5629425547078588,0,1,0.1
B,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.3344316313940254,0.0915000830945553,-0.057736763680109514,0.12565430384879014,5.792351529208383,0,0,0.1
CSCO,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.13734046500027242,-0.08250264306871569,0.17145810418621363,0.07082141814075105,0.8010147181559442,0,0,0.1
HAL,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.5057258800643764,0.12010087382367625,0.12255770421265845,-0.12977569266431352,4.126430756134726,1,1,0.1
LOW,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.11186841541670378,0.12924444677765093,0.06257058785567442,-0.12927676283240536,1.7878754100047765,1,1,0.1
CSX,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.08960523235825286,-0.10932209900408227,0.29600431334139937,0.08679413359974397,-0.3027159683815344,0,0,0.1
WDC,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.2552724352756569,0.042278710693259454,0.45149822939220846,-0.15619509299959572,0.5653896707840825,0,1,0.1
NOK,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.08025891590685556,-0.06663615876946921,0.22379273242347414,-0.037912148971024594,-0.35863057319924396,0,0,0.1
HD,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0905037884372075,-0.1553336601371371,0.08717945895864111,-0.12127723325737619,1.038132026950792,1,0,0.1
MNST,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.13201251822536925,0.23492235631028655,1.0184920845936007,0.2754649138314095,-0.12961565457628957,0,0,0.1
SBUX,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.3310184489360654,0.11970204628593956,0.4637725040349861,-0.06455102956794426,-0.7137517771236693,0,1,0.1
RF,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.036327903686250905,-0.08163232574844849,0.1276224583512355,0.04461990302290137,-0.2846513392358518,0,0,0.1
IPG,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.005966719438516,-0.02204930287864232,-0.09665128082284478,-0.02461797205088763,0.06173450975215311,1,1,0.1
VLY,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.08618511774930968,-0.11010967645938288,0.10412599835818911,0.11436749397407911,-0.827700277627461,0,0,0.1
UNH,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.1661420684967702,0.049470561590017864,0.06043578104162575,-0.05863704154626727,-2.7490679467241135,0,1,0.1
NGD,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.1249912846847719,0.09575716288575087,0.4899506186660836,0.09086813802084476,-0.25510996398997776,0,1,0.1
HL,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.34644560825571813,0.11497512338364299,0.2735379605013533,0.13411269831825237,-1.2665357584034633,0,0,0.1
SLB,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.08090041541861864,-0.025961768677860222,0.42581429270840787,-0.03211614583778269,0.1899899012408637,0,1,0.1
CMCSA,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.051616578418754985,0.0040024718221015766,-0.10729980062931778,0.2584204155025792,-0.4810500869155545,1,0,0.1
EXAS,2005-09-16,2006-03-17,2006-03-20,2006-09-15,1.033417578406176,-0.6130805831715971,0.45926943266774445,0.30559527220997723,2.250133592395633,1,0,0.1
BAX,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.010491106556276188,0.1463240169784558,-0.03070056904605231,0.1773800309749635,-0.34172352116793114,1,0,0.1
NEE,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.2267805668729922,-0.037866110186349,-0.09895200086731659,0.11281555480471449,-2.2918239639952223,1,0,0.1
BKR,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.13486540177484932,0.04565468512750759,0.1662172874953273,0.004250738027516924,0.8113801145903109,0,1,0.1
AMD,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.17028334724065206,0.165038019714083,0.4611704668899014,-0.18024789030785013,-0.3692416567544536,0,1,0.1
LEN,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.062313011338224415,0.025741486571522587,0.021011265721245304,-0.20676396455406296,2.9656952686680516,1,1,0.1
KO,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.021667548363367702,-0.025150881259904098,0.0024388261381882046,0.055581236030032316,8.884416984092375,1,0,0.1
CPRT,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.2924879373938028,0.17045796410100028,0.1498849403010684,0.07387961777488548,-1.9514164452165308,0,1,0.1
BP,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0383663125316333,0.017501302347995615,0.0115009038685819,-0.032094813530831906,3.335938894023987,1,1,0.1
XOM,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.07761805371209017,-0.05298268131493373,-0.020745535361511802,0.08205820917070779,3.741434113871615,0,0,0.1
JHX,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.19985103738850882,-0.1772665596906098,0.052651876607174436,-0.23791304741564376,-3.7957058753966,0,1,0.1
ABT,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.09477254660938757,-0.08142287648459011,0.058913328603787576,0.13107595336245248,-1.6086775073730017,0,0,0.1
ITUB,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.23439618611508467,0.13457186732099688,0.4448749883491988,0.03001931036902501,0.5268810165859413,0,1,0.1
^VIX,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.08131266133345226,-0.39093597682605175,0.2512174875773692,0.3119624164870734,-0.32367436724885573,0,0,0.1
APA,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.1284168629102137,0.20710426999212847,-0.0735970024230682,-0.0021200608408389263,1.7448653978054247,0,1,0.1
SHEL,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.11510010338511059,-0.08900724961271611,-0.028271313699995915,0.08706041385319759,4.071268304207853,0,0,0.1
CNQ,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.12996315104034603,0.044895239678586635,0.25699595071850906,-0.18465315616539996,0.5057011625163554,0,1,0.1
TEVA,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.10182098116449921,0.02125992073148129,0.25896690388959703,-0.16100860123035865,0.3931814437875336,0,1,0.1
BCS,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.1496617144437525,0.005630150425139692,0.17871873320589518,0.10239468598911458,-0.8374148124211066,0,0,0.1
LYG,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0680579694175934,-0.1408286277821827,0.1794479929368594,0.035105156093341215,0.37926291792820604,0,0,0.1
TSCO,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.07822259437935461,0.4284936691503932,0.2739701511258855,-0.29716375690422103,0.2855150243845812,0,1,0.1
VZ,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.1937757074920109,-0.019441728227165903,0.0793253790562075,0.07571133344044027,2.4427958592508894,1,0,0.1
BMY,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.0605096660174983,-0.03976057149500379,-0.056832205104076904,0.12313338198052833,-1.0647073416681063,1,0,0.1
NEM,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.5447424732529716,-0.18121941196612898,0.10968288121182028,-0.07376924825225192,-4.9665222798164965,0,0,0.1
USB,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.07092869100475561,-0.0690499468975961,0.06625935055229538,0.09162542139483142,-1.0704706643445734,0,0,0.1
CLF,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.5029764533413145,0.4025857884789534,0.1451295953816752,-0.17962341174958088,-3.465705613100764,0,1,0.1
BBD,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.3954327433508296,-0.15044383429395786,0.6629933052653382,-0.12065342355999883,0.5964354997409401,0,0,0.1
DIS,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.1134077768512572,0.003350499775480406,0.1919918393517709,0.06552836124171899,-0.5906906107788751,0,0,0.1
LUV,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.4883151018276509,-0.1896304886957863,0.20145017101920812,-0.04983758887634222,-2.4239994404427208,0,0,0.1
WIT,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.08051261078793126,-0.13661876507730464,0.30319920107068105,-0.07562833304323328,-0.2655436112747618,0,0,0.1
BSX,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.05523729087365349,0.15768961958269423,-0.04389825144585752,-0.34644057694493513,-1.25830275818118,1,1,0.1
BB,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.4727946164734126,0.25307822587810985,0.15561699172798957,0.015929944866614934,3.038194037961054,1,1,0.1
LNW,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.030705670991608206,0.309627712878226,0.14773983208359995,-0.10967382925199709,-0.2078361032266039,0,1,0.1
CVX,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.1517915168548861,-0.07184798671780074,-0.07323181333662332,0.11266920675318963,2.0727537655956825,0,0,0.1
BBWI,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.03493572502220205,-0.1310115573866122,0.2015328732144951,0.1326699355690687,-0.17335000719718477,0,0,0.1
FAST,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.07663287890588152,0.064430162849437,0.4257260865761085,-0.1150776056018755,-0.1800051284669905,0,1,0.1
CCJ,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.3204288853882746,0.38518435847780164,0.3420170357117863,0.15842510070354,-0.9368798975800029,0,1,0.1
GOOG,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.13131841308504905,-0.08216248826829292,0.16637987726148168,0.18339200546828952,-0.789268601747252,0,0,0.1
ES,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.062311872433936016,0.018955877566683096,0.03133553618972809,0.16954488742328513,1.9885369778469624,1,0,0.1
KR,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.09467344596211166,-0.18748249699055952,0.015436918822510512,0.11395188955915712,-6.132923742790978,0,0,0.1
HPQ,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.2732980936796306,-0.0936293178473674,0.2100683312244143,0.08533520615146763,-1.3009961667552281,0,0,0.1
IRM,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.059682513541219194,0.3244875377183765,0.1375509343314102,0.02058175144608907,0.4338939159615036,0,1,0.1
ON,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.3113348809327551,-0.1957287567981264,0.30784545548241876,0.01025291809338935,-1.011334990944947,0,0,0.1
AZN,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.1035184281549272,-0.04817086402891352,0.09187899720639622,0.22091622903313296,-1.126682172231204,0,0,0.1
TGT,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.25623077713767883,0.2198896946949845,0.026898871733367965,0.018335962581403433,-9.525707237000033,0,1,0.1
HST,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.15908817560225588,0.1469826818174628,0.253034723856976,0.09689741230956672,-0.6287207272476091,0,1,0.1
T,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.1413336919301332,0.16651490380547698,0.1495776480669093,0.21133655325828163,0.9448851065428681,0,0,0.1
GOOGL,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.1313199986455942,-0.08216453392698868,0.16637970258973878,0.18339232088090757,-0.789278960122947,0,0,0.1
LUMN,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.07413375897803613,0.024350285593016996,0.09990427006416537,0.04938219589436601,-0.7420479518084898,0,0,0.1
VALE,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.10895462690858587,0.2341677468075962,0.16927892746587517,-0.020416115174613073,-0.6436396339441007,0,1,0.1
TJX,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.023239843430691503,-0.3237807428171125,0.20611518310608193,0.10776831055221803,-0.11275172978756534,0,0,0.1
CRM,2005-09-16,2006-03-17,2006-03-20,2006-09-15,0.13994945545131038,-0.29757324049501005,0.5599453375079163,-0.03394181153785851,0.24993413834673073,0,0,0.1
NFLX,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.40439639628836416,-0.4785924863907518,0.1465789834469236,-0.12059067332594474,-2.7588975361859873,0,0,0.1
LRCX,2005-09-16,2006-03-17,2006-03-20,2006-09-15,-0.010733705996726914,-0.44972747488827397,0.37875086880422393,0.01799613249257755,-0.02833975280535966,0,0,0.1
CDE,2006-03-20,2006-09-15,2006-09-18,2007-03-20,0.3155433774598616,-0.07380108346912252,-0.13996333641108816,-0.12033889697668945,-2.254471674875447,1,1,0.1
ORCL,2006-03-20,2006-09-15,2006-09-18,2007-03-20,-0.23219609349993073,-0.3235799206157928,0.18574941456405133,0.0975546144672261,-1.2500502036299197,0,0,0.1
AMZN,2006-03-20,2006-09-15,2006-09-18,2007-03-20,0.3887810552326422,-0.11539027608394849,-0.05366853373060246,0.21072485685393794,-7.2441154659486156,1,0,0.1
ASX,2006-03-20,2006-09-15,2006-09-18,2007-03-20,0.06062385217809457,0.12162382889757457,0.17270506014382936,0.16344950335655864,0.3510253383867666,0,0,0.1
PTEN,2006-03-20,2006-09-15,2006-09-18,2007-03-20,0.7232283322389724,-0.039457540974586966,-0.07402844612435955,-0.03566661909198845,-9.76960033747067,1,0,0.1
FHN,2006-03-20,2006-09-15,2006-09-18,2007-03-20,-0.08163241841102169,0.007548656154559298,-0.019505122371031622,0.10167815118265648,4.185178480718456,0,0,0.1
KMB,2006-03-20,2006-09-15,2006-09-18,2007-03-20,-0.103175898338827,-0.028503588351342396,0.11464230741860137,0.06695059603296641,-0.8999809988305078,0,0,0.1
OXY,2006-03-20,2006-09-15,2006-09-18,2007-03-20,0.15787599948640516,-0.06663670961036423,-0.016996687342790695,0.0471574269178176,-9.288633502655431,1,0,0.1
ERIC,2006-03-20,2006-09-15,2006-09-18,2007-03-20,0.12640957742138786,-0.14875429543084942,-0.07303772408633095,0.07936425774632522,-1.7307436534026048,1,0,0.1
AES,2006-03-20,2006-09-15,2006-09-18,2007-03-20,-0.013484208245695507,-0.1343120285544986,0.1865076075495376,0.05224563220413611,-0.07229843555906434,0,0,0.1
MSTR,2006-03-20,2006-09-15,2006-09-18,2007-03-20,0.26862989526819475,-0.3882170069949455,-0.06670555457831973,0.2957434554121109,-4.027099346768693,1,0,0.1
MRK,2006-03-20,2006-09-15,2006-09-18,2007-03-20,-0.2279909241693594,-0.037689653305219596,0.17386046090242857,0.09130524507795161,-1.3113442986747237,0,0,0.1
NVDA,2006-03-20,2006-09-15,2006-09-18,2007-03-20,0.37113914025630923,-0.24623229347055292,0.27279650750630424,-0.03143454086467193,1.360498137050865,1,0,0.1
CAG,2006-03-20,2006-09-15,2006-09-18,2007-03-20,0.10716083833079182,-0.027508846342902196,0.1880639956977669,0.0705911733610862,0.5698104942054267,0,0,0.1
MCHP,2006-03-20,2006-09-15,2006-09-18,2007-03-20,0.0008243263788127279,0.0808321291090629,-0.00012647842767108536,0.08765532868371569,-6.517525510013751,1,0,0.1
FE,2006-03-20,2006-09-15,2006-09-18,2007-03-20,-0.269693362786813,-0.042995555560745705,0.11466787085224242,0.1628841715209034,-2.351952301742236,0,0,0.1
BA,2006-03-20,2006-09-15,2006-09-18,2007-03-20,0.08716804039159629,-0.029478382514599895,-0.01799800546348539,0.1984364254770511,-4.843205574553472,1,0,0.1
NVO,2006-03-20,2006-09-15,2006-09-18,2007-03-20,-0.24649186967952058,0.09443843813541482,0.17102113753976944,0.18517410001977552,-1.441294761720323,0,0,0.1
EQT,2006-03-20,2006-09-15,2006-09-18,2007-03-20,0.1138602564457039,0.05944423720671496,-0.026738565345762487,0.29231244068187684,-4.258278444387384,1,0,0.1
INFY,2006-03-20,2006-09-15,2006-09-18,2007-03-20,0.03909716489017499,-0.006998911546760106,0.2967905386638912,0.14464128946234972,0.13173319158415517,0,0,0.1
