Ticker,Train Start,Train End,Test Start,Test End,Return_Predicted_Train,Return_Predicted_Test,Market_Return_Train,Market_Return_Test,Ratio_Train,Ratio_Test,Model_train_>_Market_train,Model_test_>_Market_test,C
MSTR,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.1894924328029287,0.3652782777793287,0.2862001082720316,0.08497287895587546,0.6620976978206354,4.298763114393354,0,1,0.01
NVDA,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.37392400254560926,0.15377773163594738,0.5683111822941384,-0.06897671796324581,0.6579564404067613,-2.229415028385197,0,1,0.01
FE,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.03623044965856659,-0.2681361321460719,0.044898429766972586,0.2533290698403918,0.8069424665095484,-1.0584499138413497,0,0,2.23
GSK,2010-09-20,2011-03-18,2011-03-21,2011-09-16,-0.0541141896819963,-0.08826148100012107,-0.039642990744116605,0.12979971156152897,1.3650380222644367,-0.6799821042613217,0,0,0.01
KGC,2010-09-20,2011-03-18,2011-03-21,2011-09-16,-0.23866654769728074,-0.1514470356409292,-0.2207948903307301,0.16253182852695972,1.080942350340538,-0.9317992482672904,0,0,0.01
QCOM,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.1421184740499253,0.0831291526893033,0.20531195303131608,0.038057572448879966,0.692207501568348,2.1842999261438654,0,1,3.34
EXC,2010-09-20,2011-03-18,2011-03-21,2011-09-16,-0.09477038955257489,-0.0982327924565958,-0.034327844400218396,0.1068124937685759,2.760743973541547,-0.919675114686778,0,0,0.01
PBR,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.14064588801361727,0.15521737337360875,0.11184530260293568,-0.3515463372080036,1.257503755101161,-0.44152749423120696,1,1,0.01
MU,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.2789320261556584,0.044436028621428814,0.4173391061082951,-0.2968411366421322,0.6683582297300422,-0.149696329572408,0,1,0.01
WMT,2010-09-20,2011-03-18,2011-03-21,2011-09-16,-0.055259098069218096,-0.09145552265479691,-0.02216311470520548,0.03488318151400492,2.4932911643614477,-2.6217655238264115,0,0,1.12
PPL,2010-09-20,2011-03-18,2011-03-21,2011-09-16,-0.0945133620942756,-0.0502172938127496,-0.04714018959647522,0.18794659994859056,2.004942341202263,-0.2671891581251571,0,0,5.5600000000000005
PCG,2010-09-20,2011-03-18,2011-03-21,2011-09-16,-0.057235732559955996,-0.04986851050436712,-0.027857605184850594,0.0026826840763353697,2.054581941992691,-18.58903586310061,0,0,4.45
CCL,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.1579650275570699,-0.42968922704867396,0.09422394197629057,-0.1553221798433442,1.6764850232737918,2.7664382992953906,1,0,10.0
CSCO,2010-09-20,2011-03-18,2011-03-21,2011-09-16,-0.134294316561716,-0.12563467167903977,-0.20556126550124312,-0.007292457255551232,0.6533055545958578,17.228029904927176,1,0,0.01
RF,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.26561719556661223,-0.4792900530764196,0.051397525175482316,-0.5167588063698235,5.167898544915099,0.9274927629069004,1,1,0.01
EXAS,2010-09-20,2011-03-18,2011-03-21,2011-09-16,-0.032979947612838845,-0.3318514567486157,-0.027544806186659776,0.3809582390416949,1.1973200097814216,-0.871096678689486,0,0,0.01
NEE,2010-09-20,2011-03-18,2011-03-21,2011-09-16,-0.09399003214542881,-0.06894041038433751,-0.008291303550709502,0.056354319383379106,11.335977698872924,-1.2233385326745778,0,0,0.01
SHEL,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.12939898476213407,0.0552982709460276,0.19678770942884688,-0.020411698228464545,0.6575562322347233,-2.7091460165187526,0,1,7.78
BCS,2010-09-20,2011-03-18,2011-03-21,2011-09-16,-0.1870507148446658,0.43858470729232457,-0.026919138349928748,-0.5075040737650839,6.948614491784463,-0.8641993827528149,0,1,0.01
VZ,2010-09-20,2011-03-18,2011-03-21,2011-09-16,0.1087405826439998,-0.0619854584557408,0.14540677298612056,0.04194718425618339,0.7478371221014537,-1.4777024859923364,0,0,1.12
BMY,2010-09-20,2011-03-18,2011-03-21,2011-09-16,-0.0988407243901125,-0.2110551018184188,-0.04875247932232341,0.1957856430049323,2.0273989295320627,-1.0779906972703908,0,0,1.12
NEM,2010-09-20,2011-03-18,2011-03-21,2011-09-16,-0.24485329945677498,0.23432295711508622,-0.19353943139551283,0.26511625478154544,1.2651339196941127,0.8838498314943656,0,0,0.01
WIT,2010-09-20,2011-03-18,2011-03-21,2011-09-16,-0.40706245160519905,0.04967411929268103,-0.027928088367572438,-0.2971414725428074,14.575378244571978,-0.1671732958297323,0,1,5.5600000000000005
LNW,2010-09-20,2011-03-18,2011-03-21,2011-09-16,-0.11295413126341572,0.27589049732691323,-0.12677635599460563,-0.07239920485207181,0.8909715883316756,-3.8106840798959163,1,1,0.01
